,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
On-Ice SH%,0.10939549702968998,0.23496439203296818,0.4159648079886104,0.5407649224788874,0.4858365363580356,0.43580970978663214,0.553991290701263,0.06687864928234526,0.23253827213869036,0.3927431326273031,0.19948025762216418,0.2433098334253896,0.24081278079229976,0.2435300955259666,0.15746745111791216,0.1426249705292243,0.14589931048608396,-0.05700200126341533,-0.004211157461236199,0.04319167079068654,-0.13715985548420026,-0.06974632637873493,0.1461990535101148,0.24407527570042595,0.24596054587707922,-0.15254328734063982,0.021560728568821647,0.043167855603825384,0.060908741077456585,0.07960562357601743,0.24672969799543076,0.2258665585174855,0.09729581763724247,0.25143804272604825,0.2394294005527082,0.08635168472701515,0.246636981582507,0.23362900322085473,0.08451074717191108,0.6239563555341828,0.23167305991349849,0.5950546939888215,0.2938853564474928,0.24402873848768317,0.15770218575348585,0.3064713066334936,0.24267259955209208,0.17331298228438824,0.284784134023167,0.2299722123686713,0.1370496919263075,0.544446569992711,0.20882835541760417,0.44941189967347983,0.3119740422244324,0.24110945506889234,0.1725043273422425,0.5938486806631906,0.2175601474784777,0.4586601696478935,0.19461357879531402,0.1829688411162589,0.05948013732143579,0.41956769916405773,0.11328306805744345,0.2522578216774355,1.0,-0.07227242014668828,0.7029172304295417,0.34037274106220045,0.20180011398719144,0.07069001286657545,0.14982361518052015,0.23626997586295057,0.30674391890419517,0.22147241639275309,0.12175875781692025,0.2465025837255535
On-Ice SV%,0.03783410022113218,-0.0319142683290971,-0.05404206974549607,-0.05865332767384031,-0.056534883390627455,-0.04185573759111766,-0.06473859615848415,-0.010785033518766444,-0.033531821735134186,-0.019717632301107752,-0.02535915950170001,-0.05140367704649417,-0.04289295190886651,-0.037463040551009255,-0.009788347367010149,-0.05878308322428054,-0.045176223367348015,0.07147630523323727,0.05668212526292695,0.036161771940381074,0.08440575027531366,0.04467157715767496,0.007179341698583831,-0.0579837011370669,-0.07064988912444936,0.12380302398351793,0.07901371837149883,-0.006976526550629566,-0.016069150465941998,-0.02911964423812439,-0.03820540533010188,-0.05556932241842763,0.013073224983518554,-0.030692661654398833,-0.05062629828822419,0.020049187989346937,-0.019297774249529224,-0.04698556904874134,0.035899177246533305,-0.048152443674471246,-0.5347034300901435,0.5310834403512271,-0.02341971518702602,-0.09356719049814725,0.09736123328167104,-0.024289912308485276,-0.08638886187136458,0.08069257147220804,-0.005421902333750839,-0.08555268038631882,0.10790822450483828,-0.016087486699842748,-0.4590154376484798,0.44424457305201526,-0.036855084681453876,-0.08320359310987464,0.04738040691562827,-0.08735483215648446,-0.4934016627707328,0.3418087855695005,-0.07628684636351632,-0.050971968320489836,-0.06192023221906625,-0.028917673009049946,-0.3452252516290581,0.23535154234318773,-0.07227242014668828,1.0,0.6584740788322337,-0.053821917426151715,-0.013145766381071986,0.029182991884822655,-0.01751538122432329,-0.0782405341334989,-0.06847551152837233,-0.03296377928125736,0.011290681781498252,-0.11603223029688635
PDO,0.10944880986473277,0.15452586104457167,0.27495803115461004,0.36610154365215425,0.32597252640352903,0.2991948282603086,0.3715891179694764,0.04242960045634492,0.15117844191720056,0.2820194969600694,0.1320480684307615,0.1467207384800366,0.150737026424433,0.1564837551018052,0.11149069841230377,0.06548373581316161,0.0776617632073636,0.007991769266233646,0.03699607282450699,0.05794775115740295,-0.0430534563738326,-0.02012780779429421,0.11501501938987188,0.14305303546897427,0.13489961736990036,-0.026710655445304744,0.07294546205268938,0.028167674325220552,0.03430271177062883,0.039010931315140863,0.15888211865431082,0.13083170003990904,0.0825644294867848,0.1677150363368998,0.1445146173876344,0.0792908501532428,0.17222235038226533,0.14269587913424553,0.08928036247421531,0.4363425389367873,-0.20648581782769335,0.8274851319319552,0.20498522306018765,0.11744414810162472,0.18827200222553134,0.2137561619886701,0.12150378311446129,0.18807578563731275,0.21099169884878263,0.11254099889312416,0.18034307543986722,0.3992577381428425,-0.169796193930385,0.6556656027274029,0.2088510797875719,0.12257863876440867,0.1635782804600395,0.385639672491231,-0.18753370176223122,0.58956588294848,0.09238126581904889,0.10173948525592172,0.0005422688606484072,0.29587190840736943,-0.16083493856774356,0.3583206760309674,0.7029172304295417,0.6584740788322337,1.0,0.21781281481013298,0.14311466051729133,0.07464621111716942,0.10075700496433228,0.12173047372743025,0.18218297719517826,0.14374696835197065,0.1002839369875577,0.1025697289403855
Off. Zone Starts,0.5742895182958205,0.6424624694183532,0.5640720144840392,0.7145079830637233,0.6342428702373694,0.5866734038617383,0.7395194480938497,0.22852446955858885,0.7092153586293395,0.23845925037062854,0.5447945053365564,0.716255495779344,0.7210610941044532,0.6147403885979696,0.42838981685597277,0.39833827158971885,0.5230366142601209,0.00593796534564053,0.09953476543736381,0.1812238769843134,-0.2087067610094672,-0.03321374605385889,0.3483217059520017,0.5086219182384473,0.5743039601148494,-0.15134252266916268,0.13578498740393324,0.070994598047483,0.20540046536348613,0.21639997805784186,0.73926485232345,0.557963130726928,0.45550979505916145,0.7471926314778695,0.5883167068985735,0.42259040314202784,0.7431567887469736,0.5946686490692383,0.3975595541917699,0.7468142736237234,0.5218332702665678,0.38809500736835245,0.7445508811952986,0.5905126313785304,0.39861409259470665,0.7550067738967615,0.5692193127109356,0.4440677615694507,0.7143409013909434,0.5726797913403355,0.32791597473846357,0.6876515972616101,0.49785199787171874,0.28476671348289845,0.7595372177924344,0.5418324015865869,0.4633564873981761,0.6339912594552426,0.4464923535786162,0.2604894559502399,0.6488341741633838,0.4239306123078621,0.48143709254927486,0.5480406660066581,0.26543572700475804,0.23566943133792448,0.34037274106220045,-0.053821917426151715,0.21781281481013298,1.0,0.5833979143943914,0.24386549264611118,0.45747675621723843,0.6466843784743186,0.8938673924583492,0.5801879589189334,0.3591029177704245,0.6557723011136429
Neu. Zone Starts,0.6904844646823008,0.8362614906990868,0.23692952937743544,0.511556438788053,0.39019733560332287,0.5101274828704128,0.44248340770915373,-0.08144438310483297,0.498543395816055,-0.032323673799157,0.2466748337185885,0.5815474310648244,0.5203263700907063,0.3072767976154952,0.14760900935920296,0.19666911656194538,0.43333093307971127,0.1715505146470122,0.27686316627222207,0.3407400458677676,-0.06100331309861016,-0.005216044854157872,0.24944122167731309,0.49854195935530626,0.40448861284722365,0.1742258305565915,0.40389885145772797,0.4156831916603594,0.08989762401093723,0.08028912592485044,0.7835585985985719,0.7696889562630568,0.2173093626711023,0.7843797348817789,0.776914277494496,0.20709244325653423,0.7777871187427066,0.767486936593083,0.1967272851135918,0.7004706069104389,0.6497750541451599,0.22700914286817528,0.7739071034441114,0.7520130122669672,0.2302584688444079,0.7740828799119509,0.750543169107359,0.24026945326301802,0.7624349308523864,0.7273116339006799,0.22214242673399184,0.6688349600369272,0.598798516324935,0.2010941980823176,0.7574776551855965,0.7342600234711805,0.21842706476337495,0.5752126404186442,0.5307213929333828,0.15643221589938136,0.6640194210247148,0.6550285035620326,0.1636202144838273,0.4829087559124824,0.4281066562924776,0.06461857617764157,0.20180011398719144,-0.013145766381071986,0.14311466051729133,0.5833979143943914,1.0,0.6913506191011026,0.693991717692424,-0.034112155307438725,0.6796105163126284,0.9574995002186829,0.787319290045797,0.043735378648819365
Def. Zone Starts,0.5480686850365044,0.6388629087443506,0.018717208752751794,0.27402054429773615,0.16341756720426293,0.33754945548054205,0.18064128700676205,-0.14175609148277246,0.2358249576210722,-0.10905951972211078,0.04327516924131245,0.2980100186418083,0.2473582397982588,0.07341373556672295,-0.012115293750402501,0.046996345545667256,0.2060912056066855,0.137604685976477,0.22693567702058934,0.27678596066343436,-0.02915683282073585,-0.03886004397309762,0.11177731060683356,0.3040693450264596,0.2229024517305951,0.20346353324254488,0.3325878305903901,0.4284805234726754,0.18718080203754894,0.13700289463967255,0.5155145868170934,0.6382070953566599,-0.04558165072692978,0.5152683424202806,0.6241213919938498,-0.02905588058601433,0.5157954861710516,0.6031944151359452,-0.010161504419448802,0.43237780099641865,0.4895093227909991,0.058505189529107327,0.4940930502792789,0.5813184175714842,0.014872101933356275,0.4930295714243766,0.5979910182075032,-0.0014956205612818214,0.48633064296247286,0.549470457060628,0.04990508652940349,0.41452507648468606,0.4367899199829661,0.07065280707780949,0.4819441989529998,0.6064266204726907,-0.037106186758649747,0.34499564760425855,0.39135667667585183,0.037610023158651085,0.43787554209250446,0.6091415898423859,-0.14629367270130264,0.3112126854941295,0.3739808252271035,-0.019731905626964842,0.07069001286657545,0.029182991884822655,0.07464621111716942,0.24386549264611118,0.6913506191011026,1.0,0.540481293962196,-0.5280678295070412,0.3454887206471569,0.6707844159399247,0.928975655142726,-0.43657064364598963
On The Fly Starts,0.6939006601584448,0.8925365201148291,0.04422693264142454,0.40822123081301553,0.2688022383190869,0.46711524776678726,0.27762588254151505,-0.3300171908604507,0.3755207518153602,-0.22862125402921493,-0.0038874306520537286,0.5220134169465004,0.4049028716580664,0.08140771103688225,-0.12008005649866861,0.06870922837966771,0.3178892703596484,0.17721585942471316,0.28650756470433086,0.34981567653481566,-0.04824376671376611,-0.020649382603728297,0.12038933349376768,0.5708843731952283,0.27719094016665974,0.14491255453758345,0.4894427053087121,0.5937679971478672,-0.08100639303568268,-0.08603249717464664,0.8040330886515242,0.8353257638446271,0.15956423511597342,0.8087127060362235,0.8376918726329579,0.15976971566761972,0.8042928265220926,0.8236913102735632,0.15936336744056007,0.6975070936577787,0.6929829185596091,0.17150412219834965,0.7742447822709149,0.8058861590996702,0.1594191860144357,0.7823891921971097,0.8157751446656212,0.16900040754733733,0.755052919128994,0.7795167312477289,0.1469321112969285,0.6559222014294749,0.6467637708974573,0.13413310819285004,0.7766132289351072,0.8059294510151276,0.1616119213972487,0.5732112812180101,0.576133395203984,0.11407269785091877,0.6736527071699722,0.6862265012657889,0.14243614163220644,0.5109068042915226,0.4177421674431037,0.08942868874064784,0.14982361518052015,-0.01751538122432329,0.10075700496433228,0.45747675621723843,0.693991717692424,0.540481293962196,1.0,-0.016622633243643662,0.6763577045727791,0.7859912489489845,0.7070898809152777,0.1348411757395441
Off. Zone Start %,0.07025169494099602,0.06346946687806018,0.43563749493455173,0.3754735787785692,0.38909077178797763,0.22961816868672816,0.46116141976588176,0.2962517071870793,0.3990523929078104,0.28663844211398565,0.4028101493774625,0.35839899697960503,0.39982666859405824,0.4355747108239051,0.3466300964796697,0.2800908885167893,0.26502485735039166,-0.1207663376582366,-0.10248421879801044,-0.06454072778517973,-0.17686317424151654,-0.02099557932266322,0.181496834144608,0.19737808327815087,0.30799312150723285,-0.30461985087229004,-0.13276939371041735,-0.24965024808336295,0.02964255173067233,0.07858220742439184,0.22982987808525443,-0.005874085369494492,0.42859871795153187,0.23717403051075475,0.02949569249124943,0.38822083062116697,0.2336695215109423,0.04803620839084147,0.3565527413737012,0.2912088651375507,0.07415364499596425,0.2858888345536111,0.2468682487854722,0.06318994231734806,0.3270570845256385,0.2544450227601353,0.03476998765568246,0.3753083533361898,0.2227157891878289,0.07101749077959563,0.23349664143028082,0.25310277577526036,0.09354366187237698,0.18088707378154525,0.26871991686705904,0.007389785893312177,0.4224188801056579,0.262920263198627,0.08246817933259652,0.19314197249330456,0.21519523860681217,-0.09359613940749813,0.535638294817924,0.22745229042896065,-0.05355510263690972,0.22998547917082313,0.23626997586295057,-0.0782405341334989,0.12173047372743025,0.6466843784743186,-0.034112155307438725,-0.5280678295070412,-0.016622633243643662,1.0,0.4835567461780373,-0.01867101997908002,-0.38406703076728654,0.932913578682364
Off. Zone Faceoffs,0.5647337205595482,0.8348771105748947,0.35901439136514396,0.6834120374063044,0.5454475326341222,0.6474283783084416,0.6132746392837074,-0.05488253538301185,0.6388049947865545,0.00544575603110681,0.2978197118907556,0.7393239288272517,0.6616605256835639,0.3998415193285764,0.15055761630977615,0.2676833514422108,0.5058312878982828,0.04129793204177335,0.1607688763280525,0.2558261796189334,-0.21326964044507693,-0.05214225854893745,0.2267619676109075,0.6356741453120502,0.5073072960860568,-0.1162600446759223,0.2606949744423115,0.35764064957377734,0.0645037130597413,0.0632564404294061,0.9038535766703412,0.7413038735289812,0.4614627984153196,0.9081810991601451,0.7632459046705178,0.43328621216564156,0.9020752324341674,0.7640016119088896,0.4095895411400326,0.8525845452725908,0.6671442874643467,0.3701473732947825,0.8905788586604881,0.7560116750874316,0.4041048309091463,0.9019126379205767,0.7402427276293829,0.4461513460617042,0.8553093013647326,0.7336385213236511,0.3315831885734346,0.7929034842165055,0.6324763789106337,0.2720636538161311,0.905927656378429,0.7125489578659611,0.4649201561116928,0.7123563546112098,0.5558197860722387,0.25516464673452316,0.7956781337899718,0.5909227759319942,0.4824203540881584,0.6265309751873664,0.3750240055043943,0.21553981129186692,0.30674391890419517,-0.06847551152837233,0.18218297719517826,0.8938673924583492,0.6796105163126284,0.3454887206471569,0.6763577045727791,0.4835567461780373,1.0,0.7619365649195908,0.5391177619606918,0.6147460662888126
Neu. Zone Faceoffs,0.6713708081391127,0.9170288167848041,0.16991265370357186,0.5284509444816888,0.3801615795301801,0.5592974415365396,0.4180979017842878,-0.1984326178692703,0.4840729326613711,-0.11903056420042964,0.14299267481111072,0.6091474197851425,0.5103747978998661,0.22415277454067395,0.025482393862390894,0.15249590576729435,0.4273648145092837,0.16264057909874233,0.2813150073480498,0.35627491133894007,-0.08942755497107795,-0.02333709804042354,0.19057236526560298,0.5778281009100961,0.39308149013081145,0.13734748244236833,0.43853739129177405,0.5291119976243042,0.033066353715750174,0.022054435875589126,0.865873783226809,0.8472847011093806,0.2424375143750544,0.8653796524696368,0.8510243779605025,0.2339015314465111,0.8586423730297867,0.8414119825777745,0.2224027967766334,0.7725732374668302,0.7185051897238268,0.24275756016992814,0.8466597192460448,0.8226328218752781,0.24958864924360324,0.8490261036545659,0.8229673735111326,0.26145911210353623,0.8305377244557088,0.7952166938186715,0.23455352693454523,0.7354442932751256,0.6649262860786127,0.20684997549133888,0.8348536636811799,0.8067376172260825,0.24356677826718487,0.6305702215421738,0.5829324154541877,0.17324871749646853,0.7400872189946842,0.7194037239649375,0.19742292009522874,0.5467013930915731,0.47204888831949665,0.08005045174572072,0.22147241639275309,-0.03296377928125736,0.14374696835197065,0.5801879589189334,0.9574995002186829,0.6707844159399247,0.7859912489489845,-0.01867101997908002,0.7619365649195908,1.0,0.8251251351827855,0.1062985381019438
Def. Zone Faceoffs,0.6196422156821674,0.819161861243311,0.0351069326862609,0.3742507176226439,0.2343942742676316,0.44522043516985327,0.2516884845794193,-0.22568709566743664,0.3274113369484801,-0.16566056715018435,0.03132378107016587,0.4348209511185657,0.3472912050091401,0.08898804615662624,-0.055153043221693246,0.07238065275334694,0.2935582474513342,0.1517080508339826,0.26419946865012617,0.33089187840941847,-0.06196942262101864,-0.04848531540110953,0.10903427384312372,0.46046250930779403,0.28834904809490947,0.18164520474976387,0.397872697624966,0.5520508161573449,0.11832892701050664,0.0782652536856015,0.697979744916758,0.8124547323174106,0.012130389106814396,0.6983248409500223,0.8032518115614401,0.02087719500379023,0.6964104653718215,0.7847344341696979,0.029226906933852284,0.5973625872617984,0.6472884565680114,0.10114793363344346,0.6733618342373869,0.7571401282768755,0.06242883344815057,0.6734405213195287,0.7722203158619667,0.05193082271686482,0.663852671814955,0.7232791959378355,0.0865378353848273,0.5733273766508639,0.5938502435293544,0.09566722773897644,0.658608274086228,0.7733288289591818,0.021207032983914437,0.4764347223045495,0.5118003680701052,0.07667155833096118,0.5928759643684631,0.7390832892931208,-0.06823195649863706,0.43031814415414826,0.46218926993708687,0.011026644147254124,0.12175875781692025,0.011290681781498252,0.1002839369875577,0.3591029177704245,0.787319290045797,0.928975655142726,0.7070898809152777,-0.38406703076728654,0.5391177619606918,0.8251251351827855,1.0,-0.27976385931009734
Off. Zone Faceoff %,0.06507489871990922,0.20583477969768124,0.3407904426843157,0.3992426965718195,0.3708336707737112,0.3046305676037569,0.4265612661206543,0.10866340918649567,0.3877762136959948,0.14368038114108697,0.2755675330309426,0.4069995995898035,0.39686265026760337,0.3341573277640185,0.1898840534511618,0.2127208811069939,0.2769240534055029,-0.11763109615788327,-0.07460814813503154,-0.01895006360629277,-0.21190968861963283,-0.04702914007682786,0.12012193759535747,0.29730476475713424,0.28574795652605967,-0.3237517632666692,-0.060755144907128966,-0.07094805020186012,-0.04164168602075842,-0.003812142248579412,0.37559004292846454,0.11911113766590375,0.5019893037565327,0.38024336846299106,0.15079423872730816,0.46026715606991814,0.374961036685549,0.16500009325756018,0.4288872082317383,0.40398545351835047,0.18729991461531664,0.31267430315301786,0.3809745180543565,0.1831062656286085,0.38680248290759883,0.3920482038527622,0.15656744305466877,0.4405133892827337,0.34602983999205805,0.18609627770236023,0.2774891645111791,0.35413560185444404,0.19361357788527386,0.19856324025251387,0.41201309675998055,0.12864834255752275,0.49383192381291696,0.3628649903829322,0.1801111099235082,0.21445288339722213,0.35085325657771915,0.018879131088154585,0.6091810072105825,0.31038962657318153,0.022929149141584913,0.23847642656183618,0.2465025837255535,-0.11603223029688635,0.1025697289403855,0.6557723011136429,0.043735378648819365,-0.43657064364598963,0.1348411757395441,0.932913578682364,0.6147460662888126,0.1062985381019438,-0.27976385931009734,1.0
