,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
Faceoffs Won,0.23479095452303556,0.0033188032836332527,0.32327392320740644,0.2544040577219332,0.27956867576626493,0.13310454693190377,0.3271076368357491,0.37505027143923864,0.19268577477974574,0.31401306674300267,0.3964614333193322,0.07331653806706437,0.18205245923126262,0.3584783925789906,0.43132912771478205,0.19634372447135445,0.1285201998643764,-0.04437529308551697,-0.03139881757143099,-0.013099859451017874,-0.07106794494572027,-0.022122883272882955,0.21051579801166387,-0.0012716645677945029,0.311210685409044,-0.038341780476140286,-0.11910660031747261,-0.21686285911201578,1.0,0.9725526339215123,0.03332163514816819,0.0004702210229232753,0.05677481141994957,0.03541460670962139,0.0013542517884827816,0.058848944200427175,0.0359286948440323,0.0017035509780653968,0.05921226361875991,0.06062959797094095,0.010754364557083526,0.056371468611365695,0.0460391871846995,0.006095245952717189,0.06459363867745316,0.04433006828278201,0.0027353294111272294,0.06598135238388501,0.04549812646576975,0.0016102015374413784,0.06609650880906967,0.05967742757189945,0.003864926612828762,0.05685784642064717,0.0420812077403616,0.0034182262616004695,0.056093879318850626,0.0446494771930552,0.013436994960539864,0.021540412789851852,0.0356030638085465,0.011898699716034298,0.039707804670568475,0.04599044067565576,0.013668856946235335,0.023056522404340665,0.060908741077456585,-0.016069150465941998,0.03430271177062883,0.20540046536348613,0.08989762401093723,0.18718080203754894,-0.08100639303568268,0.02964255173067233,0.0645037130597413,0.033066353715750174,0.11832892701050664,-0.04164168602075842
Faceoffs Lost,0.23840042382424487,-0.0003194277525606477,0.346289152358128,0.26605291598241276,0.30048619722033076,0.12775433066322872,0.346365122191511,0.4007411478103629,0.201067914542411,0.3417595193792708,0.41086137218895025,0.07755815775961099,0.1882888991994237,0.3748209712909093,0.44393981155395573,0.21979243574539908,0.13069109570795667,-0.044756343895139786,-0.029644583771719923,-0.009723628086564766,-0.07476562617007596,-0.02436962862024675,0.2383289398895837,-0.0008767680087183661,0.3264636359638505,-0.06086430960128056,-0.1190533594069297,-0.23537840301891128,0.9725526339215123,1.0,0.024052699737569943,0.002607438186331915,0.03825245573032478,0.026125993061123513,0.005238462251312919,0.037977326923969185,0.027363623509708127,0.006788421319975493,0.038182682606124396,0.06283380264153592,0.022480362902169367,0.04838935672942914,0.035175539589659605,0.012139745871649447,0.04066366725086743,0.03583628221529586,0.00777952833215159,0.04693105119048951,0.03171090681082329,0.010337639397496327,0.03667757648859612,0.05614978839971562,0.011681837429755388,0.04876071195384651,0.037603896032765975,0.005614074468816587,0.04752583515033131,0.0541924190141475,0.02503075485739767,0.02021252199995559,0.024069188616850225,0.009367651502919277,0.024365675184474574,0.048506327697681303,0.025663638916999142,0.016960648460762534,0.07960562357601743,-0.02911964423812439,0.039010931315140863,0.21639997805784186,0.08028912592485044,0.13700289463967255,-0.08603249717464664,0.07858220742439184,0.0632564404294061,0.022054435875589126,0.0782652536856015,-0.003812142248579412
CF,0.6747665049029596,0.9304173709826696,0.29557672255998213,0.6580789049199766,0.5083637937753597,0.64721004651967,0.5644196877846295,-0.13337099452637863,0.6413707931846583,-0.07659247093956756,0.26829841060591514,0.7821450692379833,0.6771688605736105,0.36742545106097296,0.11615769285209268,0.26168657560742437,0.5826180714015851,0.11320219992801431,0.24185264177363228,0.33454491878568154,-0.16600414526293875,-0.03714967408857749,0.23520386168918994,0.6529813373102596,0.49485626060074317,-0.0054092984158068845,0.39762624380729206,0.4634152441020005,0.03332163514816819,0.024052699737569943,1.0,0.8271566671491917,0.503136133310285,0.9931501740708774,0.8320693400902671,0.48254198459815145,0.9768958855248056,0.8189814283573105,0.4618389006448175,0.8809934070876134,0.6987885211495818,0.3844250942078797,0.9733790044933529,0.813303212170787,0.46349263545678104,0.9733850919741973,0.7985631582431837,0.4907021107620352,0.9406670046872952,0.7803131206942148,0.40370326996977357,0.8246761831684554,0.6519889482968101,0.2952780827083302,0.9652856829788837,0.776624196118573,0.4823150386208769,0.721807715529546,0.5781220442416296,0.26239410085830905,0.9003446727009132,0.7217185257430442,0.46739517149229,0.6596834389033047,0.4270284043013965,0.19969323755647198,0.24672969799543076,-0.03820540533010188,0.15888211865431082,0.73926485232345,0.7835585985985719,0.5155145868170934,0.8040330886515242,0.22982987808525443,0.9038535766703412,0.865873783226809,0.697979744916758,0.37559004292846454
CA,0.6591903235421726,0.9396343409272043,0.1365293592690403,0.49629562397130916,0.3582499662388966,0.5235440616903702,0.3806492866308765,-0.22697928098164366,0.43871983318534563,-0.13752366918260467,0.08399917875155163,0.5825273442769208,0.4663587793883659,0.17121279557597047,-0.042417475210556506,0.14014876365586204,0.40359390760626246,0.13330873413218916,0.24895735075539624,0.3248888435316121,-0.10758784463778834,-0.031540146015736084,0.15495932962766398,0.6086734528091079,0.3629101022461005,0.06389347999491604,0.36278017420092895,0.6261751100545401,0.0004702210229232753,0.002607438186331915,0.8271566671491917,1.0,-0.045067025132931655,0.8186870318006595,0.9878933280112826,-0.04899001827223757,0.8106022511633114,0.9661854883003967,-0.04736522949120765,0.736886859740866,0.8337167374648694,0.08269524989590903,0.7964988270537506,0.9620948198818546,-0.02203342364343105,0.799834549271814,0.9708394616072549,-0.0171645640919892,0.7690934465195242,0.926436071481801,-0.020620083019544412,0.6728388151284408,0.7658089262659177,0.04744262160289957,0.795906820112484,0.9600160648752718,-0.010074703522719221,0.6341155350948418,0.6727248197323407,0.1021069668515314,0.7409101851863951,0.8769410887024497,-0.03286473208509906,0.5408950070089992,0.5686716813478049,0.011969806008642144,0.2258665585174855,-0.05556932241842763,0.13083170003990904,0.557963130726928,0.7696889562630568,0.6382070953566599,0.8353257638446271,-0.005874085369494492,0.7413038735289812,0.8472847011093806,0.8124547323174106,0.11911113766590375
CF%,0.2045424446817575,0.22208473558633798,0.3111665417196107,0.39638604618342776,0.34394626721453625,0.3366231962805727,0.4093432074750891,0.1055116535994266,0.4622259561398298,0.0755006390313326,0.3505367195348683,0.48413229416551884,0.48118437599057673,0.3882031386771491,0.27736326653232674,0.25059535561517676,0.4000591204497058,-0.015326365977789894,0.041084256631722875,0.09411536179236732,-0.14524572601725627,-0.03050698480079681,0.16853556009763013,0.22035779654292537,0.3154764347375882,-0.11648431856647783,0.16924062293952016,-0.12261520878075301,0.05677481141994957,0.03825245573032478,0.503136133310285,-0.045067025132931655,1.0,0.5058730086975148,-0.019292934686497516,0.9723840649730621,0.4910273234800219,-0.009852213654665182,0.9334172634190304,0.4287913679422619,-0.021473323137064758,0.5794601252756493,0.5014402729190361,-0.014807996805602493,0.89370015102123,0.4975473545933676,-0.04870261993575881,0.930580406441215,0.48365422684008225,-0.018450201058779928,0.7768625909880572,0.4193790813535169,-0.0021928806061449657,0.4589127300629757,0.4914052128812435,-0.06815195399256294,0.9032621351078551,0.31729145199711745,0.0066664748785365815,0.3366344266317101,0.45335593978432925,-0.04855457711981474,0.9154808889870162,0.33605733419797157,-0.09857436877147638,0.35253427989156555,0.09729581763724247,0.013073224983518554,0.0825644294867848,0.45550979505916145,0.2173093626711023,-0.04558165072692978,0.15956423511597342,0.42859871795153187,0.4614627984153196,0.2424375143750544,0.012130389106814396,0.5019893037565327
FF,0.675848538268068,0.9323932484229972,0.3051802409115733,0.6690818196887546,0.5196758960019523,0.654065500114288,0.5762857056230135,-0.13069998379138578,0.6556960891518266,-0.07562436358826756,0.2756559096039845,0.7784707296617199,0.6860752563788733,0.37431082204116684,0.12247941444738562,0.2621662095930433,0.5544223708805153,0.11132322124574043,0.24091473042854628,0.33383456886964175,-0.16539045467860425,-0.04244605024982718,0.23743626209193397,0.6654311850593857,0.49889125432880554,-0.00089580160038104,0.40711029161318585,0.4439588310869367,0.03541460670962139,0.026125993061123513,0.9931501740708774,0.8186870318006595,0.5058730086975148,1.0,0.8319570203156611,0.4960136147093069,0.9912288636050901,0.8266043471334072,0.47569669882672705,0.8942580768598315,0.7006241109790182,0.39848247220286637,0.9796168802569204,0.8136171495929937,0.4749158568392062,0.9795440043500231,0.8035244082946641,0.49454136714987307,0.9476217889878494,0.7841988054057673,0.41090302455707167,0.8413215114313061,0.6589157316473796,0.3080745738633902,0.970684036518091,0.7821355438298457,0.483300740219566,0.7312947828353689,0.574833938344427,0.27165729092296664,0.8659270431714121,0.68296122409723,0.47090578057404087,0.6599951987600833,0.4223353542248268,0.20525072742694517,0.25143804272604825,-0.030692661654398833,0.1677150363368998,0.7471926314778695,0.7843797348817789,0.5152683424202806,0.8087127060362235,0.23717403051075475,0.9081810991601451,0.8653796524696368,0.6983248409500223,0.38024336846299106
FA,0.6603822427457665,0.9459896241999025,0.1578057097893869,0.52246168225767,0.38398637069245106,0.5414897008199528,0.4080540625736996,-0.21454630921997825,0.4609602117673441,-0.12714304174531632,0.10025685850286319,0.5920653209019214,0.48333588707110847,0.19189305870652218,-0.028837277999523396,0.14236223187887448,0.3846847706243867,0.130998266649002,0.25000969882900953,0.3291894848342625,-0.11725690998794655,-0.033503989718281425,0.16450147849230695,0.63191952204267,0.3791462737803665,0.04947375033244925,0.35631765390032605,0.5765450312533658,0.0013542517884827816,0.005238462251312919,0.8320693400902671,0.9878933280112826,-0.019292934686497516,0.8319570203156611,1.0,-0.04474275964957029,0.8306819829737037,0.9901104461766175,-0.04908052668790063,0.7600677456547753,0.8507928588181652,0.09127438799424967,0.8119651029784053,0.9774354693695025,-0.019197963139772966,0.8202121779575271,0.9791218516588072,0.0029705899652077653,0.7856342528545053,0.947594330096648,-0.023781517516550926,0.6969785885057037,0.7929677244255912,0.04818056673738655,0.8183441089260645,0.9587505461748385,0.024299971619507494,0.6512473907935241,0.6758390921616069,0.11218338200109916,0.7107588769412061,0.8239123983835634,-0.005441219212432562,0.5550795733270337,0.5681758889967978,0.02399880045403063,0.2394294005527082,-0.05062629828822419,0.1445146173876344,0.5883167068985735,0.776914277494496,0.6241213919938498,0.8376918726329579,0.02949569249124943,0.7632459046705178,0.8510243779605025,0.8032518115614401,0.15079423872730816
FF%,0.2031614853645727,0.21184954792791968,0.29723198809650797,0.3768889816970491,0.32557909121028733,0.32210958341507717,0.38992312837952503,0.09444692395425426,0.45459120127783753,0.06321171075258555,0.3407292103352024,0.46497643695549845,0.47217654252817887,0.3712643701049316,0.27017761774339444,0.2492123849695732,0.38476386365962556,-0.013293975154607137,0.037842795016975087,0.08495822542189368,-0.1262330947223842,-0.03288533311800849,0.15946074611444164,0.20179682751961434,0.2976711986211545,-0.08479396994267904,0.19274525143246823,-0.08939736786176565,0.058848944200427175,0.037977326923969185,0.48254198459815145,-0.04899001827223757,0.9723840649730621,0.4960136147093069,-0.04474275964957029,1.0,0.48308863606733193,-0.03938659038027644,0.9702879366295566,0.4155867179922811,-0.04983677582053989,0.598175403170228,0.4877223568036517,-0.04369307036790662,0.9192737384649226,0.4761280011171464,-0.06013261154580335,0.9146002548640064,0.470413266890159,-0.04884256425708914,0.8034932317165735,0.41047893393072943,-0.03539441308812733,0.48681318340285307,0.4648889794521039,-0.06555428092852185,0.8585196482999696,0.30698568089222367,-0.00932478986583092,0.3417385099998432,0.4391657450923271,-0.043314800858571915,0.8857376282417294,0.31467097070772176,-0.11133018167721084,0.3471554312764874,0.08635168472701515,0.020049187989346937,0.0792908501532428,0.42259040314202784,0.20709244325653423,-0.02905588058601433,0.15976971566761972,0.38822083062116697,0.43328621216564156,0.2339015314465111,0.02087719500379023,0.46026715606991814
SF,0.6657352965103389,0.9262466952921429,0.30796531823158363,0.6710080647902624,0.5227690812813787,0.6536964905599795,0.5789382350929044,-0.13159675826438763,0.6640064022909464,-0.07857504924496264,0.27377678644044,0.7659280557828998,0.6802903199659895,0.3725696983863769,0.12156518694332501,0.2574096543473171,0.5213299780450813,0.10451980049410525,0.2335506117846545,0.32656545497919637,-0.16835606943838766,-0.04638442992617019,0.23535256843736274,0.6726141495776037,0.49713178779538886,-0.001024579156582628,0.4133070758226381,0.42966143436305054,0.0359286948440323,0.027363623509708127,0.9768958855248056,0.8106022511633114,0.4910273234800219,0.9912288636050901,0.8306819829737037,0.48308863606733193,1.0,0.8335746946704087,0.47946033617945066,0.8986353539856373,0.6998481805559659,0.403699372196148,0.9724335092470867,0.811220571818584,0.466932366169936,0.9758738750923369,0.8075850153965128,0.48247530021990287,0.9422415370931984,0.7869447059306307,0.4002854417604119,0.8468992658204417,0.6624725085448576,0.31109337668240655,0.9683412109867191,0.7869562730050649,0.4721839143756573,0.7361330492882693,0.5647088921435582,0.2819278398537831,0.8209140547109544,0.6437242083455298,0.4562735476500722,0.6560533034226745,0.42589417401850016,0.20092491881321098,0.246636981582507,-0.019297774249529224,0.17222235038226533,0.7431567887469736,0.7777871187427066,0.5157954861710516,0.8042928265220926,0.2336695215109423,0.9020752324341674,0.8586423730297867,0.6964104653718215,0.374961036685549
SA,0.6466278665626936,0.9348943090189971,0.1674559250819282,0.5281257331320867,0.39185574911164067,0.5421334429147783,0.41661492598881006,-0.20483629301211595,0.4719680906542197,-0.12318999739239928,0.10869738017579297,0.5887679614567386,0.4879953730080048,0.2021470102232459,-0.019672924321635886,0.14107567320048048,0.3599069417106881,0.12823485631187345,0.24677209012122034,0.32564507469475923,-0.11731039053687294,-0.03544499033356422,0.17282302132859734,0.6425625053339388,0.3842010370788536,0.047242019790605744,0.35456349898155015,0.5442551098355071,0.0017035509780653968,0.006788421319975493,0.8189814283573105,0.9661854883003967,-0.009852213654665182,0.8266043471334072,0.9901104461766175,-0.03938659038027644,0.8335746946704087,1.0,-0.060103345028493425,0.7600031709418268,0.8565742022792392,0.08329622114950717,0.8077559071393304,0.9707297004686215,-0.017499790498864066,0.8196700712118428,0.9733652271121149,0.008375601555161323,0.7842200294853673,0.9464144335356611,-0.025308877867886142,0.7041568772437234,0.8025594717023546,0.04647607578064385,0.8184362204746348,0.9499809967693646,0.03407667171827505,0.6433498523239436,0.6760391353962905,0.10250009486205809,0.6664069036164387,0.7650470073573598,0.00707765052483171,0.5496437352351938,0.5678645453411861,0.020629970700796346,0.23362900322085473,-0.04698556904874134,0.14269587913424553,0.5946686490692383,0.767486936593083,0.6031944151359452,0.8236913102735632,0.04803620839084147,0.7640016119088896,0.8414119825777745,0.7847344341696979,0.16500009325756018
SF%,0.19597109458898204,0.2026080320946449,0.2863187339153801,0.3644184576266779,0.3143468910001523,0.3120994307275873,0.3764593789018262,0.08274975799142464,0.4452335619768656,0.05521020452296495,0.3238221325459015,0.4411762269449903,0.44863769251191093,0.3508883638475191,0.2558752422091273,0.2411209760114099,0.36480191413723084,-0.025801451705505525,0.024099424855822067,0.0714341167633553,-0.13227589479177265,-0.039211828642524385,0.14010951250321194,0.18713797092804013,0.28143679602233274,-0.08692302363309334,0.19732521293025468,-0.07607661823692995,0.05921226361875991,0.038182682606124396,0.4618389006448175,-0.04736522949120765,0.9334172634190304,0.47569669882672705,-0.04908052668790063,0.9702879366295566,0.47946033617945066,-0.060103345028493425,1.0,0.4107640791731103,-0.07464984397489667,0.6220864404931735,0.4688260723487344,-0.0534726294741347,0.9031297132355911,0.457235148955939,-0.06167688713063138,0.8863139284286384,0.451178546828594,-0.05741298015913678,0.7881320706388453,0.39763068044473143,-0.057005463120075796,0.49536692349226163,0.44684426725675086,-0.062018673417822794,0.8252025088543898,0.31626480220799036,-0.039153751451875926,0.37726838172762667,0.4199870958391061,-0.03697019131070592,0.8425280457434537,0.3082956235295145,-0.11515333393241549,0.34756919621221416,0.08451074717191108,0.035899177246533305,0.08928036247421531,0.3975595541917699,0.1967272851135918,-0.010161504419448802,0.15936336744056007,0.3565527413737012,0.4095895411400326,0.2224027967766334,0.029226906933852284,0.4288872082317383
GF,0.5772592722023524,0.8332731093431114,0.441814199184134,0.7885512277968468,0.6441302795940366,0.7262064753689252,0.7219885319590005,-0.06276774393927079,0.6369750915823118,0.11051616115596472,0.31572608714444517,0.7217967714468091,0.6538181754519498,0.41651164300774407,0.1762920430084164,0.2767876465092023,0.4808771300345928,0.06033681007715758,0.18137394148655078,0.2727771460179225,-0.18710618923139258,-0.05910079401286038,0.26233950599782296,0.6444403384794423,0.5142739266533742,-0.07029622617228568,0.3286020322318582,0.34972754146430124,0.06062959797094095,0.06283380264153592,0.8809934070876134,0.736886859740866,0.4287913679422619,0.8942580768598315,0.7600677456547753,0.4155867179922811,0.8986353539856373,0.7600031709418268,0.4107640791731103,1.0,0.6552593423350624,0.5668142914994124,0.9005600463153401,0.7469782821625216,0.4341665241034708,0.9110919683143734,0.7420910259520721,0.4581441646772467,0.8745126904460154,0.7216087954910522,0.37569171730885836,0.9216798999261687,0.6159028805971755,0.43205333587059747,0.9077226922858217,0.7242165952038004,0.45089982797753375,0.8588307528568077,0.5425090605366896,0.4136920803119566,0.7356448278397493,0.5872670054580756,0.3844454093461183,0.7124541328788645,0.38467689802931754,0.26503855585108227,0.6239563555341828,-0.048152443674471246,0.4363425389367873,0.7468142736237234,0.7004706069104389,0.43237780099641865,0.6975070936577787,0.2912088651375507,0.8525845452725908,0.7725732374668302,0.5973625872617984,0.40398545351835047
GA,0.5271899852810844,0.7935980788076646,0.17696126907342244,0.47053624093069785,0.3588883678214493,0.4692503491568866,0.385653352430486,-0.15615960003256718,0.415960735222765,-0.08320180890373649,0.1129548968325514,0.5194377182590482,0.43313413096554604,0.19704567808228354,-0.0009843892099370946,0.159718172475824,0.3270917414164637,0.07698680665497815,0.18208902835486013,0.25686631319543757,-0.135411074593177,-0.045824344197417516,0.14947494313251683,0.5635909066275863,0.36170627373583225,-0.017453406455555955,0.2517921371977716,0.45348536913279613,0.010754364557083526,0.022480362902169367,0.6987885211495818,0.8337167374648694,-0.021473323137064758,0.7006241109790182,0.8507928588181652,-0.04983677582053989,0.6998481805559659,0.8565742022792392,-0.07464984397489667,0.6552593423350624,1.0,-0.19664865442999008,0.6814788718738132,0.8583833166218334,-0.0698426846260258,0.6912415183181919,0.8564524353669893,-0.04099676449578606,0.6521606177877003,0.8334764578641738,-0.08104682578448492,0.5909165016298196,0.9139949914493193,-0.18638634659474118,0.6966974470723565,0.8353506701837152,-0.003123013125406472,0.5806043930431288,0.8274177815708927,-0.08116538874438466,0.5952551479957015,0.6656151098600535,0.03237665903029223,0.47142933703149403,0.6590731128900645,-0.09968047072381553,0.23167305991349849,-0.5347034300901435,-0.20648581782769335,0.5218332702665678,0.6497750541451599,0.4895093227909991,0.6929829185596091,0.07415364499596425,0.6671442874643467,0.7185051897238268,0.6472884565680114,0.18729991461531664
GF%,0.19205674445921214,0.23793184145974325,0.36446734967132466,0.48251869598523267,0.423168995883509,0.40344544110872865,0.4908325338538448,0.07083704355116298,0.36328985895730653,0.24153265985438427,0.27727146701851446,0.35988161852009315,0.36515828585534726,0.3111154441027506,0.22302447704703357,0.18296002203068773,0.26767445480352664,-0.009022005167875869,0.04445832247166982,0.08932773934706201,-0.11177227568469572,-0.041939435093721944,0.16233503052949189,0.21460340900653568,0.25743677821355765,-0.06876203361463146,0.17216447321333997,-0.012168574095649191,0.056371468611365695,0.04838935672942914,0.3844250942078797,0.08269524989590903,0.5794601252756493,0.39848247220286637,0.09127438799424967,0.598175403170228,0.403699372196148,0.08329622114950717,0.6220864404931735,0.5668142914994124,-0.19664865442999008,1.0,0.42356452764839686,0.06711396210705231,0.6474592752042698,0.4232695255866992,0.06649357527187018,0.6359433756890152,0.41897925703310895,0.06068027841346759,0.5787884449610654,0.5312354410413513,-0.16105649657341067,0.7953681605044397,0.412719467125059,0.0677298026995587,0.5810434378888307,0.47369256616947825,-0.16126591220887615,0.6779899417501674,0.31032204609162384,0.06744249575596346,0.46383943341191697,0.40214778220236413,-0.18249885642614236,0.4717531761052496,0.5950546939888215,0.5310834403512271,0.8274851319319552,0.38809500736835245,0.22700914286817528,0.058505189529107327,0.17150412219834965,0.2858888345536111,0.3701473732947825,0.24275756016992814,0.10114793363344346,0.31267430315301786
xGF,0.6538319780548415,0.9044064965777627,0.3347029430190998,0.6852132533961804,0.5385756916231331,0.660851859589267,0.6017296135384972,-0.10891167208707893,0.6581149715256488,-0.04546470124068267,0.321431436356302,0.7714649022213868,0.6856025842766826,0.4110435369489099,0.17573794991486025,0.2721537508189424,0.589161226386902,0.10240930667252053,0.22930014369284588,0.32134019941201636,-0.16872342342587185,-0.04272024498196143,0.2451174788135605,0.6713921290965645,0.5165481798087729,-0.009284171998233157,0.3953032772798491,0.40875851915535333,0.0460391871846995,0.035175539589659605,0.9733790044933529,0.7964988270537506,0.5014402729190361,0.9796168802569204,0.8119651029784053,0.4877223568036517,0.9724335092470867,0.8077559071393304,0.4688260723487344,0.9005600463153401,0.6814788718738132,0.42356452764839686,1.0,0.8053407168936799,0.513722208376904,0.9873614747745215,0.791956396211249,0.5173125701587694,0.9808605544485604,0.7783957000896878,0.45961585867362587,0.86605651760243,0.6401543918551588,0.34858743340116605,0.9602709523937912,0.7669613893245899,0.48317198435980735,0.7254679246189778,0.5611810985601537,0.278371924912735,0.8263666264742054,0.6515034579085616,0.44645821923091555,0.632801764524207,0.4091136758674638,0.1926606915722489,0.2938853564474928,-0.02341971518702602,0.20498522306018765,0.7445508811952986,0.7739071034441114,0.4940930502792789,0.7742447822709149,0.2468682487854722,0.8905788586604881,0.8466597192460448,0.6733618342373869,0.3809745180543565
xGA,0.6307938357564382,0.9178969130799366,0.17215660412768224,0.5249737735919635,0.3934560191561642,0.5333435926377834,0.4170987140980056,-0.1932993636717647,0.4631260939137108,-0.10981325330684863,0.11885674883198653,0.5889677715594133,0.48470080859916037,0.20718601837071832,-0.011843014764918608,0.14609415201191917,0.39703328863246745,0.12772438053215218,0.2450059752970387,0.3248041322912217,-0.1255685063558988,-0.02381756452021201,0.16713489674512133,0.6438660013471275,0.3941652643472071,0.026641083508191197,0.32037996102227156,0.5360376120436373,0.006095245952717189,0.012139745871649447,0.813303212170787,0.9620948198818546,-0.014807996805602493,0.8136171495929937,0.9774354693695025,-0.04369307036790662,0.811220571818584,0.9707297004686215,-0.0534726294741347,0.7469782821625216,0.8583833166218334,0.06711396210705231,0.8053407168936799,1.0,-0.06463246613228472,0.8072032740209453,0.9832515506732088,-0.02654570357276795,0.7777177212980024,0.9803926998959137,-0.0810759833738589,0.6812982737719773,0.8145542474922044,0.009889601683310606,0.8021510427979945,0.9422479182121826,0.01909078778887207,0.6452232597643631,0.6731513581417206,0.11032347155657125,0.68606649354969,0.7701509598313035,0.03136969777644113,0.5463181383795858,0.5519627239055237,0.02903603275394519,0.24402873848768317,-0.09356719049814725,0.11744414810162472,0.5905126313785304,0.7520130122669672,0.5813184175714842,0.8058861590996702,0.06318994231734806,0.7560116750874316,0.8226328218752781,0.7571401282768755,0.1831062656286085
xGF%,0.21024951140102452,0.21433954011748904,0.30874591071779184,0.3869941254314469,0.33206760485027614,0.3339058814914892,0.40222474958582455,0.09150412920726007,0.4356596883226681,0.08674603427883813,0.36637345454619147,0.43908984453065614,0.44835890231067177,0.38679300121019144,0.31199939542494287,0.2464133693423793,0.4069366998314387,-0.018680639625326262,0.029835715638530155,0.07311741449771937,-0.11293416643840984,-0.046235641772244686,0.1611851828975395,0.19030663017061056,0.2916258858594917,-0.05873601837756042,0.21570661691007156,-0.06882924130308399,0.06459363867745316,0.04066366725086743,0.46349263545678104,-0.02203342364343105,0.89370015102123,0.4749158568392062,-0.019197963139772966,0.9192737384649226,0.466932366169936,-0.017499790498864066,0.9031297132355911,0.4341665241034708,-0.0698426846260258,0.6474592752042698,0.513722208376904,-0.06463246613228472,1.0,0.49186825178148663,-0.0591784914960016,0.9415672417415083,0.5175198615158368,-0.08103702619315346,0.9250735087795356,0.45708115967771196,-0.07710158677856857,0.5871810215972133,0.4579396606198294,-0.040994522919324684,0.81215063918031,0.3057442550390394,-0.011665386829458044,0.3435036978394323,0.3976628208964616,0.004908474642864138,0.7275495440580864,0.27738907849046335,-0.0903259929574609,0.2998147350401941,0.15770218575348585,0.09736123328167104,0.18827200222553134,0.39861409259470665,0.2302584688444079,0.014872101933356275,0.1594191860144357,0.3270570845256385,0.4041048309091463,0.24958864924360324,0.06242883344815057,0.38680248290759883
SCF,0.6518474415805064,0.9120194811539281,0.3415865724693431,0.6962668276976274,0.547696291469014,0.6709025489941591,0.612209931993018,-0.10748731267193476,0.6588605641356777,-0.037642094008724966,0.31009470495949304,0.7718818964531229,0.6844291598831349,0.4172218395744102,0.16680476034444744,0.2709349660659997,0.5542789643086049,0.09486334698362872,0.22405462065468895,0.31779610093245453,-0.17353072773449285,-0.05337887541555244,0.24979090681574287,0.6789265668966895,0.5243377182011358,-0.014830448238097626,0.40299733789960446,0.4010315646910184,0.04433006828278201,0.03583628221529586,0.9733850919741973,0.799834549271814,0.4975473545933676,0.9795440043500231,0.8202121779575271,0.4761280011171464,0.9758738750923369,0.8196700712118428,0.457235148955939,0.9110919683143734,0.6912415183181919,0.4232695255866992,0.9873614747745215,0.8072032740209453,0.49186825178148663,1.0,0.7995276117713186,0.5278329907470062,0.9733464527475278,0.7819509931115665,0.44504658236552075,0.8642112898199987,0.6514066969813116,0.33646561919110146,0.986757158063315,0.7770660285522639,0.5107589307130066,0.7496433517143624,0.5667434550759736,0.2918518521001848,0.8094636890197814,0.6415251126258185,0.43394165226498443,0.6432471403946899,0.41379131531887325,0.19492423665710445,0.3064713066334936,-0.024289912308485276,0.2137561619886701,0.7550067738967615,0.7740828799119509,0.4930295714243766,0.7823891921971097,0.2544450227601353,0.9019126379205767,0.8490261036545659,0.6734405213195287,0.3920482038527622
SCA,0.6327709376995757,0.9212030615669141,0.16386184997959424,0.5139932059198152,0.38165106868677495,0.5272294232070327,0.40592860953876914,-0.2033209417767676,0.4565847346199092,-0.11477332782952628,0.1067818770493146,0.5748540614653942,0.4739896767313835,0.19707962713461774,-0.020915782714817435,0.14217781981579394,0.36262439273527186,0.12798986880662566,0.24489152732054875,0.32292554918711575,-0.11695107639083706,-0.03144372729933182,0.16347987865768082,0.6416886705279613,0.38517114732568397,0.047655665479009235,0.3445485828827564,0.5553175385197355,0.0027353294111272294,0.00777952833215159,0.7985631582431837,0.9708394616072549,-0.04870261993575881,0.8035244082946641,0.9791218516588072,-0.06013261154580335,0.8075850153965128,0.9733652271121149,-0.06167688713063138,0.7420910259520721,0.8564524353669893,0.06649357527187018,0.791956396211249,0.9832515506732088,-0.0591784914960016,0.7995276117713186,1.0,-0.058621342463767295,0.7660847506738732,0.9640502254645644,-0.07425704597813956,0.6777213822306016,0.800148562882107,0.023227855140343333,0.7975205998335949,0.9818694569494012,-0.03634183700967129,0.6440628675941524,0.6865656715804771,0.10044676529611944,0.6591971890188806,0.764532660901166,0.0006706586922081584,0.5332425362263539,0.5571715843776623,0.01602059814582323,0.24267259955209208,-0.08638886187136458,0.12150378311446129,0.5692193127109356,0.750543169107359,0.5979910182075032,0.8157751446656212,0.03476998765568246,0.7402427276293829,0.8229673735111326,0.7722203158619667,0.15656744305466877
