Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2023-2024,Trevor Lewis,L.A,C,82,792.15,7,6,5,1,13,54.17,116,6.03,10.39,195,160,86,46,7,19,16,8,8,0,0,7,13,14,74,99,41,96,114,45.71
2023-2024,Kevin Shattenkirk,BOS,D,61,838.3666667,4,9,6,3,13,35.14,61,6.56,2.08,146,84,39,5,4,17,18,9,9,0,0,3,18,10,57,93,81,0,0,-
2023-2024,Brendan Smith,N.J,D,63,820.1166667,5,8,2,6,13,32.5,54,9.26,2.98,127,87,31,6,6,9,50,22,20,2,0,13,25,11,81,82,72,0,0,-
2023-2024,Alec Martinez,VGK,D,55,915.9333333,4,9,5,4,13,30.23,60,6.67,1.97,161,94,40,3,0,11,4,2,2,0,0,4,21,7,26,81,141,0,0,-
2023-2024,Jakob Silfverberg,ANA,R,81,778.8833333,5,8,4,4,13,72.22,90,5.56,6.72,169,130,71,27,4,10,22,11,11,0,0,13,20,16,13,55,30,15,23,39.47
2023-2024,Evgeny Kuznetsov,"CAR, WSH",C,63,818.7666667,5,8,6,2,13,59.09,63,7.94,6.67,137,98,67,25,5,9,22,11,11,0,0,7,28,22,22,15,17,256,324,44.14
2023-2024,Jamie Oleksiak,SEA,D,82,1314.7,2,11,4,7,13,25.49,104,1.92,5.26,204,140,63,21,5,13,33,15,14,1,0,6,21,31,79,57,115,0,0,-
2023-2024,Adam Pelech,NYI,D,58,976.8166667,0,13,8,5,13,32.5,65,0,2.6,177,111,39,9,1,12,25,11,10,1,0,11,26,11,54,70,71,0,0,-
2023-2024,Ryan Graves,PIT,D,70,1113.666667,3,10,3,7,13,34.21,75,4,3.1,187,105,39,6,1,16,30,14,14,0,0,5,36,16,60,68,113,0,0,-
2023-2024,Justin Bailey,S.J,R,59,615.5333333,5,8,5,3,13,65,67,7.46,5.5,134,94,59,27,6,12,6,3,3,0,0,11,10,20,71,39,28,6,10,37.5
2023-2024,Ryan Pulock,NYI,D,58,1060.966667,3,10,3,7,13,28.26,68,4.41,2.19,162,104,40,1,6,21,12,6,6,0,0,3,23,17,80,79,120,0,0,-
2023-2024,Trevor van Riemsdyk,WSH,D,70,1163.816667,0,13,6,7,13,28.89,69,0,2.32,179,88,41,4,3,19,18,9,9,0,0,6,22,25,21,63,89,0,0,-
2023-2024,Garnet Hathaway,PHI,R,82,872.9333333,6,7,5,2,13,48.15,98,6.12,11.74,181,142,115,64,3,20,120,32,23,4,5,40,15,10,278,125,52,21,9,70
2023-2024,Brandon Carlo,BOS,D,76,1230.3,3,10,8,2,13,23.64,73,4.11,2.34,167,114,32,6,4,11,40,20,20,0,0,4,34,14,106,128,106,0,0,-
2023-2024,Brandon Tanev,SEA,L,66,759.4333333,6,7,4,3,13,56.52,66,9.09,8.67,125,101,87,42,6,12,40,13,9,4,0,16,12,24,116,87,39,7,15,31.82
2023-2024,Jake Bean,CBJ,D,72,1063,4,9,6,3,13,33.33,71,5.63,2.77,181,95,62,7,2,11,32,16,16,0,0,7,13,20,25,79,87,0,0,-
2023-2024,Juuso Valimaki,ARI,D,68,1134.266667,2,11,5,6,13,25,61,3.28,3.46,145,105,40,12,7,9,12,6,6,0,0,10,23,12,55,129,82,0,0,-
2023-2024,Urho Vaakanainen,ANA,D,68,1029.25,1,12,6,6,13,31.71,63,1.59,1.63,146,91,31,2,1,12,26,13,13,0,0,10,27,13,51,85,56,0,0,-
2023-2024,Jesper Boqvist,BOS,C,47,500.9166667,5,8,5,3,13,65,48,10.42,3.93,72,57,44,24,4,8,6,3,3,0,0,3,11,13,70,88,15,49,90,35.25
2023-2024,Parker Kelly,OTT,L,80,742.3166667,4,9,4,5,13,61.9,71,5.63,5.99,155,105,75,32,5,12,28,14,14,0,0,20,18,26,151,114,47,8,27,22.86
2023-2024,Zach Whitecloud,VGK,D,61,954.8,2,11,4,7,13,38.24,51,3.92,2.02,139,78,46,5,2,16,32,16,16,0,0,12,20,16,112,128,89,0,0,-
2023-2024,Martin Fehervary,WSH,D,66,1139.133333,3,10,3,7,13,36.11,57,5.26,2.41,134,82,35,3,3,7,22,11,11,0,0,9,13,8,162,124,84,0,0,-
2023-2024,Jacob Bernard-Docker,OTT,D,72,1008.866667,4,9,6,3,13,32.5,49,8.16,1.72,133,75,28,7,1,13,25,11,10,1,0,4,35,12,54,129,127,0,0,-
2023-2024,Alex Vlasic,CHI,D,76,1333.6,2,11,3,8,13,26,56,3.57,2.53,144,84,34,6,3,8,28,11,9,2,0,8,40,50,39,100,120,0,0,-
2023-2024,Lukas Reichel,CHI,L,65,770.7666667,3,10,7,3,13,76.47,67,4.48,6.24,111,82,63,28,7,8,12,6,6,0,0,7,29,31,23,39,24,69,91,43.13
2023-2024,Marc-Edouard Vlasic,S.J,D,57,826.9,6,6,2,4,12,48,66,9.09,2.66,151,101,44,11,2,18,26,9,8,0,1,3,25,14,29,43,89,0,0,-
2023-2024,Max Pacioretty,WSH,L,47,571.2666667,2,10,6,4,12,60,74,2.7,6.21,144,110,68,28,6,13,16,8,8,0,0,8,12,14,71,60,22,5,10,33.33
2023-2024,Zach Bogosian,"MIN, T.B",D,65,1030.416667,3,9,5,4,12,25,79,3.8,2.37,178,114,40,5,3,19,59,20,17,1,2,8,23,9,87,35,66,0,0,-
2023-2024,Nick Jensen,WSH,D,78,1279.583333,1,11,6,5,12,27.27,67,1.49,3.48,191,113,53,10,1,18,10,5,5,0,0,13,51,18,52,135,84,0,0,-
2023-2024,Matt Dumba,"ARI, T.B",D,76,1222.083333,4,8,1,7,12,26.09,73,5.48,4.77,182,115,57,12,2,21,50,22,20,2,0,9,40,6,146,100,77,0,0,-
2023-2024,Connor Brown,EDM,R,71,748.05,4,8,6,2,12,75,96,4.17,9.99,168,131,97,52,4,20,10,4,4,0,0,2,19,33,28,71,20,8,15,34.78
2023-2024,Mattias Janmark,EDM,C,71,706.9166667,4,8,4,4,12,52.17,59,6.78,7.34,97,79,64,40,2,3,46,16,13,2,1,12,16,15,50,53,15,30,35,46.15
2023-2024,Jake Walman,DET,D,63,993.2833333,9,3,2,1,12,26.09,91,9.89,3.11,214,135,38,4,4,18,42,17,16,0,1,12,22,13,35,24,116,0,0,-
2023-2024,Jeremy Lauzon,NSH,D,79,1230.45,5,7,3,4,12,27.27,98,5.1,4.26,242,147,58,11,8,20,82,32,26,6,0,23,26,14,331,77,72,0,0,-
2023-2024,Dante Fabbro,NSH,D,56,813.4833333,3,9,6,3,12,31.58,62,4.84,2.51,136,92,33,3,2,17,22,11,11,0,0,4,39,8,32,89,71,0,0,-
2023-2024,Brandon Duhaime,"COL, MIN",R,80,703.5666667,4,8,7,1,12,46.15,79,5.06,7.71,158,121,84,37,8,13,70,19,10,8,1,21,14,16,178,70,26,2,5,28.57
2023-2024,Tanner Jeannot,T.B,L,55,607.0833333,6,6,2,4,12,66.67,47,12.77,5.96,101,73,66,35,6,15,73,21,13,7,1,17,15,6,179,75,27,22,39,36.07
2023-2024,Klim Kostin,"DET, S.J",C,52,528.9,7,5,4,1,12,70.59,38,18.42,4.09,81,61,50,17,2,6,53,18,14,3,1,17,15,8,97,23,16,6,10,37.5
2023-2024,Johnathan Kovacevic,MTL,D,62,863.4166667,6,6,3,3,12,30.77,44,13.64,3.07,147,76,46,11,4,19,40,17,15,2,0,8,47,8,60,69,66,0,0,-
2023-2024,Jordan Harris,MTL,D,56,849.0833333,3,9,6,3,12,36.36,43,6.98,1.5,97,64,27,3,2,13,22,11,11,0,0,7,20,12,23,98,69,0,0,-
2023-2024,T.J. Oshie,WSH,R,52,683.9166667,3,8,3,5,11,55,56,5.36,8.16,130,99,86,40,6,16,30,15,15,0,0,15,14,38,64,35,50,9,20,31.03
2023-2024,Ian Cole,VAN,D,78,1204.333333,2,9,3,6,11,20.75,57,3.51,1.6,155,92,33,1,3,11,59,25,22,3,0,12,39,16,67,120,119,0,0,-
2023-2024,Tyler Johnson,CHI,C,67,812.1833333,6,5,3,2,11,73.33,72,8.33,8.28,144,111,77,37,9,12,22,11,11,0,0,9,16,22,40,21,28,124,155,44.44
2023-2024,Jon Merrill,MIN,D,65,793.4166667,4,7,4,3,11,40.74,42,9.52,2.54,92,61,29,7,1,8,28,14,14,0,0,5,11,8,36,68,53,0,0,-
2023-2024,Jani Hakanpää,DAL,D,64,954.7166667,2,9,4,5,11,23.4,54,3.7,1.59,143,83,37,4,3,10,33,14,13,1,0,4,29,11,144,137,91,0,0,-
2023-2024,Sam Carrick,"ANA, EDM",C,77,696.8,6,5,4,1,11,73.33,67,8.96,6.3,122,99,59,31,4,13,96,25,13,10,2,26,14,18,131,91,22,279,235,54.28
2023-2024,Tanner Pearson,MTL,L,54,574.65,4,7,3,4,11,68.75,63,6.35,7.16,116,97,56,31,3,11,19,8,7,1,0,7,20,14,42,37,30,3,14,17.65
2023-2024,Ryan Carpenter,S.J,C,62,594.05,5,6,3,3,11,57.89,56,8.93,7.51,98,83,61,33,0,11,6,3,3,0,0,2,9,15,44,50,24,197,206,48.88
2023-2024,Victor Olofsson,BUF,L,51,508.6666667,5,6,2,4,11,55,55,9.09,4.53,98,78,43,20,1,7,4,2,2,0,0,6,5,15,21,25,9,0,2,0
2023-2024,Erik Cernak,T.B,D,69,1076.95,2,9,5,4,11,25,44,4.55,1.38,119,66,24,3,2,11,63,23,19,3,1,8,24,8,155,84,76,0,0,-
2023-2024,Anthony Beauvillier,"CHI, NSH, VAN",L,60,726.9166667,3,8,4,4,11,50,90,3.33,9.87,173,140,98,43,2,18,6,3,3,0,0,5,8,30,45,66,35,37,33,52.86
2023-2024,Luke Kunin,S.J,C,77,966.3333333,8,3,3,0,11,55,81,9.88,10.14,169,124,100,54,6,20,77,25,16,9,0,27,13,16,142,62,42,175,184,48.75
2023-2024,Boris Katchouk,"CHI, OTT",L,59,601.55,6,5,2,3,11,73.33,62,9.68,4.93,121,85,62,19,6,7,10,5,5,0,0,4,18,19,72,31,12,9,14,39.13
2023-2024,Mathieu Olivier,CBJ,R,54,574.0833333,4,7,3,4,11,57.89,53,7.55,6.11,91,77,54,31,0,15,70,23,15,8,0,18,5,9,153,45,34,4,12,25
2023-2024,MacKenzie Entwistle,CHI,R,67,709.8666667,5,6,2,4,11,73.33,62,8.06,6.31,121,90,68,31,5,8,47,15,11,3,1,14,11,28,126,55,30,161,207,43.75
2023-2024,Pierre-Olivier Joseph,PIT,D,52,735.7,2,9,5,4,11,33.33,42,4.76,1.3,108,62,26,1,3,10,12,6,6,0,0,3,20,22,44,40,43,0,0,-
2023-2024,Emil Bemstrom,"CBJ, PIT","C, R",56,545.5666667,4,7,5,2,11,52.38,65,6.15,6.5,120,97,62,28,7,10,10,5,5,0,0,3,12,10,30,50,32,5,10,33.33
2023-2024,Blake Lizotte,L.A,C,62,612.8166667,4,7,5,2,11,50,67,5.97,7.25,116,88,64,29,2,15,16,8,8,0,0,11,11,9,56,89,16,148,162,47.74
2023-2024,Arthur Kaliyev,L.A,R,51,523.1333333,4,7,6,1,11,52.38,83,4.82,8.67,173,127,82,34,5,19,12,5,5,0,0,3,10,9,25,32,14,0,1,0
2023-2024,Jackson LaCombe,ANA,D,71,1097.833333,2,9,6,3,11,35.48,49,4.08,3.31,111,75,42,9,2,11,22,11,11,0,0,2,31,24,36,82,95,0,0,-
2023-2024,Justin Barron,MTL,D,48,768.5666667,5,6,2,4,11,39.29,49,10.2,3.38,115,77,35,11,1,9,16,8,8,0,0,4,32,6,42,55,55,0,0,-
2023-2024,Colin Blackwell,CHI,C,44,540.1,6,4,4,0,10,76.92,77,7.79,6.25,143,101,61,25,5,13,8,4,4,0,0,12,12,14,44,43,20,26,25,50.98
2023-2024,Barclay Goodrow,NYR,C,80,822.0833333,3,7,5,2,10,47.62,53,5.66,5.77,105,76,54,27,3,8,66,23,18,4,1,14,14,19,146,66,70,294,237,55.37
2023-2024,Matt Grzelcyk,BOS,D,63,991.2833333,1,9,7,2,10,25,54,1.85,2.82,145,92,45,7,5,10,25,11,10,1,0,2,27,10,44,76,67,0,0,-
2023-2024,Oskar Sundqvist,STL,C,71,731.45,1,9,6,3,10,58.82,52,1.92,7.03,114,92,60,31,2,6,28,14,14,0,0,19,12,23,67,61,39,202,289,41.14
2023-2024,Dominik Kubalik,OTT,L,74,745.8166667,7,3,3,0,10,62.5,68,10.29,6.91,124,99,59,34,5,15,19,8,7,1,0,3,16,18,44,20,20,14,20,41.18
2023-2024,Aaron Ekblad,FLA,D,51,783.6166667,3,7,4,3,10,29.41,70,4.29,2.88,175,107,46,5,2,18,34,17,17,0,0,3,15,12,52,42,36,0,0,-
2023-2024,Andreas Englund,L.A,D,82,1000.683333,1,9,2,7,10,29.41,41,2.44,1.36,110,56,33,3,0,16,81,24,13,11,0,25,21,8,169,107,76,0,0,-
2023-2024,Kevin Stenlund,FLA,C,81,776.3833333,7,3,2,1,10,62.5,65,10.77,6.55,118,85,55,28,2,13,60,26,25,0,1,8,11,22,65,95,30,318,270,54.08
2023-2024,Vincent Desharnais,EDM,D,78,1051.966667,1,9,0,9,10,34.48,40,2.5,1.36,109,60,26,3,2,13,48,18,14,4,0,9,39,13,109,118,78,0,0,-
2023-2024,Kailer Yamamoto,SEA,R,59,566.2,6,4,2,2,10,66.67,48,12.5,5.45,80,63,48,23,2,4,12,6,6,0,0,7,5,24,29,52,16,30,63,32.26
2023-2024,Nicolas Hague,VGK,D,73,1208.133333,2,8,2,6,10,21.74,99,2.02,3.85,232,138,52,7,2,21,43,17,14,3,0,14,22,12,128,144,96,0,0,-
2023-2024,Eric Robinson,"BUF, CBJ",L,47,506.75,3,7,5,2,10,66.67,60,5,8.38,127,91,78,43,2,15,17,3,1,1,1,2,4,11,83,48,8,2,3,40
2023-2024,Kevin Bahl,N.J,D,82,1241.55,1,9,5,4,10,16.13,58,1.72,2.17,160,91,34,6,1,16,76,31,28,2,1,8,21,15,124,97,80,0,0,-
2023-2024,Jakub Lauko,BOS,C,60,572.4833333,2,8,6,2,10,62.5,42,4.76,5.57,95,67,59,32,5,5,32,12,10,2,0,12,8,12,152,69,23,7,8,46.67
2023-2024,Scott Perunovich,STL,D,54,684.6166667,0,10,7,3,10,31.25,28,0,1.08,65,42,20,1,3,9,10,5,5,0,0,8,15,13,22,39,50,0,0,-
2023-2024,Egor Zamula,PHI,D,66,927.4666667,2,8,2,6,10,27.03,51,3.92,1.81,140,80,36,3,1,13,30,15,15,0,0,5,20,13,31,64,77,0,0,-
2023-2024,Nico Sturm,S.J,C,63,741.7666667,4,6,5,1,10,45.45,60,6.67,6.67,115,88,74,38,6,8,12,5,5,0,0,9,15,16,57,41,30,406,265,60.51
2023-2024,Mason Lohrei,BOS,D,41,630.4666667,3,7,2,5,10,37.04,39,7.69,2.23,92,53,24,5,1,7,16,8,8,0,0,3,28,8,28,59,57,0,0,-
2023-2024,Arber Xhekaj,MTL,D,44,632.7,3,7,6,1,10,31.25,52,5.77,1.24,134,75,26,1,3,7,79,28,22,5,1,16,27,4,111,36,46,0,0,-
2023-2024,Nick Seeler,PHI,D,71,1025.466667,1,8,6,2,9,18.37,94,1.06,2.9,216,142,43,5,2,15,76,20,13,4,3,14,25,8,107,75,155,0,0,-
2023-2024,Luke Glendening,T.B,C,81,737.3666667,8,1,1,0,9,56.25,47,17.02,5.7,99,73,65,30,4,9,37,13,11,1,1,7,3,8,110,91,39,415,294,58.53
2023-2024,Phillip Di Giuseppe,VAN,L,51,544.75,4,5,3,2,9,56.25,47,8.51,4.81,89,71,40,20,4,5,34,9,6,2,1,8,3,5,83,28,19,5,10,33.33
2023-2024,Ben Hutton,VGK,D,41,596.1833333,2,7,3,4,9,30,60,3.33,2.96,119,73,34,6,1,12,17,7,6,1,0,5,13,11,13,57,54,0,0,-
2023-2024,Nate Schmidt,WPG,D,63,888.65,1,8,2,6,9,29.03,64,1.56,2.57,142,93,33,4,2,14,16,8,8,0,0,5,23,15,61,47,66,0,0,-
2023-2024,Josh Brown,ARI,D,51,638.55,3,6,3,3,9,27.27,43,6.98,1.96,82,56,19,4,2,9,73,21,14,5,2,11,8,8,105,67,59,0,0,-
2023-2024,Brett Pesce,CAR,D,70,1193.85,2,7,1,6,9,19.57,98,2.04,4.27,288,174,75,9,3,35,18,9,9,0,0,4,16,29,19,69,85,0,0,-
2023-2024,Andrew Peeke,"BOS, CBJ",D,38,548.3666667,1,8,5,3,9,37.5,36,2.78,0.97,98,61,23,3,3,9,12,6,6,0,0,3,14,3,75,67,64,0,0,-
2023-2024,Taylor Raddysh,CHI,R,73,878.9166667,3,6,3,3,9,60,90,3.33,9.34,170,131,86,44,4,14,20,10,10,0,0,5,22,35,75,51,21,5,18,21.74
2023-2024,Noah Gregor,TOR,C,63,634.4833333,4,5,5,0,9,56.25,101,3.96,9.28,181,144,80,42,6,12,15,6,5,1,0,15,12,10,131,65,21,14,8,63.64
2023-2024,Mikhail Sergachev,T.B,D,34,586.2166667,1,8,3,5,9,52.94,39,2.56,1.54,105,61,26,1,0,6,16,8,8,0,0,3,16,7,27,25,46,0,0,-
2023-2024,Gustav Lindström,"ANA, MTL",D,46,670.9333333,2,7,5,2,9,32.14,28,7.14,1.17,72,44,20,3,2,5,22,11,11,0,0,1,14,6,62,72,62,0,0,-
2023-2024,Nikita Okhotiuk,"CGY, S.J",D,52,765.7666667,1,8,4,4,9,39.13,48,2.08,2.74,129,84,34,7,3,10,38,15,14,0,1,3,30,12,119,53,70,0,0,-
2023-2024,Jayden Struble,MTL,D,56,856.75,2,7,3,4,9,28.13,45,4.44,2.09,124,67,32,6,1,9,43,15,13,1,1,10,33,19,115,67,52,0,0,-
2023-2024,Jeff Carter,PIT,C,72,661.9,5,3,1,2,8,61.54,65,7.69,5.84,122,96,61,30,5,13,10,5,5,0,0,3,16,16,66,28,24,168,86,66.14
2023-2024,Mark Giordano,TOR,D,46,629.5833333,3,5,1,4,8,25,52,5.77,2.13,134,74,39,6,4,9,33,11,9,1,1,2,22,8,46,75,60,0,0,-
2023-2024,Matt Martin,NYI,L,57,523.4666667,4,4,3,1,8,47.06,48,8.33,4.96,75,62,46,27,3,5,41,13,8,5,0,12,11,12,136,26,29,7,10,41.18
2023-2024,Tyson Barrie,NSH,D,41,603.3166667,1,7,4,3,8,33.33,42,2.38,3.18,97,68,31,9,2,10,6,3,3,0,0,3,14,5,11,32,45,0,0,-
2023-2024,Jarred Tinordi,CHI,D,52,710.6666667,0,8,5,3,8,42.11,28,0,0.65,74,40,14,2,1,5,62,22,16,6,0,12,20,4,146,58,74,0,0,-
2023-2024,Colin Miller,"N.J, WPG",D,46,648.4166667,4,4,2,2,8,25,64,6.25,1.81,157,89,32,2,0,15,24,12,12,0,0,9,17,14,81,54,28,0,0,-
2023-2024,Dakota Mermis,MIN,D,47,601.4,3,5,2,3,8,38.1,41,7.32,1.89,117,71,33,6,3,16,33,11,9,1,1,4,12,3,37,46,47,0,0,-
2023-2024,Frederick Gaudreau,MIN,C,67,708.1166667,3,5,2,3,8,57.14,83,3.61,5.1,144,106,56,20,6,4,10,5,5,0,0,2,16,16,22,38,35,195,201,49.24
2023-2024,Jonas Siegenthaler,N.J,D,57,949.8833333,1,7,2,5,8,25.81,59,1.69,1.93,144,82,37,4,3,13,20,10,10,0,0,6,28,9,68,102,71,0,0,-
2023-2024,Parker Wotherspoon,BOS,D,41,625.1833333,0,8,1,7,8,30.77,31,0,0.79,79,42,18,1,1,6,24,9,7,2,0,10,20,10,72,73,51,0,0,-
2023-2024,Carl Grundstrom,L.A,R,50,521.4666667,6,2,1,1,8,50,92,6.52,8.34,172,129,89,31,6,25,12,6,6,0,0,5,13,10,100,49,15,1,6,14.29
2023-2024,Isac Lundestrom,ANA,C,46,526.4833333,3,5,4,1,8,57.14,28,10.71,4.5,61,48,42,28,1,8,2,1,1,0,0,3,11,11,46,31,15,130,144,47.45
2023-2024,Ilya Lyubushkin,"ANA, TOR",D,74,1023.283333,0,8,4,4,8,21.62,41,0,2.51,98,66,29,5,4,3,55,22,20,1,1,6,36,20,141,117,104,0,0,-
2023-2024,Jesse Ylönen,MTL,R,59,515.8166667,4,4,2,2,8,42.11,42,9.52,3.52,64,54,32,12,2,5,8,4,4,0,0,4,7,3,37,76,29,5,2,71.43
2023-2024,David Jiricek,CBJ,D,43,604.8833333,1,7,5,2,8,44.44,36,2.78,1.39,91,58,23,4,1,6,22,11,11,0,0,2,20,9,18,50,45,0,0,-
2023-2024,Marco Scandella,STL,D,65,734.1666667,1,6,4,2,7,26.92,40,2.5,2.01,103,64,22,6,1,8,15,6,5,1,0,5,15,16,65,58,44,0,0,-
2023-2024,Calvin de Haan,T.B,D,59,849.05,2,5,3,2,7,23.33,52,3.85,1.62,158,88,36,3,4,14,22,11,11,0,0,5,20,10,78,60,59,0,0,-
2023-2024,Connor Murphy,CHI,D,46,772.4333333,1,6,2,4,7,31.82,48,2.08,1.27,106,67,22,1,4,8,36,15,13,2,0,10,23,9,95,66,93,0,0,-
2023-2024,Kyle Burroughs,S.J,D,73,1259.75,2,5,3,2,7,17.5,73,2.74,3.5,182,116,39,6,3,16,69,30,27,3,0,15,19,28,206,116,111,0,0,-
2023-2024,Tyler Motte,T.B,C,69,694.1833333,4,3,2,1,7,50,68,5.88,6.8,158,106,82,37,6,17,24,8,7,0,1,10,11,33,84,76,24,74,74,50
2023-2024,Andre Burakovsky,SEA,L,49,578.0333333,2,5,3,2,7,50,63,3.17,5.55,146,88,75,23,7,12,14,6,6,0,0,8,7,22,11,45,13,2,2,50
2023-2024,Oliver Kylington,CGY,D,33,526.4666667,3,4,1,3,7,33.33,41,7.32,2.04,101,64,34,6,1,6,12,6,6,0,0,0,20,11,23,50,47,0,0,-
2023-2024,Noah Juulsen,VAN,D,54,683.7833333,1,6,3,3,7,28,26,3.85,1.17,97,52,21,3,3,11,20,10,10,0,0,7,16,5,144,102,55,0,0,-
2023-2024,Noel Acciari,PIT,C,55,568.8166667,4,3,1,2,7,41.18,57,7.02,6.36,96,75,65,33,1,8,10,5,5,0,0,6,7,18,108,48,56,235,186,55.82
2023-2024,Derek Ryan,EDM,C,70,589.1666667,3,4,3,1,7,63.64,46,6.52,5.59,77,62,51,30,1,6,6,3,3,0,0,15,17,29,50,88,21,158,100,61.24
2023-2024,Troy Stecher,"ARI, EDM",D,54,841.55,1,6,3,3,7,20.59,47,2.13,3.17,153,78,47,11,2,13,30,15,15,0,0,8,21,7,59,77,60,0,0,-
2023-2024,Sebastian Aho,NYI,D,58,845.7333333,2,5,1,4,7,28,42,4.76,1.74,112,68,28,2,2,13,12,6,6,0,0,13,12,5,35,60,66,0,0,-
2023-2024,Calen Addison,"MIN, S.J",D,72,1026.45,1,6,2,4,7,25,60,1.67,3.17,153,88,49,8,3,16,58,17,14,0,3,10,12,15,41,47,76,0,0,-
2023-2024,Ryan Johnson,BUF,D,41,547.15,0,7,4,3,7,31.82,34,0,1.45,83,54,21,6,5,3,12,6,6,0,0,2,12,13,5,65,37,0,0,-
2023-2024,Henry Thrun,S.J,D,51,850.9333333,1,6,2,4,7,26.92,41,2.44,1.52,97,58,24,4,2,10,16,8,8,0,0,5,24,12,21,57,54,0,0,-
2023-2024,Alexander Barabanov,S.J,L,46,616.7666667,4,3,3,0,7,46.67,57,7.02,7.04,112,88,73,41,4,14,12,6,6,0,0,5,12,18,21,48,15,2,3,40
2023-2024,Matthew Kessel,STL,D,39,619.8166667,1,6,2,4,7,36.84,28,3.57,0.95,80,43,26,3,1,12,12,6,6,0,0,2,19,13,37,57,58,0,0,-
2023-2024,Erik Johnson,"BUF, PHI",D,67,790.4666667,5,1,0,1,6,21.43,51,9.8,1.76,118,70,28,5,0,10,34,6,2,2,2,7,11,5,115,80,72,0,0,-
2023-2024,Travis Hamonic,OTT,D,48,628.9,2,4,2,2,6,24,46,4.35,1.26,114,72,27,1,0,10,38,15,14,0,1,7,26,8,45,59,69,0,0,-
2023-2024,Joel Edmundson,"TOR, WSH",D,53,778.1666667,1,5,2,3,6,18.75,44,2.27,2.05,119,69,29,4,2,12,17,7,6,1,0,5,32,9,59,51,45,0,0,-
2023-2024,Travis Dermott,ARI,D,50,707.6,2,4,0,4,6,31.58,36,5.56,1.43,78,53,26,4,0,6,26,13,13,0,0,5,7,6,37,66,36,0,0,-
2023-2024,Ryan Lomberg,FLA,L,75,681.4666667,4,2,2,0,6,35.29,66,6.06,7.47,132,101,56,26,7,13,66,22,18,2,2,19,14,14,156,56,19,5,12,29.41
2023-2024,Mattias Samuelsson,BUF,D,41,698.4833333,1,5,1,4,6,21.43,41,2.44,1.02,90,57,13,0,4,4,24,12,12,0,0,2,24,7,67,55,51,0,0,-
2023-2024,Adam Boqvist,CBJ,D,35,541.7833333,1,5,1,4,6,23.08,32,3.13,2.02,84,54,28,7,1,5,0,0,0,0,0,4,13,7,11,30,37,0,0,-
2023-2024,Brayden Pachal,"CGY, VGK",D,50,670.2166667,2,4,2,2,6,27.27,51,3.92,2.46,130,74,28,8,0,8,47,22,21,1,0,14,20,5,106,74,56,0,0,-
2023-2024,Jamie Drysdale,"ANA, PHI",D,34,539.4166667,2,4,2,2,6,54.55,35,5.71,1.05,89,53,14,0,0,7,6,3,3,0,0,1,10,3,22,47,41,0,0,-
2023-2024,Isaak Phillips,CHI,D,33,502.7166667,0,6,3,3,6,54.55,26,0,1.49,77,49,19,4,2,7,12,5,5,0,0,3,20,13,54,40,29,0,0,-
2023-2024,Kevin Korchinski,CHI,D,76,1297.116667,4,2,1,1,6,17.65,86,4.65,2.34,201,122,38,5,4,14,18,9,9,0,0,4,63,19,23,94,79,0,0,-
2023-2024,Luke Schenn,NSH,D,63,846.95,1,4,2,2,5,19.23,79,1.27,2.32,183,107,44,5,5,7,43,14,9,5,0,7,39,14,185,90,64,0,0,-
2023-2024,Scott Mayfield,NYI,D,41,649.3333333,0,5,3,2,5,25,36,0,1.24,106,53,26,4,2,12,35,16,15,1,0,11,33,7,56,34,72,0,0,-
2023-2024,Joel Hanley,"CGY, DAL",D,42,556.05,1,4,2,2,5,23.81,17,5.88,0.87,64,35,17,2,2,7,30,12,10,2,0,3,11,2,43,88,45,0,0,-
2023-2024,Juuso Parssinen,NSH,C,44,545.5166667,3,2,0,2,5,35.71,35,8.57,4.45,70,49,46,24,7,6,12,6,6,0,0,16,14,13,52,33,14,69,105,39.66
2023-2024,Justin Holl,DET,D,38,521.3166667,0,4,1,3,4,14.81,13,0,0.73,45,26,11,0,1,2,22,11,11,0,0,2,17,7,45,55,34,0,0,-
2023-2024,Chad Ruhwedel,"NYR, PIT",D,52,553.9166667,1,3,1,2,4,26.67,33,3.03,0.97,97,52,16,2,2,4,4,2,2,0,0,3,6,10,72,40,35,0,0,-
2023-2024,Carson Soucy,VAN,D,40,592.3,1,3,1,2,4,19.05,28,3.57,1.81,85,51,17,3,0,6,12,6,6,0,0,8,12,7,52,47,47,0,0,-
2023-2024,Ross Johnston,ANA,L,68,544.45,1,3,1,2,4,44.44,43,2.33,4.78,76,59,50,26,5,6,115,28,15,9,4,19,11,12,128,30,27,2,3,40
2023-2024,William Lagesson,"ANA, TOR",D,40,528.9166667,0,4,1,3,4,23.53,19,0,0.77,63,31,17,2,2,5,30,12,10,2,0,7,21,4,63,104,48,0,0,-
2023-2024,Nikita Zaitsev,CHI,D,38,547.9333333,1,3,3,0,4,28.57,28,3.57,0.92,83,49,14,0,2,7,12,6,6,0,0,2,15,7,53,46,65,0,0,-
