Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2023-2024,Daniel Sprong,DET,R,76,761.8,14,16,9,7,30,81.08,128,10.94,9.44,227,176,99,30,11,16,20,10,10,0,0,9,23,14,26,29,14,6,4,60
2023-2024,Troy Terry,ANA,R,76,1095.75,11,19,12,7,30,69.77,125,8.8,11.69,250,189,120,44,12,16,18,9,9,0,0,22,38,39,15,69,25,6,10,37.5
2023-2024,Pierre-Luc Dubois,L.A,C,82,1061.4,8,22,14,8,30,73.17,110,7.27,14.09,214,170,128,59,4,23,66,29,28,0,1,29,28,21,84,103,36,404,418,49.15
2023-2024,Ilya Mikheyev,VAN,R,78,946.1833333,11,19,10,9,30,73.17,126,8.73,12.08,208,172,130,72,9,17,4,2,2,0,0,12,14,14,43,55,20,8,19,29.63
2023-2024,Alex Ovechkin,WSH,L,79,1104.3,14,15,11,4,29,70.73,146,9.59,14.19,325,217,161,64,13,34,14,7,7,0,0,10,32,22,140,30,20,0,2,0
2023-2024,Kyle Palmieri,NYI,C,82,1073.25,16,13,4,9,29,63.04,146,10.96,15.78,272,210,158,62,11,28,18,9,9,0,0,22,27,16,69,72,35,13,19,40.63
2023-2024,Anders Lee,NYI,L,81,1086.733333,13,16,2,14,29,56.86,155,8.39,25.04,276,230,210,134,8,37,57,20,16,3,1,13,17,25,149,81,49,16,23,41.03
2023-2024,Mikael Granlund,S.J,C,69,1007.65,9,20,9,11,29,67.44,93,9.68,9.52,157,122,96,35,7,16,20,10,10,0,0,13,15,34,45,84,34,401,459,46.63
2023-2024,Mark Stone,VGK,R,56,732.8,8,21,9,12,29,76.32,74,10.81,8.09,137,99,80,35,3,12,10,5,5,0,0,9,19,47,24,21,30,0,2,0
2023-2024,Jordan Martinook,CAR,L,82,1053.483333,12,17,10,7,29,70.73,141,8.51,15.56,281,223,147,78,9,26,34,17,17,0,0,14,18,26,52,106,32,40,37,51.95
2023-2024,Jaccob Slavin,CAR,D,81,1381.883333,3,26,9,17,29,45.31,127,2.36,4.96,303,202,85,11,10,34,4,2,2,0,0,5,25,51,43,85,92,0,0,-
2023-2024,Alex Kerfoot,ARI,C,82,1027.15,8,21,15,6,29,67.44,71,11.27,10.81,146,118,91,53,3,14,24,12,12,0,0,14,24,29,59,104,59,296,285,50.95
2023-2024,Tommy Novak,NSH,C,71,817.9333333,10,19,10,9,29,72.5,76,13.16,9.26,179,132,108,43,8,19,4,2,2,0,0,13,21,43,3,101,31,181,270,40.13
2023-2024,Nicolas Roy,VGK,C,70,831.6833333,9,20,11,9,29,85.29,82,10.98,11.47,159,116,114,62,8,12,20,10,10,0,0,4,22,29,61,61,30,282,310,47.64
2023-2024,Charlie McAvoy,BOS,D,74,1337.2,9,20,7,13,29,43.94,97,9.28,6.16,210,150,79,18,5,20,64,25,22,2,1,23,40,21,128,155,115,0,0,-
2023-2024,Tage Thompson,BUF,C,71,953.6,16,13,9,4,29,63.04,163,9.82,13.09,314,226,146,48,7,28,22,11,11,0,0,17,16,20,69,51,25,303,381,44.3
2023-2024,Ross Colton,COL,C,80,933.65,11,18,12,6,29,70.73,119,9.24,14.08,259,195,144,76,8,22,42,19,19,0,0,20,22,33,121,61,42,376,345,52.15
2023-2024,Rasmus Dahlin,BUF,D,81,1609,8,21,13,8,29,45.31,158,5.06,6.13,327,223,87,12,6,24,48,24,24,0,0,24,39,32,143,147,128,0,0,-
2023-2024,Drew O'Connor,PIT,L,79,1062.733333,13,16,10,6,29,59.18,146,8.9,18.87,245,198,171,94,6,34,20,10,10,0,0,14,26,30,46,90,37,16,22,42.11
2023-2024,Brad Marchand,BOS,L,82,1051.433333,15,13,8,5,28,56,124,12.1,12.6,235,178,132,66,12,13,62,28,26,2,0,42,47,33,81,88,25,13,17,43.33
2023-2024,Jordan Eberle,SEA,R,78,1086.383333,9,19,14,5,28,57.14,134,6.72,13.61,246,185,131,61,12,24,17,7,6,1,0,12,13,52,26,78,22,21,38,35.59
2023-2024,Mats Zuccarello,MIN,R,69,963.6166667,6,22,14,8,28,62.22,90,6.67,7.6,181,138,83,29,6,9,24,12,12,0,0,17,28,34,21,50,47,26,44,37.14
2023-2024,Rickard Rakell,PIT,R,70,957.2666667,11,17,5,12,28,53.85,124,8.87,12.88,256,185,145,67,8,20,18,9,9,0,0,13,17,25,96,95,38,3,9,25
2023-2024,Jason Dickinson,CHI,C,82,1058.3,19,9,4,5,28,62.22,105,18.1,10.69,204,152,118,50,8,17,41,15,13,1,1,15,28,44,125,90,54,452,431,51.19
2023-2024,Ryan Hartman,MIN,R,74,959.5,12,16,9,7,28,63.64,127,9.45,12.74,258,193,126,61,10,16,60,26,25,0,1,24,29,32,57,54,54,298,337,46.93
2023-2024,Marcus Pettersson,PIT,D,82,1548.316667,3,25,8,17,28,32.18,96,3.13,4.36,254,165,64,8,8,17,42,18,16,2,0,10,28,24,95,195,118,0,0,-
2023-2024,Andrew Mangiapane,CGY,L,75,1011.366667,7,21,14,7,28,59.57,93,7.53,13.97,218,154,147,72,7,22,31,14,13,1,0,10,25,21,72,66,28,5,5,50
2023-2024,Noah Hanifin,"CGY, VGK",D,80,1452.533333,7,21,11,10,28,38.89,121,5.79,5.35,305,198,84,14,8,23,18,9,9,0,0,3,58,40,47,82,99,0,0,-
2023-2024,Eeli Tolvanen,SEA,R,81,1034.45,12,16,10,6,28,80,106,11.32,11.39,232,159,136,53,7,19,22,11,11,0,0,5,20,30,173,53,70,12,21,36.36
2023-2024,Aliaksei Protas,WSH,C,78,950.1666667,6,22,12,10,28,66.67,104,5.77,11.86,189,154,101,52,4,23,8,4,4,0,0,10,31,37,28,79,41,34,39,46.58
2023-2024,Connor Zary,CGY,C,63,809.25,13,15,9,6,28,65.12,71,18.31,7.56,133,93,80,44,5,11,20,10,10,0,0,17,22,16,25,50,26,48,57,45.71
2023-2024,Cole Sillinger,CBJ,C,77,987.15,10,18,11,7,28,65.12,126,7.94,13.25,237,185,140,58,7,19,46,20,18,2,0,11,18,22,108,69,60,386,430,47.3
2023-2024,Patrick Kane,DET,R,50,711.2833333,14,13,7,6,27,81.82,91,15.38,7.63,169,123,85,30,1,9,12,5,5,0,0,10,22,13,12,22,13,0,0,-
2023-2024,Mikael Backlund,CGY,C,82,1145.283333,10,17,13,4,27,61.36,152,6.58,14.34,287,220,139,65,12,31,20,10,10,0,0,8,37,46,56,50,26,591,560,51.35
2023-2024,Brayden Schenn,STL,C,82,1074.766667,11,16,10,6,27,60,98,11.22,10.16,186,147,111,51,9,17,47,19,16,3,0,15,29,49,141,60,40,325,354,47.86
2023-2024,Brendan Gallagher,MTL,R,77,925.4166667,15,12,9,3,27,79.41,138,10.87,18.46,257,189,143,85,8,32,62,23,20,2,1,19,26,28,58,56,32,8,14,36.36
2023-2024,Jonathan Huberdeau,CGY,C,81,1107.966667,7,20,13,7,27,65.85,104,6.73,11.92,207,155,127,49,7,17,41,15,13,1,1,16,58,44,51,62,36,13,15,46.43
2023-2024,Vladislav Namestnikov,WPG,C,78,891.4833333,6,21,11,10,27,60,75,8,10.2,151,119,94,49,6,13,33,11,9,1,1,18,15,13,79,93,36,141,245,36.53
2023-2024,Chandler Stephenson,VGK,C,75,978.6333333,8,19,10,9,27,67.5,63,12.7,6.21,117,91,73,32,1,3,21,5,3,1,1,16,17,31,34,54,36,414,388,51.62
2023-2024,Nicholas Paul,T.B,L,82,1056.083333,14,13,8,5,27,58.7,112,12.5,12.44,212,159,118,57,7,21,14,7,7,0,0,12,20,28,83,88,39,366,326,52.89
2023-2024,Dakota Joshua,VAN,C,63,746.5333333,14,13,7,6,27,77.14,68,20.59,11.2,125,105,99,63,4,15,50,19,15,4,0,22,20,18,202,83,22,32,29,52.46
2023-2024,Mason Appleton,WPG,C,82,1138.733333,10,17,9,8,27,64.29,108,9.26,10.98,219,170,105,40,6,25,24,11,11,0,0,11,12,18,89,112,28,8,7,53.33
2023-2024,Morgan Geekie,BOS,C,76,1004.033333,13,14,7,7,27,61.36,106,12.26,9.53,172,142,99,49,5,18,24,12,12,0,0,8,27,27,120,114,49,249,318,43.92
2023-2024,Miro Heiskanen,DAL,D,71,1360.566667,6,21,8,13,27,39.71,120,5,6.13,275,174,75,10,6,33,32,11,10,0,1,16,30,25,47,136,83,0,0,-
2023-2024,Kirill Marchenko,CBJ,R,78,1019.866667,14,13,8,5,27,55.1,129,10.85,11.07,251,175,130,42,5,17,12,6,6,0,0,15,19,43,46,74,37,19,40,32.2
2023-2024,Luke Evangelista,NSH,R,80,917.4,12,15,14,1,27,67.5,132,9.09,12.1,210,168,123,55,11,19,14,6,6,0,0,18,38,36,26,90,23,1,3,25
2023-2024,Mason McTavish,ANA,C,64,840.4,12,15,11,4,27,65.85,96,12.5,10.64,180,132,105,57,8,22,72,31,30,0,1,27,14,21,54,30,31,357,334,51.66
2023-2024,Andrei Kuzmenko,"CGY, VAN",L,72,815.65,14,13,9,4,27,64.29,77,18.18,10.72,178,131,117,62,4,23,12,5,5,0,0,15,21,24,8,63,16,1,0,100
2023-2024,David Perron,DET,L,76,922.0666667,8,18,9,9,26,68.42,99,8.08,8.84,164,126,87,32,9,12,40,20,20,0,0,10,9,30,96,55,24,15,11,57.69
2023-2024,Nino Niederreiter,WPG,R,77,980.7166667,12,14,7,7,26,70.27,154,7.79,17.44,254,203,151,83,7,34,30,15,15,0,0,17,14,21,102,82,38,9,17,34.62
2023-2024,Adam Lowry,WPG,C,81,1042.65,9,17,10,7,26,68.42,105,8.57,16.84,213,172,146,88,6,25,48,15,9,6,0,19,10,30,167,100,45,511,531,49.04
2023-2024,Stefan Noesen,CAR,R,81,820.7833333,11,15,10,5,26,65,90,12.22,13.49,164,150,96,56,6,12,29,13,12,1,0,11,19,22,105,65,23,39,56,41.05
2023-2024,Lawson Crouse,ARI,L,81,1008.333333,15,11,8,3,26,65,143,10.49,14.99,253,192,155,74,7,30,36,15,13,2,0,16,25,28,146,50,40,19,48,28.36
2023-2024,Anthony Cirelli,T.B,C,79,1091.55,10,16,7,9,26,53.06,102,9.8,11.88,191,146,115,67,6,23,18,9,9,0,0,24,20,37,47,95,55,349,332,51.25
2023-2024,Michael Carcone,ARI,L,74,783.6166667,19,7,3,4,26,68.42,106,17.92,9.71,207,141,91,47,2,18,33,15,14,1,0,12,12,11,54,88,22,4,7,36.36
2023-2024,Michael Rasmussen,DET,C,75,964.15,11,15,10,5,26,65,87,12.64,10.69,163,128,103,54,4,13,47,22,21,1,0,19,12,15,104,117,65,51,55,48.11
2023-2024,Morgan Frost,PHI,C,71,880.7333333,8,18,15,3,26,72.22,92,8.7,9.43,173,129,98,48,4,9,18,9,9,0,0,17,19,21,52,37,51,323,353,47.78
2023-2024,Kiefer Sherwood,NSH,L,68,772.75,10,16,10,6,26,72.22,100,10,9.62,200,151,91,40,11,14,41,16,13,3,0,17,17,31,214,76,19,15,16,48.39
2023-2024,Philipp Kurashev,CHI,C,75,1093.833333,9,17,12,5,26,76.47,77,11.69,8.38,172,120,95,39,11,17,19,8,7,1,0,11,20,37,18,64,44,88,105,45.6
2023-2024,Ryan McLeod,EDM,C,81,972.3333333,11,15,13,2,26,66.67,95,11.58,11.23,176,146,103,52,6,16,10,5,5,0,0,7,37,53,60,94,28,310,296,51.16
2023-2024,Dylan Cozens,BUF,C,79,992.9166667,8,18,14,4,26,61.9,141,5.67,13.85,255,183,148,65,10,33,40,13,10,2,1,18,23,16,88,83,23,356,399,47.15
2023-2024,Dawson Mercer,N.J,C,82,1108.366667,16,10,6,4,26,66.67,108,14.81,14.95,191,149,117,63,8,26,27,8,6,1,1,7,33,37,24,97,33,101,129,43.91
2023-2024,Brock Faber,MIN,D,82,1490.483333,4,22,13,9,26,39.39,98,4.08,4.77,218,134,67,13,2,16,26,13,13,0,0,6,23,13,48,106,110,0,0,-
2023-2024,Alexander Holtz,N.J,R,82,835.5833333,15,11,6,5,26,81.25,111,13.51,9.75,204,160,90,36,6,21,12,5,5,0,0,3,19,10,40,60,17,8,18,30.77
2023-2024,Yegor Chinakhov,CBJ,R,53,650.5666667,15,11,7,4,26,78.79,85,17.65,6.9,191,133,88,25,10,13,4,2,2,0,0,13,5,23,39,27,22,1,11,8.33
2023-2024,Logan Cooley,ARI,C,82,1055.883333,13,13,11,2,26,65,112,11.61,11.24,208,161,110,41,9,16,18,9,9,0,0,23,38,27,44,118,25,237,380,38.41
2023-2024,Zach Benson,BUF,L,71,886.4833333,10,16,10,6,26,74.29,78,12.82,10.65,149,116,102,59,5,12,32,16,16,0,0,13,18,30,30,85,30,4,10,28.57
2023-2024,James van Riemsdyk,BOS,L,71,768,4,21,13,8,25,83.33,95,4.21,11.94,154,128,104,67,7,24,12,6,6,0,0,4,11,11,31,66,22,6,6,50
2023-2024,Drew Doughty,L.A,D,82,1554.583333,5,20,10,10,25,41.67,89,5.62,3.79,207,124,53,7,7,17,42,21,21,0,0,10,35,17,83,112,101,0,0,-
2023-2024,Ondrej Palat,N.J,L,71,929.85,10,15,9,6,25,62.5,93,10.75,10.63,175,132,102,45,12,24,35,12,10,1,1,9,20,21,77,91,44,3,12,20
2023-2024,Mika Zibanejad,NYR,C,81,1060.366667,8,17,15,2,25,54.35,119,6.72,11.95,218,172,111,52,12,15,28,10,9,0,1,17,30,29,40,52,37,444,420,51.39
2023-2024,Sean Couturier,PHI,C,74,982.5333333,5,20,9,11,25,54.35,136,3.68,13.09,234,181,111,61,4,24,27,12,11,1,0,9,22,35,50,60,35,515,443,53.76
2023-2024,Yanni Gourde,SEA,C,80,1133.666667,9,16,11,5,25,69.44,138,6.52,16.52,264,200,149,72,9,25,60,23,20,2,1,17,23,46,123,107,38,433,468,48.06
2023-2024,Brady Skjei,CAR,D,80,1361.133333,9,16,9,7,25,50,156,5.77,6.89,368,240,95,14,7,33,38,19,19,0,0,11,30,35,51,77,66,0,0,-
2023-2024,Teuvo Teravainen,CAR,L,76,910.8,14,11,7,4,25,65.79,93,15.05,8.59,182,149,101,34,6,17,8,4,4,0,0,3,35,29,11,37,19,49,53,48.04
2023-2024,Andrew Copp,DET,C,79,1001.016667,10,15,8,7,25,54.35,82,12.2,9.61,158,121,97,47,3,14,26,13,13,0,0,6,24,22,26,48,38,440,378,53.79
2023-2024,Darnell Nurse,EDM,D,81,1416.7,7,18,10,8,25,41.67,152,4.61,6.03,347,216,86,14,8,27,73,27,24,1,2,8,51,15,150,80,117,0,0,-
2023-2024,Sam Bennett,FLA,C,69,899.4166667,13,12,8,4,25,55.56,120,10.83,13.87,250,177,151,68,6,27,68,26,23,2,1,17,21,33,138,46,38,333,409,44.88
2023-2024,Ryan Donato,CHI,C,78,915,11,14,9,5,25,75.76,123,8.94,11.83,201,158,112,60,14,18,22,8,6,2,0,16,23,41,91,78,21,80,100,44.44
2023-2024,Jake DeBrusk,BOS,L,80,1012.966667,13,12,6,6,25,62.5,140,9.29,16.58,252,186,158,76,15,24,14,7,7,0,0,12,19,31,79,105,40,4,12,25
2023-2024,Evan Rodrigues,FLA,C,80,1007,8,17,9,8,25,54.35,144,5.56,11.86,298,201,120,49,8,37,30,15,15,0,0,20,30,24,92,114,26,18,17,51.43
2023-2024,Fabian Zetterlund,S.J,L,82,1195.933333,16,9,8,1,25,52.08,156,10.26,15.62,319,239,160,62,6,20,27,12,11,1,0,13,26,36,93,69,65,19,40,32.2
2023-2024,Sean Walker,"COL, PHI",D,81,1292.483333,8,17,8,9,25,35.21,124,6.45,5.23,264,170,70,14,11,24,48,22,22,0,0,4,21,32,86,131,103,0,0,-
2023-2024,Jack McBain,ARI,C,67,714.4833333,7,18,13,5,25,65.79,51,13.73,8.78,116,82,82,47,3,18,45,18,15,3,0,15,15,11,181,92,31,262,302,46.45
2023-2024,Bowen Byram,"BUF, COL",D,73,1274.416667,11,14,4,10,25,41.67,69,15.94,4.18,177,102,59,15,2,15,47,22,21,1,0,11,26,15,84,136,89,0,0,-
2023-2024,Alex Newhook,MTL,C,55,711.6333333,12,13,6,7,25,71.43,59,20.34,7.16,129,89,77,36,4,8,14,7,7,0,0,8,23,19,30,55,27,184,228,44.66
2023-2024,Dmitri Voronkov,CBJ,L,75,825.0666667,11,14,9,5,25,64.1,103,10.68,14.78,178,148,115,70,1,27,48,21,19,2,0,11,10,14,73,22,48,235,322,42.19
2023-2024,Alex Killorn,ANA,"C, L",63,900.3666667,11,13,10,3,24,68.57,104,10.58,11.32,211,149,117,45,3,23,46,19,18,0,1,8,28,23,61,53,22,8,18,30.77
2023-2024,Ryan McDonagh,NSH,D,74,1256.516667,2,22,10,12,24,45.28,73,2.74,3.2,176,109,52,6,0,16,17,7,6,1,0,4,42,29,27,38,105,0,0,-
2023-2024,Erik Gudbranson,CBJ,D,78,1267.416667,6,18,6,12,24,58.54,82,7.32,2.03,207,121,40,1,4,19,72,22,16,4,2,17,23,14,75,80,112,0,0,-
2023-2024,Ryan Strome,ANA,C,79,994.9166667,9,15,6,9,24,63.16,98,9.18,9.92,165,132,93,49,10,14,72,26,21,4,1,11,35,28,55,38,19,162,188,46.29
2023-2024,Valeri Nichushkin,COL,R,54,796,9,15,12,3,24,57.14,97,9.28,10.88,181,146,118,65,8,9,16,8,8,0,0,8,17,22,61,48,17,1,2,33.33
2023-2024,Rasmus Andersson,CGY,D,78,1389.85,5,19,10,9,24,35.29,109,4.59,4.52,235,164,56,15,6,22,24,12,12,0,0,12,52,23,31,74,138,0,0,-
2023-2024,Vince Dunn,SEA,D,59,1113.766667,6,18,11,7,24,52.17,98,6.12,4.58,249,138,72,10,4,27,74,22,17,2,3,14,29,24,31,62,55,0,0,-
2023-2024,Cole Perfetti,WPG,C,71,795.8,11,13,12,1,24,61.54,108,10.19,10.04,180,142,94,53,7,18,10,5,5,0,0,3,12,15,22,57,23,26,53,32.91
2023-2024,Jeff Petry,DET,D,73,1200.216667,3,20,8,12,23,42.59,82,3.66,3.17,188,117,37,6,2,21,37,16,15,1,0,7,37,9,121,84,110,0,0,-
2023-2024,Jordan Staal,CAR,C,80,993.9833333,9,14,3,11,23,69.7,106,8.49,13.78,206,153,135,70,2,28,44,21,21,0,0,10,24,14,108,70,25,624,436,58.87
2023-2024,Tyler Myers,VAN,D,77,1221.1,3,20,12,8,23,43.4,85,3.53,3.85,200,134,40,7,4,25,63,25,23,1,1,6,28,11,76,82,110,0,0,-
2023-2024,Nick Leddy,STL,D,82,1536.866667,2,21,11,10,23,37.7,75,2.67,2.99,162,109,54,6,2,15,14,7,7,0,0,12,32,27,41,29,105,0,0,-
2023-2024,David Savard,MTL,D,60,982.1333333,5,18,6,12,23,46,48,10.42,1.62,110,68,32,4,0,7,24,12,12,0,0,4,29,10,49,43,121,0,0,-
2023-2024,Erik Haula,N.J,L,76,995.85,11,12,11,1,23,53.49,126,8.73,15.77,237,184,127,73,7,32,44,21,21,0,0,8,24,21,79,59,30,389,283,57.89
2023-2024,Josh Manson,COL,D,76,1173.383333,7,16,9,7,23,41.82,117,5.98,5.33,288,170,86,18,5,24,72,30,26,4,0,17,39,35,171,82,79,0,0,-
2023-2024,Teddy Blueger,VAN,C,68,831.2333333,4,19,11,8,23,67.65,82,4.88,10.36,141,118,95,57,9,11,29,13,12,1,0,9,13,21,88,58,31,314,264,54.33
2023-2024,Elias Lindholm,"CGY, VAN",C,75,994.4166667,6,17,7,10,23,58.97,114,5.26,9.85,202,162,97,43,7,15,17,7,6,1,0,12,21,32,68,45,50,521,388,57.32
2023-2024,Sam Lafferty,VAN,C,79,858.3,12,11,4,7,23,71.88,71,16.9,10.29,138,107,88,54,9,11,20,10,10,0,0,13,15,17,168,110,30,135,182,42.59
2023-2024,Darren Raddysh,T.B,D,82,1383.75,4,19,7,12,23,35.94,93,4.3,3.58,222,142,62,10,5,19,19,8,7,1,0,13,23,13,67,125,93,0,0,-
2023-2024,Jack Roslovic,"CBJ, NYR",C,59,776.1333333,6,17,9,8,23,62.16,97,6.19,9.69,165,134,77,39,5,14,14,7,7,0,0,9,17,17,23,55,20,43,51,45.74
2023-2024,Ivan Provorov,CBJ,D,82,1393.083333,5,18,7,11,23,38.33,90,5.56,3.5,192,128,56,6,3,18,16,8,8,0,0,10,31,15,53,82,104,0,0,-
2023-2024,Will Borgen,SEA,D,82,1293.066667,3,20,11,9,23,46.94,90,3.33,3.18,249,144,56,8,6,16,61,22,18,3,1,11,18,15,164,116,99,0,0,-
2023-2024,Pius Suter,VAN,C,67,807.8,11,12,7,5,23,58.97,79,13.92,10.78,147,113,111,74,5,13,14,7,7,0,0,11,6,24,46,38,20,133,150,47
2023-2024,Jesperi Kotkaniemi,CAR,C,79,907.25,10,13,9,4,23,62.16,111,9.01,13.87,223,170,124,61,4,23,34,17,17,0,0,13,28,26,48,80,31,300,276,52.08
2023-2024,Martin Pospisil,CGY,C,63,759.1333333,8,15,7,8,23,62.16,110,7.27,11.5,191,151,114,56,13,20,103,35,29,3,3,22,23,26,219,75,22,23,25,47.92
2023-2024,Connor McMichael,WSH,C,80,1020.016667,13,10,8,2,23,74.19,111,11.71,14.89,218,166,137,69,8,22,30,15,15,0,0,13,23,30,36,54,32,320,425,42.95
2023-2024,Nicholas Robertson,TOR,L,56,584.8666667,13,10,6,4,23,74.19,90,14.44,7.45,149,119,72,25,10,10,4,2,2,0,0,6,18,27,29,56,24,3,8,27.27
2023-2024,Pavel Dorofeyev,VGK,L,47,570.5166667,13,10,6,4,23,76.67,90,14.44,9.3,158,128,96,45,5,14,12,6,6,0,0,5,12,19,16,33,23,2,2,50
2023-2024,Jake Neighbours,STL,L,77,961.55,18,5,5,0,23,62.16,99,18.18,11.57,163,134,113,59,4,10,15,6,5,1,0,16,16,36,121,114,41,8,15,34.78
2023-2024,Anton Lundell,FLA,C,78,956.5,8,15,7,8,23,67.65,126,6.35,12.18,220,169,119,59,11,24,42,16,15,0,1,12,25,22,50,64,31,397,338,54.01
2023-2024,Tyson Foerster,PHI,R,77,1074.533333,14,9,3,6,23,48.94,122,11.48,12.27,240,176,137,62,9,12,32,16,16,0,0,21,11,28,80,73,46,0,1,0
2023-2024,Owen Power,BUF,D,76,1388.816667,6,17,7,10,23,31.94,79,7.59,4.6,179,122,62,13,3,17,16,8,8,0,0,1,25,17,36,100,90,0,0,-
2023-2024,John Carlson,WSH,D,82,1508.433333,4,18,5,13,22,40,124,3.23,6.22,321,190,101,19,7,33,26,13,13,0,0,12,62,43,51,84,130,0,0,-
2023-2024,Marcus Johansson,MIN,L,78,1015.433333,9,13,5,8,22,64.71,85,10.59,7.88,194,134,95,35,6,13,16,8,8,0,0,13,26,23,37,79,24,5,17,22.73
2023-2024,Brayden McNabb,VGK,D,82,1356.466667,4,18,7,11,22,36.67,82,4.88,3.49,202,119,57,7,0,20,28,14,14,0,0,5,22,28,124,122,154,0,0,-
2023-2024,Tomas Tatar,"COL, SEA",L,70,791.5666667,9,13,5,8,22,59.46,66,13.64,9.85,151,110,107,54,5,13,18,9,9,0,0,13,17,19,37,55,20,2,11,15.38
2023-2024,Kevin Hayes,STL,R,79,978.2333333,12,10,4,6,22,61.11,129,9.3,11.84,224,171,95,45,6,23,10,5,5,0,0,23,25,38,37,30,16,404,307,56.82
2023-2024,Jean-Gabriel Pageau,NYI,C,82,968.9666667,7,15,10,5,22,64.71,74,9.46,10.16,135,109,82,49,8,17,13,5,4,1,0,7,23,21,169,80,62,490,373,56.78
2023-2024,Boone Jenner,CBJ,C,58,834.1333333,16,6,2,4,22,56.41,106,15.09,12.48,199,163,111,52,2,25,18,9,9,0,0,12,12,13,100,42,66,402,340,54.18
2023-2024,Jonas Brodin,MIN,D,62,1151.616667,5,17,6,11,22,42.31,99,5.05,4.06,208,140,62,16,5,11,12,6,6,0,0,5,17,20,14,85,101,0,0,-
2023-2024,Torey Krug,STL,D,77,1291.516667,3,19,9,10,22,55,109,2.75,4.69,245,160,67,11,3,15,30,15,15,0,0,13,37,32,50,52,89,0,0,-
2023-2024,Scott Laughton,PHI,C,82,973.7333333,9,13,7,6,22,59.46,123,7.32,9.63,211,161,94,42,8,24,49,23,22,1,0,15,22,14,132,26,42,363,370,49.52
2023-2024,Esa Lindell,DAL,D,82,1324.483333,4,18,8,10,22,36.67,98,4.08,4.56,227,144,82,11,5,18,12,6,6,0,0,2,28,22,61,153,119,0,0,-
2023-2024,Jake McCabe,TOR,D,73,1257.2,5,17,8,9,22,34.92,61,8.2,2.75,167,95,52,8,4,14,56,25,23,2,0,14,40,13,177,180,97,0,0,-
2023-2024,Miles Wood,COL,L,74,891.2333333,5,17,14,3,22,62.86,150,3.33,15.41,261,209,140,69,14,29,71,26,23,1,2,21,14,36,93,85,30,12,26,31.58
2023-2024,Shea Theodore,VGK,D,47,834.1,3,19,12,7,22,55,83,3.61,4.08,210,120,56,5,3,22,6,2,2,0,0,3,15,24,8,41,74,0,0,-
2023-2024,Alex Wennberg,"NYR, SEA",C,79,1039.033333,6,16,9,7,22,48.89,62,9.68,6.62,111,83,65,34,4,10,12,6,6,0,0,13,18,34,40,62,54,406,438,48.1
2023-2024,Michael Amadio,VGK,R,73,892.4333333,11,11,5,6,22,55,98,11.22,10.17,162,129,98,52,7,9,12,6,6,0,0,14,23,32,35,108,33,66,62,51.56
2023-2024,Jake Evans,MTL,C,82,997.2166667,5,17,8,9,22,64.71,69,7.25,9.09,157,110,101,43,6,13,20,9,9,0,0,15,27,17,71,85,47,424,357,54.29
2023-2024,Jalen Chatfield,CAR,D,72,1036.1,8,14,4,10,22,44,89,8.99,4.22,211,140,43,10,4,21,24,12,12,0,0,8,28,22,49,107,63,0,0,-
2023-2024,Jakob Chychrun,OTT,D,82,1521.183333,7,15,7,8,22,36.07,145,4.83,6.32,354,229,99,15,8,38,40,20,20,0,0,10,69,14,58,127,146,0,0,-
2023-2024,Moritz Seider,DET,D,82,1347.533333,5,17,9,8,22,34.92,99,5.05,3.71,207,142,54,4,8,16,43,20,19,1,0,15,32,32,146,58,147,0,0,-
2023-2024,Artem Zub,OTT,D,69,1196.333333,3,19,10,9,22,41.51,80,3.75,2.59,179,121,37,4,3,21,32,16,16,0,0,6,27,13,111,104,82,0,0,-
2023-2024,Matty Beniers,SEA,C,77,1094.7,8,14,11,3,22,61.11,101,7.92,9.55,192,138,109,50,11,19,14,7,7,0,0,15,25,42,43,102,40,435,477,47.7
2023-2024,Lars Eller,PIT,C,82,954.5333333,8,13,5,8,21,63.64,111,7.21,10.13,222,165,115,41,5,19,28,12,12,0,0,14,29,31,46,87,40,375,330,53.19
2023-2024,TJ Brodie,TOR,D,78,1422.85,0,21,8,13,21,30,47,0,1.67,113,66,25,4,0,10,28,14,14,0,0,9,45,19,35,155,127,0,0,-
2023-2024,Jason Zucker,"ARI, NSH",L,69,817.3666667,9,12,8,4,21,65.63,120,7.5,13.02,229,183,132,62,13,27,73,20,14,3,3,21,32,26,80,54,17,13,19,40.63
2023-2024,Mike Matheson,MTL,D,82,1425.316667,4,17,8,9,21,42.86,106,3.77,4.05,244,148,53,12,4,21,44,22,22,0,0,16,56,38,41,101,128,0,0,-
2023-2024,Shayne Gostisbehere,DET,D,81,1173.516667,7,14,8,6,21,50,79,8.86,3.98,178,115,55,7,2,11,10,5,5,0,0,21,26,14,25,32,56,0,0,-
2023-2024,Curtis Lazar,N.J,C,71,781.4333333,6,15,10,5,21,63.64,70,8.57,9.82,125,95,74,39,7,20,44,15,12,2,1,17,14,13,145,83,54,144,154,48.32
