Year,Player,Team,Position,GP,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
2023-2024,Dmitri Voronkov,CBJ,L,75,825.0666667,864,893,49.17,610,631,49.15,437,442,49.72,39,35,52.7,39.84,41.12,49.21,398,422,48.54,153,179,46.08,18,12,60,245,243,50.2,14,13,51.85,499,529,48.54,7,10,41.18,8.92,92.08,1.01,185,210,122,666,60.26,328,279,232,58.57
2023-2024,Noah Dobson,NYI,D,79,1509.233333,1572,1629,49.11,1131,1144,49.71,802,786,50.5,71,53,57.26,68.16,67,50.43,706,755,48.32,296,293,50.25,31,32,49.21,410,462,47.02,24,16,60,937,932,50.13,16,5,76.19,8.85,93.26,1.021,177,256,188,1212,48.49,474,424,456,50.97
2023-2024,Brad Marchand,BOS,L,82,1051.433333,1019,1057,49.08,719,780,47.97,490,545,47.34,50,42,54.35,45.68,46.47,49.57,509,493,50.8,213,205,50.96,24,21,53.33,296,288,50.68,12,15,44.44,573,610,48.44,14,6,70,10.2,92.29,1.025,220,214,197,817,52.76,366,273,370,49.73
2023-2024,Tyler Myers,VAN,D,77,1221.1,1130,1173,49.07,825,828,49.91,537,548,49.49,53,45,54.08,53.52,48.6,52.41,550,507,52.03,272,199,57.75,33,22,60,278,308,47.44,16,15,51.61,599,748,44.47,4,8,33.33,9.87,91.79,1.017,96,264,201,1064,32.32,250,399,417,37.48
2023-2024,Ryan Graves,PIT,D,70,1113.666667,1149,1193,49.06,832,832,50,595,549,52.01,38,37,50.67,50.5,50.33,50.08,512,549,48.26,221,218,50.34,18,24,42.86,291,331,46.78,9,7,56.25,659,680,49.22,11,6,64.71,6.39,93.26,0.996,97,215,171,864,36.19,272,336,380,41.72
2023-2024,Gabriel Vilardi,WPG,C,47,624.85,623,647,49.06,456,476,48.93,324,326,49.85,36,24,60,28.08,29.66,48.63,284,303,48.38,119,140,45.95,19,16,54.29,165,163,50.3,14,5,73.68,412,354,53.79,3,3,50,11.11,92.64,1.037,144,126,62,418,69.9,253,175,149,62.94
2023-2024,Braden Schneider,NYR,D,82,1181.966667,1170,1215,49.06,859,885,49.25,602,602,50,54,62,46.55,50.29,53.27,48.56,525,550,48.84,208,230,47.49,24,39,38.1,317,320,49.76,18,15,54.55,660,677,49.36,12,8,60,8.97,89.7,0.987,87,207,121,1020,41.83,267,323,289,48.02
2023-2024,Colton Sissons,NSH,C,81,944.2,899,934,49.05,664,673,49.66,467,491,48.75,34,37,47.89,42.93,41.27,50.99,416,425,49.46,180,179,50.14,17,21,44.74,236,246,48.96,11,6,64.71,516,618,45.5,6,10,37.5,7.28,92.46,0.997,109,244,204,775,34.82,221,339,378,36.89
2023-2024,Michael Amadio,VGK,R,73,892.4333333,901,936,49.05,621,623,49.92,439,401,52.26,40,35,53.33,38.19,34.87,52.28,404,408,49.75,159,158,50.16,14,17,45.16,245,250,49.49,19,12,61.29,546,542,50.18,7,6,53.85,9.11,91.27,1.004,140,181,128,616,52.24,252,255,241,51.12
2023-2024,Brenden Dillon,WPG,D,77,1222.983333,1195,1242,49.04,858,897,48.89,574,620,48.07,53,42,55.79,50.15,51.6,49.29,531,559,48.72,232,231,50.11,29,26,52.73,299,328,47.69,11,12,47.83,683,755,47.5,13,4,76.47,9.23,93.23,1.025,152,278,174,1027,46.63,280,390,392,41.67
2023-2024,Cole Smith,NSH,L,80,898.5,814,846,49.04,583,616,48.62,381,450,45.85,32,33,49.23,38.86,36.68,51.45,384,387,49.81,175,157,52.71,18,14,56.25,209,230,47.61,11,9,55,422,519,44.85,3,10,23.08,8.4,92.67,1.011,87,282,142,755,37.99,169,362,290,36.82
2023-2024,Shayne Gostisbehere,DET,D,81,1173.516667,1076,1119,49.02,757,831,47.67,518,580,47.18,42,47,47.19,44.6,49.77,47.26,488,533,47.8,170,196,46.45,18,28,39.13,318,337,48.55,17,15,53.13,670,627,51.66,7,4,63.64,8.11,91.9,1,159,256,133,901,54.45,345,377,308,52.83
2023-2024,Adam Pelech,NYI,D,58,976.8166667,973,1012,49.02,704,700,50.14,480,499,49.03,40,43,48.19,40.07,41.04,49.4,431,444,49.26,180,178,50.28,17,19,47.22,251,266,48.55,16,15,51.61,579,654,46.96,7,9,43.75,8.33,91.38,0.997,101,190,178,840,36.2,268,294,379,41.42
2023-2024,Juuso Valimaki,ARI,D,68,1134.266667,1078,1121,49.02,778,809,49.02,504,548,47.91,52,37,58.43,49.37,44.75,52.45,513,501,50.59,203,184,52.45,24,15,61.54,310,317,49.44,15,16,48.39,623,680,47.81,13,6,68.42,10.32,93.25,1.036,140,247,144,904,49.3,312,363,326,48.9
2023-2024,Alex Wennberg,"NYR, SEA",C,79,1039.033333,968,1009,48.96,678,710,48.85,476,488,49.38,45,40,52.94,39.04,40.91,48.83,440,450,49.44,175,189,48.08,19,24,44.19,265,261,50.38,15,10,60,587,626,48.39,11,6,64.71,9.45,91.8,1.013,188,207,212,740,47,313,296,380,45.17
2023-2024,Josh Norris,OTT,C,50,641.0833333,635,662,48.96,458,464,49.67,315,322,49.45,26,35,42.62,24.58,30.58,44.56,266,330,44.63,116,132,46.77,19,22,46.34,150,198,43.1,5,10,33.33,406,366,52.59,2,3,40,8.25,89.13,0.974,118,183,109,565,51.98,235,260,209,52.93
2023-2024,Adam Boqvist,CBJ,D,35,541.7833333,589,614,48.96,422,458,47.95,291,328,47.01,26,28,48.15,25.4,30.64,45.32,262,283,48.07,105,127,45.26,16,15,51.61,157,156,50.16,8,8,50,359,371,49.18,2,5,28.57,8.93,91.46,1.004,88,103,69,378,56.05,211,178,150,58.45
2023-2024,Jake DeBrusk,BOS,L,80,1012.966667,994,1037,48.94,707,743,48.76,495,494,50.05,40,31,56.34,48.38,41.33,53.93,496,469,51.4,211,192,52.36,26,11,70.27,285,277,50.71,8,13,38.1,543,613,46.97,6,7,46.15,8.08,93.72,1.018,189,245,174,778,52.07,308,300,331,48.2
2023-2024,Arber Xhekaj,MTL,D,44,632.7,619,646,48.93,436,457,48.82,310,322,49.05,32,24,57.14,29.46,28.68,50.67,279,296,48.52,137,116,54.15,15,14,51.72,142,180,44.1,10,8,55.56,366,338,51.99,6,2,75,10.32,92.55,1.029,78,110,54,443,59.09,192,177,152,55.81
2023-2024,Kevin Shattenkirk,BOS,D,61,838.3666667,804,840,48.91,572,578,49.74,391,373,51.18,37,37,50,36.75,33.11,52.61,395,358,52.46,176,136,56.41,23,18,56.1,219,222,49.66,9,12,42.86,450,466,49.13,5,7,41.67,9.46,90.08,0.995,132,149,83,724,61.4,270,221,206,56.72
2023-2024,Will Cuylle,NYR,L,81,875.9333333,806,842,48.91,573,592,49.18,405,400,50.31,29,32,47.54,33.3,35.03,48.73,354,379,48.29,138,151,47.75,16,12,57.14,216,228,48.65,8,13,38.1,480,462,50.96,5,7,41.67,7.16,92,0.992,148,186,73,796,66.97,230,248,198,53.74
2023-2024,Yegor Chinakhov,CBJ,R,53,650.5666667,659,689,48.89,463,485,48.84,323,351,47.92,33,28,54.1,26.69,30.44,46.71,306,323,48.65,106,124,46.09,16,9,64,200,199,50.13,13,12,52,364,415,46.73,4,7,36.36,10.22,92.02,1.022,112,182,113,431,49.78,207,234,202,50.61
2023-2024,Troy Terry,ANA,R,76,1095.75,1015,1062,48.87,747,768,49.31,518,523,49.76,43,52,45.26,42.36,48.34,46.7,440,520,45.83,168,210,44.44,26,28,48.15,272,310,46.74,13,19,40.63,610,632,49.11,4,5,44.44,8.3,90.06,0.984,134,211,133,773,50.19,291,293,296,49.57
2023-2024,James van Riemsdyk,BOS,L,71,768,746,781,48.85,545,561,49.28,384,366,51.2,30,21,58.82,38.64,32.44,54.36,380,358,51.49,188,142,56.97,23,11,67.65,192,216,47.06,6,3,66.67,396,455,46.53,1,7,12.5,7.81,94.26,1.021,132,176,106,684,55.46,208,220,213,49.41
2023-2024,Kevin Stenlund,FLA,C,81,776.3833333,682,714,48.85,465,511,47.64,351,340,50.8,16,32,33.33,25.65,31.85,44.61,252,317,44.29,107,147,42.13,7,20,25.93,145,170,46.03,6,11,35.29,431,418,50.77,2,1,66.67,4.56,90.59,0.951,117,175,103,687,53.18,191,236,240,44.32
2023-2024,Kyle Palmieri,NYI,C,82,1073.25,1137,1191,48.84,813,834,49.36,574,587,49.44,46,47,49.46,55.27,49.94,52.53,582,570,50.52,235,214,52.34,26,22,54.17,347,356,49.36,13,18,41.94,603,647,48.24,7,7,50,8.01,91.99,1,193,239,132,895,59.38,341,347,286,54.39
2023-2024,Tyler Motte,T.B,C,69,694.1833333,587,615,48.84,399,414,49.08,255,290,46.79,14,26,35,21.64,25.3,46.09,249,259,49.02,100,104,49.02,9,15,37.5,149,155,49.01,4,9,30.77,337,351,48.98,1,2,33.33,5.49,91.03,0.965,73,178,94,580,43.71,127,244,187,40.45
2023-2024,Henri Jokiharju,BUF,D,74,1273.85,1224,1283,48.82,883,918,49.03,619,593,51.07,59,45,56.73,51.34,57.28,47.26,562,607,48.08,197,271,42.09,19,25,43.18,365,336,52.07,31,15,67.39,759,751,50.26,8,5,61.54,9.53,92.41,1.019,193,269,195,923,49.74,427,382,386,52.52
2023-2024,Zach Werenski,CBJ,D,70,1337.783333,1465,1537,48.8,1030,1103,48.29,710,772,47.91,80,69,53.69,61.65,69.7,46.93,680,736,48.02,254,312,44.88,40,35,53.33,426,424,50.12,31,21,59.62,862,901,48.89,9,13,40.91,11.27,91.06,1.023,191,250,176,793,52.04,494,418,428,53.58
2023-2024,Alexandre Texier,CBJ,C,78,972.4,1034,1085,48.8,723,802,47.41,488,561,46.52,38,47,44.71,40.51,53.21,43.22,447,532,45.66,162,231,41.22,17,29,36.96,285,301,48.63,11,14,44,613,608,50.2,10,4,71.43,7.79,91.62,0.994,153,222,148,698,50.83,277,293,298,48.17
2023-2024,Pierre-Olivier Joseph,PIT,D,52,735.7,732,769,48.77,526,568,48.08,353,386,47.77,33,37,47.14,32.4,35.9,47.44,333,361,47.98,144,153,48.48,18,22,45,189,208,47.61,5,8,38.46,436,426,50.58,10,6,62.5,9.35,90.41,0.998,72,177,96,620,42.86,193,259,220,46.73
2023-2024,Jordan Harris,MTL,D,56,849.0833333,802,843,48.75,559,584,48.91,374,408,47.83,33,33,50,36.63,37.8,49.22,360,398,47.49,153,156,49.51,17,19,47.22,207,242,46.1,10,8,55.56,418,440,48.72,6,6,50,8.82,91.91,1.007,52,139,87,659,37.41,169,245,200,45.8
2023-2024,Mathieu Joseph,OTT,R,72,981.9166667,908,955,48.74,655,670,49.43,454,470,49.13,42,50,45.65,36.93,42.34,46.59,406,450,47.43,153,187,45,20,27,42.55,253,263,49.03,19,17,52.78,543,548,49.77,3,6,33.33,9.25,89.36,0.986,136,215,117,868,53.75,277,293,274,50.27
2023-2024,Alex DeBrincat,DET,R,82,1154.6,1162,1222,48.74,833,867,49,575,586,49.53,64,51,55.65,48.62,52.27,48.19,521,553,48.51,183,215,45.98,24,25,48.98,338,338,50,27,20,57.45,700,727,49.05,13,6,68.42,11.13,91.3,1.024,174,293,171,838,50.43,315,380,317,49.84
2023-2024,Jamie Drysdale,"ANA, PHI",D,34,539.4166667,553,582,48.72,394,395,49.94,266,256,50.96,11,30,26.83,20.59,24.67,45.49,226,258,46.69,95,109,46.57,2,13,13.33,131,149,46.79,7,10,41.18,364,318,53.37,2,7,22.22,4.14,88.28,0.924,88,114,52,415,62.86,210,156,130,61.76
2023-2024,Brendan Gallagher,MTL,R,77,925.4166667,945,995,48.71,659,670,49.59,451,462,49.4,34,47,41.98,47.73,44.65,51.67,451,467,49.13,220,200,52.38,19,30,38.78,231,267,46.39,11,15,42.31,499,539,48.07,3,2,60,7.54,89.83,0.974,128,207,140,699,47.76,252,286,272,48.09
2023-2024,Ian Cole,VAN,D,78,1204.333333,1065,1123,48.67,790,762,50.9,530,534,49.81,53,42,55.79,51.03,44.04,53.68,524,477,52.35,241,191,55.79,32,25,56.14,283,286,49.74,14,12,53.85,565,715,44.14,7,5,58.33,10,92.13,1.021,81,229,187,1100,30.22,240,366,384,38.46
2023-2024,Brock Nelson,NYI,C,82,1140.966667,1194,1260,48.66,847,895,48.62,609,623,49.43,55,49,52.88,52.87,54.14,49.4,580,585,49.79,215,229,48.42,29,27,51.79,365,356,50.62,19,14,57.58,676,685,49.67,7,8,46.67,9.03,92.13,1.012,215,227,134,916,61.6,370,354,291,55.98
2023-2024,Aliaksei Protas,WSH,C,78,950.1666667,900,950,48.65,640,670,48.85,449,462,49.29,42,42,50,42.05,40.54,50.91,430,421,50.53,178,173,50.71,25,27,48.08,252,248,50.4,9,12,42.86,463,581,44.35,8,3,72.73,9.35,90.91,1.003,110,237,166,741,39.86,197,304,302,39.48
2023-2024,Emil Bemstrom,"CBJ, PIT","C, R",56,545.5666667,514,544,48.58,366,371,49.66,255,263,49.23,21,24,46.67,19.66,22.52,46.61,214,239,47.24,75,92,44.91,8,13,38.1,139,147,48.6,6,9,40,322,310,50.95,7,2,77.78,8.24,90.87,0.991,80,99,64,485,55.56,163,151,142,53.44
2023-2024,Ryan Lindgren,NYR,D,76,1222.566667,1122,1189,48.55,830,841,49.67,568,573,49.78,55,43,56.12,46.35,56.61,45.02,524,574,47.72,208,250,45.41,21,24,46.67,316,324,49.38,21,14,60,711,675,51.3,13,5,72.22,9.68,92.5,1.022,168,185,185,932,47.59,433,328,372,53.79
2023-2024,Matias Maccelli,ARI,L,82,1098.433333,1051,1114,48.55,765,813,48.48,521,553,48.51,51,40,56.04,51.28,48.85,51.22,512,509,50.15,232,201,53.58,26,21,55.32,280,308,47.62,18,15,54.55,583,687,45.91,7,4,63.64,9.79,92.77,1.026,140,288,176,780,44.3,283,378,368,43.47
2023-2024,Boone Jenner,CBJ,C,58,834.1333333,884,937,48.54,617,657,48.43,414,464,47.15,39,41,48.75,37.28,39.84,48.34,407,420,49.21,141,168,45.63,23,21,52.27,266,252,51.35,10,12,45.45,512,544,48.48,6,8,42.86,9.42,91.16,1.006,150,208,146,494,50.68,254,270,278,47.74
2023-2024,Charlie McAvoy,BOS,D,74,1337.2,1288,1366,48.53,939,974,49.09,647,675,48.94,66,52,55.93,61.48,57.67,51.6,666,647,50.72,270,283,48.82,39,34,53.42,396,364,52.11,19,14,57.58,766,770,49.87,8,4,66.67,10.2,92.3,1.025,275,243,192,1020,58.89,548,364,402,57.68
2023-2024,Jamie Oleksiak,SEA,D,82,1314.7,1296,1376,48.5,922,982,48.42,637,660,49.11,51,57,47.22,56.14,56.28,49.94,595,618,49.05,256,245,51.1,30,28,51.72,339,373,47.61,14,17,45.16,700,916,43.32,7,12,36.84,8.01,91.36,0.994,93,249,265,1101,25.98,289,375,546,34.61
2023-2024,Alexander Holtz,N.J,R,82,835.5833333,770,818,48.49,551,610,47.46,374,414,47.46,32,36,47.06,33.6,36.47,47.95,326,371,46.77,138,159,46.46,19,21,47.5,188,212,47,8,8,50,482,456,51.39,5,7,41.67,8.56,91.3,0.999,161,151,72,764,69.1,261,192,190,57.87
2023-2024,Johnny Gaudreau,CBJ,L,81,1176.333333,1216,1292,48.48,874,921,48.69,599,654,47.81,60,69,46.51,55.83,56.95,49.5,576,607,48.69,228,238,48.93,30,30,50,348,369,48.54,20,27,42.55,702,744,48.55,10,12,45.45,10.02,89.45,0.995,222,296,186,716,54.41,397,382,358,52.58
2023-2024,Mark Scheifele,WPG,C,74,1192.516667,1180,1254,48.48,863,943,47.79,594,650,47.75,59,45,56.73,53.16,62.45,45.98,557,614,47.57,237,289,45.06,33,32,50.77,320,325,49.61,20,9,68.97,745,680,52.28,6,4,60,9.93,93.08,1.03,271,210,131,724,67.41,486,290,307,61.29
2023-2024,Ivan Provorov,CBJ,D,82,1393.083333,1362,1448,48.47,989,1016,49.33,676,717,48.53,60,63,48.78,59.77,67.25,47.05,616,703,46.7,222,288,43.53,29,30,49.15,394,415,48.7,18,24,42.86,758,795,48.81,13,9,59.09,8.88,91.21,1.001,134,263,180,949,42.68,363,424,396,47.83
2023-2024,Sam Lafferty,VAN,C,79,858.3,739,786,48.46,512,569,47.36,350,383,47.75,32,32,50,30.58,33.48,47.74,335,337,49.85,137,143,48.93,24,17,58.54,198,194,50.51,3,11,21.43,425,479,47.01,5,4,55.56,9.14,91.64,1.008,106,182,102,852,50.96,204,270,205,49.88
2023-2024,Lawson Crouse,ARI,L,81,1008.333333,1003,1067,48.45,725,778,48.24,500,522,48.92,40,45,47.06,44.58,45.11,49.7,473,490,49.12,197,201,49.5,23,19,54.76,276,289,48.85,12,16,42.86,564,659,46.12,5,10,33.33,8,91.38,0.994,146,276,173,737,45.77,271,351,365,42.61
2023-2024,K'Andre Miller,NYR,D,80,1456.333333,1438,1530,48.45,1009,1072,48.49,707,737,48.96,56,68,45.16,58.92,61.99,48.73,663,683,49.26,266,269,49.72,29,36,44.62,397,414,48.95,16,23,41.03,821,897,47.79,11,9,55,7.92,90.77,0.987,152,376,175,967,46.48,409,529,453,47.45
2023-2024,Cole Caufield,MTL,R,82,1199.983333,1193,1273,48.38,867,913,48.71,602,614,49.51,58,44,56.86,55.34,57.09,49.22,563,648,46.49,210,246,46.05,29,16,64.44,353,402,46.75,22,22,50,710,650,52.21,6,6,50,9.63,92.83,1.025,236,293,139,771,62.93,382,395,308,55.36
2023-2024,Ryan Johansen,COL,C,63,686.5,625,667,48.37,421,477,46.88,303,329,47.94,22,25,46.81,22.44,27.58,44.86,248,270,47.88,106,128,45.3,12,15,44.44,142,142,50,2,6,25,407,420,49.21,8,4,66.67,7.26,92.4,0.997,119,123,107,569,52.65,188,192,234,44.55
2023-2024,Colin Blackwell,CHI,C,44,540.1,487,520,48.36,344,369,48.25,248,239,50.92,13,17,43.33,19.01,21.7,46.69,205,252,44.86,80,112,41.67,10,9,52.63,125,140,47.17,2,3,40,295,321,47.89,1,5,16.67,5.24,92.89,0.981,72,122,95,387,43.11,144,175,203,41.5
2023-2024,Alex Kerfoot,ARI,C,82,1027.15,959,1024,48.36,655,732,47.22,425,503,45.8,43,49,46.74,39.78,44.58,47.15,454,489,48.14,185,180,50.68,28,21,57.14,269,309,46.54,8,19,29.63,567,607,48.3,7,9,43.75,10.12,90.26,1.004,169,226,197,749,46.17,303,310,346,46.69
2023-2024,Erik Johnson,"BUF, PHI",D,67,790.4666667,731,781,48.35,519,551,48.5,371,369,50.14,28,44,38.89,32.49,35.74,47.62,348,361,49.08,148,167,46.98,11,24,31.43,200,194,50.76,9,14,39.13,391,446,46.71,8,6,57.14,7.55,88.08,0.956,105,140,107,754,49.53,200,210,212,48.54
2023-2024,Curtis Lazar,N.J,C,71,781.4333333,689,736,48.35,476,535,47.08,340,361,48.5,33,29,53.23,34.43,31.09,52.55,304,308,49.67,142,132,51.82,24,16,60,162,176,47.93,2,10,16.67,413,461,47.25,7,3,70,9.71,91.97,1.017,107,205,156,694,40.68,191,257,252,43.12
2023-2024,Radko Gudas,ANA,D,66,1055.066667,980,1049,48.3,707,734,49.06,472,496,48.76,46,41,52.87,39.79,40.01,49.86,402,480,45.58,164,193,45.94,28,22,56,238,287,45.33,13,12,52,561,629,47.14,5,7,41.67,9.75,91.73,1.015,68,220,154,825,30.63,222,309,338,39.64
2023-2024,Boris Katchouk,"CHI, OTT",L,59,601.55,566,606,48.29,390,417,48.33,275,290,48.67,15,24,38.46,22.5,24.24,48.14,269,291,48.04,103,117,46.82,10,13,43.48,166,174,48.82,3,6,33.33,302,330,47.78,2,5,28.57,5.45,91.72,0.972,71,90,72,550,49.65,144,142,165,46.6
2023-2024,Urho Vaakanainen,ANA,D,68,1029.25,928,995,48.26,667,711,48.4,462,489,48.58,41,44,48.24,35.91,39.49,47.63,374,432,46.4,152,194,43.93,21,25,45.65,222,238,48.26,14,12,53.85,558,618,47.45,6,7,46.15,8.87,91,0.999,82,220,144,865,36.28,238,297,317,42.88
2023-2024,Adam Henrique,"ANA, EDM",C,82,996.8666667,897,964,48.2,635,718,46.93,440,487,47.46,46,37,55.42,39.52,44.79,46.87,418,453,47.99,187,205,47.7,31,23,57.41,231,248,48.23,11,7,61.11,523,587,47.12,4,7,36.36,10.45,92.4,1.029,141,245,167,709,45.78,278,329,353,44.06
2023-2024,Jason Zucker,"ARI, NSH",L,69,817.3666667,780,840,48.15,580,624,48.17,396,441,47.31,32,36,47.06,36.55,35.81,50.51,381,408,48.29,150,161,48.23,18,19,48.65,231,247,48.33,8,12,40,434,496,46.67,6,5,54.55,8.08,91.84,0.999,124,164,118,681,51.24,223,227,255,46.65
2023-2024,Sean Monahan,"MTL, WPG",C,83,1043.166667,1037,1119,48.1,746,788,48.63,507,528,48.99,53,41,56.38,46.85,51.29,47.74,462,524,46.86,211,223,48.62,34,24,58.62,251,301,45.47,16,13,55.17,618,649,48.78,3,4,42.86,10.45,92.23,1.027,173,205,215,756,44.59,310,304,408,43.18
2023-2024,Danton Heinen,BOS,L,74,930.75,860,928,48.1,625,687,47.64,443,464,48.84,47,33,58.75,39.86,42.5,48.39,411,418,49.58,164,187,46.72,22,19,53.66,247,231,51.67,19,9,67.86,466,553,45.73,6,5,54.55,10.61,92.89,1.035,128,201,147,770,46.55,231,273,281,45.12
2023-2024,Johnathan Kovacevic,MTL,D,62,863.4166667,831,897,48.09,575,635,47.52,403,456,46.92,39,29,57.35,35.91,40.6,46.93,369,421,46.71,151,179,45.76,14,19,42.42,218,242,47.39,18,5,78.26,443,498,47.08,6,5,54.55,9.68,93.64,1.033,65,146,109,662,37.36,169,244,270,38.5
2023-2024,Alex Pietrangelo,VGK,D,64,1095.266667,1168,1262,48.07,833,848,49.55,592,584,50.34,55,61,47.41,49.73,50.75,49.49,557,577,49.12,227,221,50.67,29,31,48.33,330,356,48.1,20,21,48.78,695,715,49.29,6,9,40,9.29,89.55,0.988,184,236,156,712,54.12,394,341,333,54.2
2023-2024,Oliver Kylington,CGY,D,33,526.4666667,549,593,48.07,389,417,48.26,261,285,47.8,21,27,43.75,24.3,24.78,49.51,262,257,50.48,99,102,49.25,10,9,52.63,163,155,51.26,7,12,36.84,326,336,49.24,4,6,40,8.05,90.53,0.986,68,103,52,519,56.67,175,155,129,57.57
2023-2024,Sonny Milano,WSH,L,49,557.2,492,532,48.05,341,366,48.23,221,252,46.72,25,19,56.82,21.9,20.9,51.17,246,239,50.72,92,95,49.2,14,14,50,154,144,51.68,7,3,70,263,292,47.39,4,2,66.67,11.31,92.46,1.038,85,97,54,466,61.15,150,131,124,54.74
2023-2024,Joey Anderson,CHI,R,55,669.15,551,596,48.04,374,415,47.4,272,282,49.1,27,24,52.94,21.3,24.14,46.88,251,285,46.83,92,118,43.81,19,14,57.58,159,167,48.77,6,3,66.67,303,354,46.12,2,7,22.22,9.93,91.49,1.014,81,168,120,503,40.3,146,225,224,39.46
2023-2024,Zach Whitecloud,VGK,D,61,954.8,870,941,48.04,616,657,48.39,443,448,49.72,34,37,47.89,36.21,33.38,52.03,401,389,50.76,160,136,54.05,21,15,58.33,241,253,48.79,10,12,45.45,478,591,44.71,3,10,23.08,7.67,91.74,0.994,95,182,133,733,41.67,222,282,273,44.85
2023-2024,Kirill Marchenko,CBJ,R,78,1019.866667,1016,1099,48.04,689,778,46.97,487,546,47.14,49,35,58.33,40.29,50.4,44.43,443,515,46.24,152,214,41.53,22,19,53.66,291,301,49.16,16,10,61.54,587,642,47.76,11,6,64.71,10.06,93.59,1.037,182,258,146,693,55.49,331,337,280,54.17
2023-2024,Brendan Smith,N.J,D,63,820.1166667,750,812,48.02,529,583,47.57,362,409,46.95,40,50,44.44,31.79,35.79,47.04,315,376,45.59,130,147,46.93,19,25,43.18,185,229,44.69,14,18,43.75,450,466,49.13,7,7,50,11.05,87.78,0.988,78,147,126,744,38.24,190,222,264,41.85
2023-2024,Blake Wheeler,NYR,R,54,620.5333333,588,637,48,425,465,47.75,298,308,49.17,26,25,50.98,24.52,28.59,46.17,275,296,48.16,108,132,45,10,11,47.62,167,164,50.45,11,10,52.38,352,352,50,5,4,55.56,8.72,91.88,1.006,135,147,69,509,66.18,204,194,161,55.89
2023-2024,Alex Ovechkin,WSH,L,79,1104.3,1107,1200,47.98,760,874,46.51,513,599,46.13,41,61,40.2,47.57,55.89,45.98,519,553,48.41,221,233,48.68,26,39,40,298,320,48.22,10,15,40,718,597,54.6,5,7,41.67,7.99,89.82,0.978,302,261,60,830,83.43,533,354,184,74.34
2023-2024,Elias Lindholm,"CGY, VAN",C,75,994.4166667,946,1026,47.97,672,718,48.35,456,483,48.56,39,46,45.88,35.07,43.47,44.65,416,469,47.01,152,191,44.31,15,25,37.5,264,278,48.71,16,13,55.17,654,618,51.42,8,8,50,8.55,90.48,0.99,193,187,201,787,48.98,369,285,387,48.81
2023-2024,Michael McCarron,NSH,R,70,780.4166667,718,779,47.96,532,552,49.08,360,409,46.81,32,31,50.79,33.98,33.61,50.27,344,348,49.71,165,137,54.64,17,12,58.62,179,211,45.9,12,13,48,368,455,44.71,2,6,25,8.89,92.42,1.013,71,204,117,667,37.77,140,278,250,35.9
2023-2024,Mark Stone,VGK,R,56,732.8,750,814,47.95,544,561,49.23,395,387,50.51,38,31,55.07,33.65,32.65,50.75,369,351,51.25,149,144,50.85,24,18,57.14,220,207,51.52,12,9,57.14,446,487,47.8,2,4,33.33,9.62,91.99,1.016,153,145,113,461,57.52,286,217,225,55.97
2023-2024,Ivan Barbashev,VGK,C,82,1143.733333,1171,1272,47.93,837,864,49.21,606,616,49.59,62,45,57.94,50.91,52.2,49.37,566,591,48.92,212,224,48.62,38,22,63.33,354,367,49.1,21,14,60,677,704,49.02,3,9,25,10.23,92.69,1.029,214,208,124,779,63.31,392,320,294,57.14
2023-2024,Pavel Zacha,BOS,C,78,983.4333333,938,1022,47.86,709,758,48.33,482,523,47.96,56,33,62.92,44.12,47.01,48.41,463,485,48.84,184,201,47.79,34,20,62.96,279,284,49.56,13,9,59.09,570,585,49.35,9,4,69.23,11.62,93.69,1.053,228,180,152,744,60,358,240,296,54.74
2023-2024,Bobby Brink,PHI,R,57,642.5166667,578,630,47.85,427,420,50.41,298,292,50.51,27,22,55.1,25.97,27.93,48.19,259,294,46.84,112,122,47.86,16,11,59.26,147,172,46.08,8,8,50,331,354,48.32,3,3,50,9.06,92.47,1.015,116,125,76,531,60.42,184,175,164,52.87
2023-2024,Jani Hakanpää,DAL,D,64,954.7166667,897,979,47.81,636,677,48.44,448,472,48.7,47,46,50.54,36.56,36.28,50.19,422,425,49.82,148,152,49.33,22,25,46.81,274,273,50.09,19,14,57.58,460,591,43.77,6,7,46.15,10.49,90.25,1.007,62,207,156,843,28.44,177,323,338,34.37
2023-2024,Juraj Slafkovsky,MTL,L,82,1175.583333,1148,1254,47.79,848,909,48.26,585,616,48.71,53,53,50,55.16,57.39,49.01,550,636,46.37,222,247,47.33,29,22,56.86,328,389,45.75,17,24,41.46,674,658,50.6,6,7,46.15,9.06,91.4,1.005,223,256,150,727,59.79,366,362,323,53.12
2023-2024,Cole Sillinger,CBJ,C,77,987.15,986,1078,47.77,714,781,47.76,491,552,47.08,43,45,48.86,39.8,51.04,43.82,436,528,45.23,159,208,43.32,22,23,48.89,277,320,46.4,14,18,43.75,598,612,49.42,7,4,63.64,8.76,91.85,1.006,171,255,154,663,52.62,316,332,278,53.2
