Year,Player,Team,Position,GP,TOI,CF,CA,CF%,FF,FA,FF%,SF,SA,SF%,GF,GA,GF%,xGF,xGA,xGF%,SCF,SCA,SCF%,HDCF,HDCA,HDCF%,HDGF,HDGA,HDGF%,MDCF,MDCA,MDCF%,MDGF,MDGA,MDGF%,LDCF,LDCA,LDCF%,LDGF,LDGA,LDGF%,On-Ice SH%,On-Ice SV%,PDO,Off. Zone Starts,Neu. Zone Starts,Def. Zone Starts,On The Fly Starts,Off. Zone Start %,Off. Zone Faceoffs,Neu. Zone Faceoffs,Def. Zone Faceoffs,Off. Zone Faceoff %
2023-2024,Sam Steel,DAL,C,77,860.05,817,743,52.37,586,523,52.84,390,350,52.7,29,34,46.03,32.02,28.29,53.09,344,315,52.2,129,128,50.19,11,17,39.29,215,187,53.48,14,14,50,465,443,51.21,4,3,57.14,7.44,90.29,0.977,81,195,96,719,45.76,166,280,235,41.4
2023-2024,Anthony Cirelli,T.B,C,79,1091.55,1119,1018,52.36,767,712,51.86,515,493,51.09,49,54,47.57,46.69,42.89,52.12,524,463,53.09,209,180,53.73,24,24,50,315,283,52.68,16,21,43.24,628,624,50.16,9,9,50,9.51,89.05,0.986,160,306,214,681,42.78,277,409,373,42.62
2023-2024,Vince Dunn,SEA,D,59,1113.766667,1213,1106,52.31,818,836,49.46,564,570,49.74,46,33,58.23,47.45,48.48,49.46,541,483,52.83,196,208,48.51,21,21,50,345,275,55.65,13,9,59.09,756,657,53.5,12,3,80,8.16,94.21,1.024,182,253,117,763,60.87,422,340,283,59.86
2023-2024,Jaden Schwartz,SEA,C,62,825.2666667,811,740,52.29,560,557,50.13,376,384,49.47,29,30,49.15,33.83,32.08,51.33,370,322,53.47,148,135,52.3,12,19,38.71,222,187,54.28,7,9,43.75,473,493,48.96,10,2,83.33,7.71,92.19,0.999,161,151,133,630,54.76,265,208,262,50.28
2023-2024,Joe Pavelski,DAL,C,82,1085.316667,1145,1047,52.24,812,741,52.29,542,501,51.97,54,46,54,48.48,41.15,54.09,527,433,54.9,207,165,55.65,27,23,54,320,268,54.42,19,20,48.72,727,671,52,8,3,72.73,9.96,90.82,1.008,210,226,169,807,55.41,404,330,380,51.53
2023-2024,Casey Mittelstadt,"BUF, COL",C,80,1136.816667,1111,1016,52.23,822,737,52.73,570,500,53.27,68,53,56.2,49.01,46.22,51.46,534,465,53.45,214,204,51.2,27,30,47.37,320,261,55.08,29,14,67.44,671,594,53.04,12,9,57.14,11.93,89.4,1.013,221,237,167,762,56.96,389,328,335,53.73
2023-2024,Joel Eriksson Ek,MIN,C,77,995.4333333,1035,947,52.22,750,668,52.89,531,441,54.63,57,42,57.58,44.87,36.41,55.2,481,414,53.74,197,153,56.29,25,16,60.98,284,261,52.11,24,13,64.86,607,618,49.55,8,13,38.1,10.73,90.48,1.012,193,272,176,566,52.3,342,380,337,50.37
2023-2024,Jamie Benn,DAL,L,82,905.2,1022,936,52.2,719,656,52.29,494,451,52.28,40,36,52.63,48.21,38.06,55.88,491,403,54.92,200,157,56.02,23,19,54.76,291,246,54.19,12,10,54.55,630,576,52.24,5,7,41.67,8.1,92.02,1.001,191,203,167,770,53.35,352,301,332,51.46
2023-2024,Kiefer Sherwood,NSH,L,68,772.75,782,716,52.2,572,521,52.33,389,376,50.85,36,20,64.29,33.87,31.56,51.77,349,338,50.8,146,128,53.28,17,8,68,203,210,49.15,14,6,70,439,382,53.47,5,6,45.45,9.25,94.68,1.039,91,222,91,644,50,169,295,202,45.55
2023-2024,Brayden Point,T.B,C,81,1222.116667,1309,1200,52.17,947,874,52,650,636,50.54,70,75,48.28,59.76,58.06,50.72,661,594,52.67,270,242,52.73,40,37,51.95,391,352,52.62,19,24,44.19,744,625,54.35,11,13,45.83,10.77,88.21,0.99,240,215,120,891,66.67,438,321,266,62.22
2023-2024,Michael Eyssimont,T.B,C,81,912.75,913,838,52.14,617,587,51.25,417,410,50.42,34,27,55.74,34.24,37.25,47.9,408,396,50.75,164,156,51.25,22,10,68.75,244,240,50.41,8,10,44.44,499,479,51.02,4,7,36.36,8.15,93.41,1.016,123,270,134,747,47.86,199,354,252,44.12
2023-2024,Jonas Siegenthaler,N.J,D,57,949.8833333,980,900,52.13,675,669,50.22,469,448,51.15,31,41,43.06,42.29,43.22,49.46,423,418,50.3,182,177,50.7,15,23,39.47,241,241,50,9,12,42.86,613,513,54.44,7,6,53.85,6.61,90.85,0.975,114,230,123,764,48.1,302,323,272,52.61
2023-2024,Valtteri Puustinen,PIT,R,52,533.0833333,546,502,52.1,390,354,52.42,268,232,53.6,25,19,56.82,23.91,19.47,55.11,251,210,54.45,104,76,57.78,13,11,54.17,147,134,52.31,6,4,60,297,305,49.34,6,4,60,9.33,91.81,1.011,68,125,56,528,54.84,121,174,131,48.02
2023-2024,Evgeni Malkin,PIT,C,82,1150.566667,1219,1122,52.07,857,828,50.86,595,556,51.69,57,48,54.29,53.78,49.28,52.18,576,541,51.57,241,207,53.79,23,35,39.66,335,334,50.07,18,4,81.82,700,575,54.9,16,9,64,9.58,91.37,1.009,192,203,77,1013,71.38,376,339,221,62.98
2023-2024,Evander Kane,EDM,L,77,1108.133333,1161,1069,52.06,812,778,51.07,561,558,50.13,44,45,49.44,55.01,49.28,52.75,549,539,50.46,257,208,55.27,26,28,48.15,292,331,46.87,11,12,47.83,680,558,54.93,7,5,58.33,7.84,91.94,0.998,189,242,134,663,58.51,372,350,316,54.07
2023-2024,Marcus Foligno,MIN,L,55,635.3333333,594,547,52.06,411,378,52.09,277,243,53.27,22,20,52.38,22.92,21.15,52.01,255,220,53.68,99,83,54.4,15,12,55.56,156,137,53.24,5,4,55.56,351,392,47.24,2,4,33.33,7.94,91.77,0.997,93,151,125,401,42.66,171,217,220,43.73
2023-2024,John Tavares,TOR,C,80,1107.933333,1208,1114,52.02,857,805,51.56,611,561,52.13,50,41,54.95,57.05,47.43,54.6,598,479,55.52,264,205,56.29,26,23,53.06,334,274,54.93,19,10,65.52,716,647,52.53,5,8,38.46,8.18,92.69,1.009,191,248,157,791,54.89,373,347,330,53.06
2023-2024,Peyton Krebs,BUF,C,80,903.8166667,866,800,51.98,625,585,51.65,416,379,52.33,31,30,50.82,33.54,36.75,47.72,374,398,48.45,150,167,47.32,9,15,37.5,224,231,49.23,14,10,58.33,520,449,53.66,8,5,61.54,7.45,92.08,0.995,150,189,136,660,52.45,265,239,250,51.46
2023-2024,Ryan Suter,DAL,D,82,1403.833333,1417,1311,51.94,1018,966,51.31,674,658,50.6,61,54,53.04,60.97,52.22,53.86,649,578,52.89,275,229,54.56,32,33,49.23,374,349,51.73,20,15,57.14,854,820,51.02,9,6,60,9.05,91.79,1.008,166,275,178,1029,48.26,432,415,448,49.09
2023-2024,Mathew Barzal,NYI,C,80,1270.2,1426,1321,51.91,1079,928,53.76,759,647,53.98,62,54,53.45,63.65,57.11,52.71,650,622,51.1,273,248,52.4,23,27,46,377,374,50.2,24,17,58.54,898,728,55.23,15,10,60,8.17,91.65,0.998,202,205,127,982,61.4,440,307,299,59.54
2023-2024,Vincent Desharnais,EDM,D,78,1051.966667,963,892,51.91,674,628,51.77,479,432,52.58,29,30,49.15,44.21,37.8,53.91,448,417,51.79,211,154,57.81,20,14,58.82,237,263,47.4,3,12,20,561,504,52.68,6,4,60,6.05,93.06,0.991,134,236,143,761,48.38,300,335,300,50
2023-2024,Michael Kesselring,ARI,D,65,986.7,988,918,51.84,710,683,50.97,464,451,50.71,51,38,57.3,41,42.36,49.19,459,426,51.86,174,181,49.01,24,16,60,285,245,53.77,17,16,51.52,580,550,51.33,10,6,62.5,10.99,91.57,1.026,143,235,132,870,52,301,326,259,53.75
2023-2024,Victor Hedman,T.B,D,78,1358.316667,1452,1350,51.82,1040,979,51.51,695,694,50.04,72,60,54.55,64.08,65.72,49.37,687,643,51.65,287,263,52.18,40,29,57.97,400,380,51.28,19,21,47.5,858,742,53.63,13,10,56.52,10.36,91.35,1.017,192,227,153,1000,55.65,492,391,348,58.57
2023-2024,Jared McCann,SEA,L,80,952.3,1004,934,51.81,683,688,49.82,484,458,51.38,43,41,51.19,36.95,39.52,48.32,451,395,53.31,155,159,49.36,20,24,45.45,296,236,55.64,14,11,56,606,605,50.04,9,6,60,8.88,91.05,0.999,182,174,135,784,57.41,318,244,300,51.46
2023-2024,Adam Larsson,SEA,D,81,1530.066667,1568,1459,51.8,1022,1100,48.16,694,748,48.13,57,49,53.77,60.56,64.12,48.57,704,645,52.19,253,267,48.65,26,28,48.15,451,378,54.4,16,17,48.48,972,862,53,15,4,78.95,8.21,93.45,1.017,237,339,158,1028,60,564,464,372,60.26
2023-2024,Jakob Silfverberg,ANA,R,81,778.8833333,708,659,51.79,508,491,50.85,328,342,48.96,18,16,52.94,29.33,28.64,50.59,296,292,50.34,123,140,46.77,11,11,50,173,152,53.23,4,4,50,437,425,50.7,3,1,75,5.49,95.32,1.008,123,187,111,652,52.56,205,252,250,45.05
2023-2024,Bo Horvat,NYI,C,81,1201.316667,1375,1280,51.79,1030,903,53.29,725,621,53.86,61,49,55.45,61.12,53.41,53.36,634,601,51.34,264,243,52.07,24,24,50,370,358,50.82,22,15,59.46,876,715,55.06,15,10,60,8.41,92.11,1.005,221,205,155,947,58.78,448,304,355,55.79
2023-2024,Owen Tippett,PHI,R,78,1012.533333,1116,1039,51.79,839,688,54.94,591,480,55.18,51,54,48.57,46.3,43.18,51.74,485,443,52.26,206,180,53.37,26,30,46.43,279,263,51.48,12,17,41.38,716,622,53.51,13,7,65,8.63,88.75,0.974,204,242,123,846,62.39,411,345,277,59.74
2023-2024,Nick Seeler,PHI,D,71,1025.466667,1193,1111,51.78,870,706,55.2,620,472,56.78,49,45,52.13,49.58,41.18,54.63,510,484,51.31,225,182,55.28,29,24,54.72,285,302,48.55,14,14,50,702,641,52.27,6,7,46.15,7.9,90.47,0.984,120,176,129,1007,48.19,332,281,272,54.97
2023-2024,Chris Kreider,NYR,L,82,1032.916667,1093,1019,51.75,796,724,52.37,543,497,52.21,51,37,57.95,45.76,44.92,50.46,486,474,50.63,208,201,50.86,22,22,50,278,273,50.45,20,14,58.82,700,587,54.39,9,1,90,9.39,92.56,1.019,250,294,152,739,62.19,397,381,299,57.04
2023-2024,Shea Theodore,VGK,D,47,834.1,886,827,51.72,635,564,52.96,444,392,53.11,40,28,58.82,40.4,35.31,53.36,409,399,50.62,151,154,49.51,20,12,62.5,258,245,51.29,16,10,61.54,566,452,55.6,4,6,40,9.01,92.86,1.019,160,172,123,553,56.54,332,263,242,57.84
2023-2024,Andreas Englund,L.A,D,82,1000.683333,991,925,51.72,711,671,51.45,492,472,51.04,34,42,44.74,41.8,38.71,51.92,462,414,52.74,175,181,49.16,18,27,40,287,233,55.19,9,10,47.37,591,529,52.77,7,5,58.33,6.91,91.1,0.98,140,162,110,782,56,331,263,243,57.67
2023-2024,Evgenii Dadonov,DAL,R,51,614.9166667,619,578,51.71,425,416,50.54,280,299,48.36,25,31,44.64,24.39,23.1,51.35,283,254,52.7,117,91,56.25,14,14,50,166,163,50.46,10,10,50,373,342,52.17,1,7,12.5,8.93,89.63,0.986,102,126,93,482,52.31,192,196,187,50.66
2023-2024,John Marino,N.J,D,75,1271.15,1201,1122,51.7,842,847,49.85,574,601,48.85,53,71,42.74,56.84,54.08,51.24,573,515,52.67,244,245,49.9,37,40,48.05,329,270,54.92,11,23,32.35,690,650,51.49,5,8,38.46,9.23,88.19,0.974,135,337,177,985,43.27,324,474,373,46.48
2023-2024,Calvin de Haan,T.B,D,59,849.05,809,757,51.66,542,507,51.67,368,357,50.76,30,39,43.48,33.9,31.58,51.77,405,333,54.88,159,133,54.45,20,20,50,246,200,55.16,8,14,36.36,391,442,46.94,2,4,33.33,8.15,89.08,0.972,66,198,101,731,39.52,151,288,229,39.74
2023-2024,Mattias Samuelsson,BUF,D,41,698.4833333,686,642,51.66,516,456,53.09,361,316,53.32,28,28,50,30.77,29.33,51.2,294,325,47.5,131,131,50,14,15,48.28,163,194,45.66,10,7,58.82,419,369,53.17,4,6,40,7.76,91.14,0.989,95,179,97,499,49.48,216,232,221,49.43
2023-2024,Chris Tanev,"CGY, DAL",D,75,1231.433333,1220,1143,51.63,888,768,53.62,615,517,54.33,55,45,55,53.66,45.3,54.23,584,527,52.57,227,198,53.41,32,20,61.54,357,329,52.04,17,17,50,719,711,50.28,6,7,46.15,8.94,91.3,1.002,131,297,219,1120,37.43,337,440,465,42.02
2023-2024,Marco Rossi,MIN,C,82,1141.5,1130,1060,51.6,800,748,51.68,543,529,50.65,44,39,53.01,45.13,40.22,52.88,504,460,52.28,210,165,56,27,17,61.36,294,295,49.92,11,13,45.83,668,638,51.15,6,9,40,8.1,92.63,1.007,153,198,88,767,63.49,356,290,249,58.84
2023-2024,Yakov Trenin,"COL, NSH",C,76,935.1,941,883,51.59,664,634,51.16,445,453,49.55,33,26,55.93,40.13,37.2,51.9,424,375,53.07,177,168,51.3,16,18,47.06,247,207,54.41,8,3,72.73,520,603,46.3,9,5,64.29,7.42,94.26,1.017,75,214,154,771,32.75,173,298,326,34.67
2023-2024,Dylan Larkin,DET,C,68,954.6666667,1009,947,51.58,740,693,51.64,503,491,50.6,55,50,52.38,40.14,42.91,48.33,429,434,49.71,140,181,43.61,16,26,38.1,289,253,53.32,25,18,58.14,638,582,52.3,14,6,70,10.93,89.82,1.008,141,252,159,659,47,273,335,311,46.75
2023-2024,Owen Power,BUF,D,76,1388.816667,1413,1328,51.55,992,971,50.53,672,665,50.26,72,61,54.14,56.4,59.9,48.5,641,623,50.71,233,273,46.05,27,30,47.37,408,350,53.83,31,25,55.36,843,777,52.04,14,6,70,10.71,90.83,1.015,216,224,193,1012,52.81,451,335,388,53.75
2023-2024,Anthony Mantha,"VGK, WSH",R,74,917.1166667,906,852,51.54,652,585,52.71,440,401,52.32,50,36,58.14,41.91,33.85,55.32,396,371,51.63,181,134,57.46,32,19,62.75,215,237,47.57,12,11,52.17,517,475,52.12,6,6,50,11.36,91.02,1.024,113,193,117,682,49.13,206,259,222,48.13
2023-2024,Nicolas Roy,VGK,C,70,831.6833333,836,786,51.54,549,553,49.82,382,379,50.2,34,31,52.31,33.16,29.81,52.66,386,349,52.52,150,125,54.55,22,11,66.67,236,224,51.3,8,17,32,460,456,50.22,4,3,57.14,8.9,91.82,1.007,101,214,139,598,42.08,190,287,248,43.38
2023-2024,Nick Schmaltz,ARI,C,79,1142.383333,1082,1019,51.5,777,761,50.52,502,524,48.93,45,48,48.39,46.7,48.56,49.02,520,505,50.73,202,216,48.33,22,25,46.81,318,289,52.39,15,17,46.88,622,592,51.24,8,6,57.14,8.96,90.84,0.998,177,268,172,775,50.72,343,357,325,51.35
2023-2024,Reilly Smith,PIT,R,76,991.4,1037,977,51.49,727,701,50.91,503,476,51.38,42,37,53.16,44,38.9,53.08,484,437,52.55,200,165,54.79,22,27,44.9,284,272,51.08,12,2,85.71,586,575,50.47,8,8,50,8.35,92.23,1.006,163,206,126,836,56.4,304,303,291,51.09
2023-2024,Pavel Buchnevich,STL,L,80,1095.566667,1121,1056,51.49,821,798,50.71,580,547,51.46,50,44,53.19,49.45,51.47,49,550,508,51.98,200,234,46.08,22,25,46.81,350,274,56.09,26,13,66.67,638,640,49.92,2,5,28.57,8.62,91.96,1.006,165,259,164,734,50.15,348,376,359,49.22
2023-2024,Andrew Mangiapane,CGY,L,75,1011.366667,1086,1023,51.49,790,709,52.7,539,482,52.79,47,47,50,47.11,42.62,52.5,499,479,51.02,203,174,53.85,22,24,47.83,296,305,49.25,18,14,56.25,645,623,50.87,7,9,43.75,8.72,90.25,0.99,162,249,217,711,42.74,316,345,390,44.76
2023-2024,Zach Bogosian,"MIN, T.B",D,65,1030.416667,1037,980,51.41,738,694,51.54,512,476,51.82,48,41,53.93,38.43,35.27,52.14,443,413,51.75,162,146,52.6,29,17,63.04,281,267,51.28,14,12,53.85,596,617,49.13,5,12,29.41,9.38,91.39,1.008,93,184,114,799,44.93,271,308,284,48.83
2023-2024,Drew O'Connor,PIT,L,79,1062.733333,1121,1061,51.37,816,778,51.19,570,514,52.58,49,42,53.85,52.65,51.77,50.42,526,522,50.19,240,215,52.75,21,27,43.75,286,307,48.23,16,7,69.57,642,568,53.06,12,8,60,8.6,91.83,1.004,151,245,121,885,55.51,283,340,288,49.56
2023-2024,Jack Roslovic,"CBJ, NYR",C,59,776.1333333,848,803,51.36,606,580,51.1,413,418,49.7,37,41,47.44,36.62,35.18,51.01,383,357,51.76,140,139,50.18,16,26,38.1,243,218,52.71,14,10,58.33,509,470,51.99,7,5,58.33,8.96,90.19,0.992,140,197,94,556,59.83,260,267,193,57.4
2023-2024,Morgan Frost,PHI,C,71,880.7333333,896,849,51.35,671,569,54.11,466,385,54.76,36,28,56.25,38.99,33.31,53.93,418,353,54.22,174,138,55.77,19,18,51.35,244,215,53.16,10,6,62.5,550,494,52.68,7,4,63.64,7.73,92.73,1.005,177,198,71,753,71.37,326,283,168,65.99
2023-2024,William Karlsson,VGK,C,70,852.75,902,856,51.31,654,573,53.3,459,380,54.71,46,32,58.97,39.62,30.39,56.59,418,350,54.43,160,123,56.54,18,16,52.94,258,227,53.2,23,10,69.7,540,524,50.75,5,6,45.45,10.02,91.58,1.016,144,166,132,603,52.17,276,244,266,50.92
2023-2024,Dakota Joshua,VAN,C,63,746.5333333,691,656,51.3,512,462,52.57,347,322,51.87,35,19,64.81,35.47,27.71,56.14,351,305,53.51,165,114,59.14,23,10,69.7,186,191,49.34,11,5,68.75,394,384,50.64,1,4,20,10.09,94.1,1.042,106,203,138,660,43.44,198,267,263,42.95
2023-2024,Jeff Skinner,BUF,L,74,949.0833333,993,943,51.29,737,702,51.22,512,474,51.93,47,38,55.29,42.37,47.4,47.2,468,481,49.32,163,215,43.12,16,25,39.02,305,266,53.42,24,8,75,576,496,53.73,6,5,54.55,9.18,91.98,1.012,213,234,105,654,66.98,351,292,225,60.94
2023-2024,Alexandre Carrier,NSH,D,73,1141.35,1099,1045,51.26,805,745,51.94,553,531,51.01,46,43,51.69,47.48,45.36,51.14,490,483,50.36,199,184,51.96,26,26,50,291,299,49.32,14,12,53.85,636,659,49.11,5,5,50,8.32,91.9,1.002,84,250,153,973,35.44,240,396,373,39.15
2023-2024,Pavel Dorofeyev,VGK,L,47,570.5166667,596,567,51.25,422,387,52.16,293,261,52.89,30,20,60,24.9,21,54.24,262,239,52.3,103,93,52.55,15,9,62.5,159,146,52.13,14,5,73.68,379,340,52.71,1,6,14.29,10.24,92.34,1.026,106,106,94,392,53,205,167,174,54.09
2023-2024,Tomas Tatar,"COL, SEA",L,70,791.5666667,791,754,51.2,551,548,50.14,388,381,50.46,37,27,57.81,31.75,32.63,49.31,359,341,51.29,141,145,49.3,21,14,60,218,196,52.66,12,10,54.55,467,432,51.95,4,3,57.14,9.54,92.91,1.024,135,160,112,677,54.66,235,219,235,50
2023-2024,Noah Hanifin,"CGY, VGK",D,80,1452.533333,1492,1422,51.2,1067,985,52,753,692,52.11,72,58,55.38,64.79,59.71,52.04,689,670,50.7,280,258,52.04,42,23,64.62,409,412,49.82,20,26,43.48,894,850,51.26,10,8,55.56,9.56,91.62,1.012,180,334,226,1182,44.33,444,506,504,46.84
2023-2024,Jake McCabe,TOR,D,73,1257.2,1270,1211,51.19,905,863,51.19,615,566,52.07,63,51,55.26,58.44,53.02,52.43,618,564,52.28,272,236,53.54,28,31,47.46,346,328,51.34,25,10,71.43,707,691,50.57,10,10,50,10.24,90.99,1.012,124,277,191,1156,39.37,309,401,358,46.33
2023-2024,Kyle Okposo,"BUF, FLA",R,67,744.4833333,718,685,51.18,502,484,50.91,353,334,51.38,23,21,52.27,30.18,31.21,49.16,323,324,49.92,145,142,50.52,8,15,34.78,178,182,49.44,9,5,64.29,410,410,50,6,1,85.71,6.52,93.71,1.002,140,161,121,533,53.64,220,207,224,49.55
2023-2024,J.T. Miller,VAN,C,81,1085.216667,1072,1024,51.15,758,746,50.4,494,501,49.65,64,37,63.37,47.86,47.97,49.94,520,484,51.79,209,213,49.53,37,23,61.67,311,271,53.44,20,9,68.97,676,602,52.9,7,5,58.33,12.96,92.61,1.056,194,261,175,914,52.57,359,367,364,49.65
2023-2024,Sean Durzi,ARI,D,76,1294.9,1291,1233,51.15,909,881,50.78,600,606,49.75,56,59,48.7,55.83,58.5,48.83,647,612,51.39,259,245,51.39,32,31,50.79,388,367,51.39,16,18,47.06,699,716,49.4,8,10,44.44,9.33,90.26,0.996,163,282,206,987,44.17,390,406,384,50.39
2023-2024,Ben Hutton,VGK,D,41,596.1833333,581,555,51.14,407,385,51.39,309,251,55.18,30,19,61.22,25.62,20.37,55.72,274,220,55.47,105,87,54.69,15,9,62.5,169,133,55.96,12,3,80,349,329,51.47,3,7,30,9.71,92.43,1.021,109,115,52,433,67.7,198,168,119,62.46
2023-2024,Dylan Strome,WSH,C,82,1157.35,1231,1176,51.14,865,830,51.03,565,557,50.36,48,55,46.6,58.81,51.08,53.52,606,524,53.63,264,221,54.43,28,29,49.12,342,303,53.02,14,16,46.67,721,611,54.13,6,10,37.5,8.5,90.13,0.986,223,241,111,877,66.77,432,320,240,64.29
2023-2024,Lars Eller,PIT,C,82,954.5333333,978,935,51.12,685,649,51.35,471,424,52.63,33,35,48.53,38.81,37.6,50.79,428,407,51.26,174,153,53.21,15,21,41.67,254,254,50,11,8,57.89,532,646,45.16,7,6,53.85,7.01,91.75,0.988,92,178,269,799,25.48,169,251,479,26.08
2023-2024,Mike Reilly,"FLA, NYI",D,61,913.1833333,959,917,51.12,700,636,52.4,489,438,52.75,37,39,48.68,43.46,35.77,54.86,426,406,51.2,184,152,54.76,17,16,51.52,242,254,48.79,13,14,48.15,591,495,54.42,7,9,43.75,7.57,91.1,0.987,145,201,82,834,63.88,327,295,202,61.81
2023-2024,Dante Fabbro,NSH,D,56,813.4833333,852,815,51.11,625,569,52.35,421,407,50.85,38,32,54.29,41.34,33.49,55.25,421,362,53.77,173,134,56.35,18,11,62.07,248,228,52.1,13,12,52,484,474,50.52,7,8,46.67,9.03,92.14,1.012,129,151,82,644,61.14,274,242,214,56.15
2023-2024,Joel Farabee,PHI,L,82,1091.2,1149,1102,51.04,845,736,53.45,590,495,54.38,49,55,47.12,49.98,47.39,51.33,527,495,51.57,221,216,50.57,30,29,50.85,306,279,52.31,14,16,46.67,667,640,51.03,5,10,33.33,8.31,88.89,0.972,184,216,131,882,58.41,348,325,290,54.55
2023-2024,Andrew Cogliano,COL,C,75,615.1166667,571,548,51.03,384,376,50.53,277,251,52.46,22,17,56.41,21.23,22.95,48.05,230,223,50.77,98,97,50.26,7,10,41.18,132,126,51.16,11,2,84.62,335,357,48.41,4,5,44.44,7.94,93.23,1.012,52,151,101,686,33.99,106,211,190,35.81
2023-2024,Cody Ceci,EDM,D,79,1326.7,1371,1316,51.02,977,981,49.9,676,662,50.52,59,55,51.75,67.48,60.12,52.88,681,626,52.1,308,261,54.13,30,33,47.62,373,365,50.54,20,16,55.56,759,755,50.13,9,6,60,8.73,91.69,1.004,167,295,158,878,51.38,377,449,386,49.41
2023-2024,Clayton Keller,ARI,R,78,1149.116667,1073,1030,51.02,779,770,50.29,501,545,47.9,48,56,46.15,45.89,49.68,48.02,517,514,50.15,193,224,46.28,20,27,42.55,324,290,52.77,17,20,45.95,624,599,51.02,11,9,55,9.58,89.72,0.993,184,277,176,839,51.11,344,378,319,51.89
2023-2024,Emil Lilleberg,T.B,D,37,542.0666667,480,461,51.01,331,317,51.08,217,238,47.69,18,33,35.29,16.37,20.59,44.28,204,213,48.92,72,94,43.37,10,18,35.71,132,119,52.59,7,10,41.18,282,267,51.37,1,5,16.67,8.29,86.13,0.944,61,110,78,460,43.88,120,168,146,45.11
2023-2024,Alex Killorn,ANA,"C, L",63,900.3666667,890,855,51,632,632,50,423,426,49.82,35,47,42.68,37.38,39.8,48.43,390,416,48.39,148,182,44.85,19,25,43.18,242,234,50.84,13,18,41.94,537,526,50.52,3,4,42.86,8.27,88.97,0.972,148,199,110,595,57.36,260,256,252,50.78
2023-2024,Jonas Brodin,MIN,D,62,1151.616667,1121,1077,51,789,756,51.07,523,516,50.34,52,39,57.14,45.55,40.52,52.93,486,463,51.21,212,184,53.54,34,20,62.96,274,279,49.55,11,7,61.11,671,702,48.87,7,12,36.84,9.94,92.44,1.024,147,226,152,715,49.16,372,396,366,50.41
2023-2024,Calle Jarnkrok,TOR,C,52,615.8333333,622,598,50.98,464,428,52.02,342,285,54.55,33,22,60,30.43,28.03,52.05,283,262,51.93,131,115,53.25,21,12,63.64,152,147,50.84,8,4,66.67,384,346,52.6,4,6,40,9.65,92.28,1.019,108,126,65,509,62.43,202,172,183,52.47
2023-2024,Connor Brown,EDM,R,71,748.05,699,672,50.98,478,475,50.16,332,318,51.08,16,23,41.03,31.42,30.79,50.51,320,309,50.87,147,134,52.31,8,14,36.36,173,175,49.71,4,6,40,403,397,50.38,4,3,57.14,4.82,92.77,0.976,92,164,104,527,46.94,160,226,206,43.72
2023-2024,Matty Beniers,SEA,C,77,1094.7,1062,1021,50.98,728,767,48.7,514,509,50.24,36,36,50,43.75,44.15,49.77,482,443,52.11,181,183,49.73,13,20,39.39,301,260,53.65,12,10,54.55,644,671,48.97,11,6,64.71,7,92.93,0.999,208,231,152,766,57.78,355,305,331,51.75
2023-2024,Dylan DeMelo,WPG,D,82,1516.283333,1529,1471,50.97,1145,1091,51.21,793,757,51.16,81,44,64.8,70.78,65.3,52.02,716,658,52.11,311,291,51.66,49,29,62.82,405,367,52.46,27,12,69.23,941,870,51.96,5,3,62.5,10.21,94.19,1.044,275,287,207,1121,57.05,583,468,444,56.77
2023-2024,Kris Letang,PIT,D,82,1536.533333,1669,1607,50.95,1201,1174,50.57,831,802,50.89,78,71,52.35,74.26,73.56,50.24,781,774,50.23,313,306,50.57,36,46,43.9,468,468,50,25,17,59.52,1025,897,53.33,17,8,68,9.39,91.15,1.005,220,368,198,950,52.63,550,562,503,52.23
2023-2024,Bobby McMann,TOR,C,56,581.9333333,590,568,50.95,425,408,51.02,302,290,51.01,29,18,61.7,23.59,23.54,50.06,223,256,46.56,96,110,46.6,13,7,65,127,146,46.52,11,9,55,373,327,53.29,5,2,71.43,9.6,93.79,1.034,68,127,102,467,40,141,169,195,41.96
2023-2024,Mattias Janmark,EDM,C,71,706.9166667,628,605,50.93,448,436,50.68,314,302,50.97,23,23,50,27.95,25.43,52.36,292,261,52.8,134,108,55.37,16,15,51.61,158,153,50.8,3,7,30,361,350,50.77,4,1,80,7.32,92.38,0.997,91,182,100,561,47.64,150,252,194,43.6
2023-2024,Ryan Hartman,MIN,R,74,959.5,960,925,50.93,667,629,51.47,441,431,50.57,44,40,52.38,37.92,37.12,50.53,425,420,50.3,166,163,50.46,23,20,53.49,259,257,50.19,14,17,45.16,568,574,49.74,7,3,70,9.98,90.72,1.007,155,215,142,565,52.19,303,305,305,49.84
2023-2024,Simon Benoit,TOR,D,64,977.0333333,957,922,50.93,679,624,52.11,459,396,53.68,44,36,55,41.4,37.99,52.15,447,410,52.16,181,170,51.57,23,18,56.1,266,240,52.57,14,11,56,514,539,48.81,7,7,50,9.59,90.91,1.005,60,210,143,1023,29.56,164,313,266,38.14
2023-2024,Pierre Engvall,NYI,L,74,1004.7,1042,1005,50.9,759,712,51.6,544,490,52.61,36,32,52.94,48.73,42.5,53.41,508,472,51.84,219,177,55.3,19,16,54.29,289,295,49.49,16,11,59.26,576,552,51.06,1,5,16.67,6.62,93.47,1.001,169,220,95,803,64.02,299,304,229,56.63
