Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2022-2023,Logan O'Connor,COL,R,82,985.2166667,7,16,11,5,23,60.53,92,7.61,10.82,182,140,115,61,4,11,37,17,16,1,0,15,20,35,107,136,35,1,6,14.29
2022-2023,Shea Theodore,VGK,D,55,983.5166667,5,23,9,14,28,53.85,104,4.81,5.34,222,142,61,12,3,15,18,8,8,0,0,7,21,24,13,58,72,0,0,-
2022-2023,Frederick Gaudreau,MIN,C,82,980.7833333,9,13,8,5,22,61.11,107,8.41,8.51,158,131,86,38,5,17,10,5,5,0,0,8,16,36,41,45,29,357,381,48.37
2022-2023,Ethan Bear,VAN,D,61,979.0666667,2,10,5,5,12,29.27,69,2.9,3.44,140,96,35,9,2,12,21,9,8,1,0,8,24,16,37,95,54,0,0,-
2022-2023,Alexander Barabanov,S.J,L,68,978.95,12,21,13,8,33,68.75,90,13.33,12.69,163,125,124,70,5,16,16,8,8,0,0,9,31,28,35,89,7,1,2,33.33
2022-2023,Ty Dellandrea,DAL,C,82,976.0833333,8,16,9,7,24,57.14,83,9.64,7.94,157,119,102,41,4,11,50,21,19,2,0,23,24,17,119,150,27,91,83,52.3
2022-2023,Marcus Johansson,"MIN, WSH",L,80,972.45,11,12,8,4,23,51.11,96,11.46,8.14,167,122,101,38,3,16,8,4,4,0,0,13,24,24,19,89,17,17,19,47.22
2022-2023,Colton Sissons,NSH,C,82,972.2833333,9,15,4,11,24,68.57,71,12.68,8.46,145,108,85,43,4,15,18,9,9,0,0,16,21,22,153,67,47,391,302,56.42
2022-2023,Casey Cizikas,NYI,C,81,972.1666667,5,11,7,4,16,57.14,97,5.15,10.67,171,134,103,57,5,18,54,20,17,2,1,18,23,26,181,93,33,418,322,56.49
2022-2023,Alexander Kerfoot,TOR,C,82,971.9333333,6,18,10,8,24,58.54,112,5.36,11.6,190,148,126,60,6,11,30,15,15,0,0,16,33,37,50,170,34,40,52,43.48
2022-2023,Lucas Raymond,DET,L,74,971.4833333,10,10,5,5,20,60.61,92,10.87,9.65,167,122,108,55,6,10,18,8,8,0,0,22,23,30,39,78,16,3,8,27.27
2022-2023,Jared McCann,SEA,L,79,968.9833333,30,18,14,4,48,71.64,139,21.58,11.96,270,196,131,48,5,17,14,7,7,0,0,19,22,40,59,67,18,15,24,38.46
2022-2023,Philipp Kurashev,CHI,C,70,966.5,8,11,8,3,19,48.72,96,8.33,8.95,164,122,92,43,3,15,10,5,5,0,0,17,18,33,35,58,29,57,74,43.51
2022-2023,Kent Johnson,CBJ,C,79,964.3,9,15,11,4,24,61.54,93,9.68,8.2,162,123,90,39,3,11,14,7,7,0,0,10,31,25,12,61,26,38,91,29.46
2022-2023,Dominik Kubalik,DET,L,81,957.7166667,12,12,9,3,24,55.81,112,10.71,12.96,205,159,123,58,9,17,20,10,10,0,0,15,15,11,85,42,23,10,12,45.45
2022-2023,Jimmy Vesey,NYR,L,81,956.25,7,12,6,6,19,46.34,108,6.48,12.83,181,140,116,62,8,16,18,6,4,2,0,11,29,44,98,44,32,3,11,21.43
2022-2023,Jack Eichel,VGK,C,67,956.1666667,20,19,10,9,39,69.64,156,12.82,12.29,243,191,123,53,10,14,6,3,3,0,0,15,50,43,58,76,40,305,366,45.45
2022-2023,Tyler Seguin,DAL,C,76,955.7833333,10,21,10,11,31,75.61,134,7.46,14,220,183,149,66,7,19,20,10,10,0,0,12,22,22,75,41,18,378,308,55.1
