Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2022-2023,Erik Karlsson,S.J,D,82,1667.8,16,48,29,19,64,66.67,152,10.53,8.15,355,206,123,22,12,31,30,11,10,0,1,13,84,73,29,92,16,0,1,0
2022-2023,Adam Larsson,SEA,D,82,1607.15,6,22,12,10,28,32.18,133,4.51,5.91,282,195,66,15,5,16,41,19,18,1,0,6,29,29,196,95,113,0,0,-
2022-2023,Drew Doughty,L.A,D,81,1566.5,4,15,3,12,19,32.2,88,4.55,4.11,186,124,49,11,4,13,20,10,10,0,0,17,46,21,95,151,9,0,0,-
2022-2023,Owen Power,BUF,D,79,1560.383333,3,21,8,13,24,27.27,106,2.83,6.29,184,132,80,18,1,16,18,9,9,0,0,8,43,22,24,135,60,0,0,-
2022-2023,Colton Parayko,STL,D,79,1554.75,4,17,5,12,21,42,117,3.42,5.03,229,163,53,9,2,14,28,14,14,0,0,7,44,55,108,114,112,0,0,-
2022-2023,Vince Dunn,SEA,D,81,1551.583333,13,29,12,17,42,40.78,121,10.74,6.38,260,179,83,10,2,16,51,23,22,1,0,21,47,41,106,94,58,0,0,-
2022-2023,Rasmus Dahlin,BUF,D,78,1529.283333,9,24,14,10,33,40.24,144,6.25,8.22,263,185,105,27,3,17,74,33,32,0,1,15,47,39,90,125,98,0,0,-
2022-2023,Darnell Nurse,EDM,D,82,1524.183333,7,24,12,12,31,42.47,165,4.24,7.35,342,226,98,16,8,25,60,26,24,2,0,10,61,33,132,75,96,0,0,-
2022-2023,Miro Heiskanen,DAL,D,79,1523.633333,5,25,12,13,30,41.1,141,3.55,7.26,300,199,102,16,1,37,30,15,15,0,0,9,54,38,44,142,70,0,0,-
2022-2023,Cam Fowler,ANA,D,82,1509.2,6,20,10,10,26,47.27,87,6.9,4.66,190,125,65,15,1,8,12,6,6,0,0,3,38,22,14,69,71,0,0,-
2022-2023,Ivan Provorov,PHI,D,82,1508.383333,5,13,5,8,18,32.14,96,5.21,4.83,220,150,65,13,4,14,22,11,11,0,0,6,70,21,85,132,92,0,0,-
2022-2023,Devon Toews,COL,D,80,1498.816667,6,28,10,18,34,43.04,134,4.48,5.94,254,174,74,17,6,18,22,10,10,0,0,12,29,40,73,53,91,0,0,-
2022-2023,Gustav Forsling,FLA,D,82,1487.6,12,20,14,6,32,40.51,170,7.06,7.19,345,224,102,15,8,24,32,16,16,0,0,9,38,29,61,97,46,0,0,-
2022-2023,Justin Faulk,STL,D,82,1487.05,7,26,14,12,33,44,144,4.86,6.35,263,182,82,17,2,10,28,14,14,0,0,6,47,39,107,63,92,0,0,-
2022-2023,Josh Morrissey,WPG,D,78,1473.35,12,28,19,9,40,53.33,127,9.45,7.58,274,185,98,19,2,18,37,17,16,1,0,15,53,28,80,65,87,0,0,-
2022-2023,Quinn Hughes,VAN,D,78,1469.2,4,27,13,14,31,38.27,95,4.21,3.95,227,135,69,10,6,9,24,12,12,0,0,18,33,41,25,85,56,0,0,-
2022-2023,K'Andre Miller,NYR,D,79,1465.3,7,24,9,15,31,46.27,101,6.93,5.47,215,149,75,14,5,10,35,16,15,1,0,4,64,50,152,91,72,0,0,-
2022-2023,Matt Dumba,MIN,D,79,1453.85,4,10,6,4,14,31.11,88,4.55,5.02,236,143,65,12,4,20,67,28,25,3,0,15,32,14,96,56,83,0,0,-
2022-2023,Brett Pesce,CAR,D,82,1449.25,2,18,11,7,20,30.77,123,1.63,5.09,300,186,66,10,8,24,33,15,14,1,0,10,19,50,32,108,65,0,0,-
2022-2023,Nick Leddy,STL,D,78,1448.033333,2,18,10,8,20,30.77,73,2.74,3.84,155,110,49,7,2,9,20,10,10,0,0,14,33,40,37,44,70,0,0,-
2022-2023,Scott Mayfield,NYI,D,82,1442.233333,6,16,7,9,22,43.14,118,5.08,4.98,291,171,70,14,2,24,70,27,25,0,2,14,59,21,99,89,106,0,0,-
2022-2023,Ryan Pulock,NYI,D,82,1438.35,4,17,8,9,21,31.34,110,3.64,4.82,266,164,64,4,2,24,12,6,6,0,0,7,34,19,132,105,85,0,0,-
2022-2023,Adam Fox,NYR,D,82,1435.05,8,26,12,14,34,49.28,101,7.92,6.76,207,138,100,27,3,12,20,10,10,0,0,13,58,65,19,85,78,0,0,-
2022-2023,Mikey Anderson,L.A,D,77,1433.816667,4,13,2,11,17,29.31,83,4.82,4.21,181,125,60,10,0,15,38,15,14,0,1,12,27,17,150,158,11,0,0,-
2022-2023,Brady Skjei,CAR,D,81,1433.666667,11,16,6,10,27,45,160,6.88,7.12,354,243,105,21,4,32,38,19,19,0,0,4,46,32,64,70,43,0,0,-
2022-2023,MacKenzie Weegar,CGY,D,81,1430.733333,4,22,8,14,26,41.94,138,2.9,7.18,320,205,88,14,4,22,39,18,17,1,0,9,53,34,167,118,80,0,0,-
2022-2023,Mikhail Sergachev,T.B,D,79,1422.6,7,26,15,11,33,45.83,120,5.83,5.87,279,177,80,13,5,21,49,23,22,1,0,10,39,44,108,123,19,0,0,-
2022-2023,Dougie Hamilton,N.J,D,82,1422.55,13,23,11,12,36,44.44,208,6.25,8.81,411,287,125,23,12,31,44,22,22,0,0,6,65,18,58,71,9,0,0,-
2022-2023,Neal Pionk,WPG,D,82,1419.483333,6,18,7,11,24,42.11,113,5.31,5.12,234,171,48,12,7,16,35,16,15,1,0,12,44,27,135,133,98,0,0,-
2022-2023,Jacob Trouba,NYR,D,82,1418.733333,5,16,8,8,21,31.82,169,2.96,6.72,311,216,80,16,6,37,57,21,16,5,0,16,45,29,199,78,135,0,0,-
2022-2023,Brandon Montour,FLA,D,80,1416.9,11,22,11,11,33,39.76,163,6.75,9.64,302,229,104,31,10,23,79,22,17,1,4,18,43,27,86,70,60,0,0,-
2022-2023,Brayden McNabb,VGK,D,82,1408.4,1,11,6,5,12,20,86,1.16,4.14,214,127,54,7,1,22,37,14,11,3,0,12,25,33,175,154,126,0,0,-
2022-2023,Andrew Peeke,CBJ,D,80,1408.133333,5,5,2,3,10,22.73,81,6.17,2.58,176,115,38,4,3,12,22,11,11,0,0,13,28,21,157,111,142,0,0,-
2022-2023,Noah Hanifin,CGY,D,81,1406.833333,5,19,10,9,24,35.29,129,3.88,6.35,291,194,84,18,3,25,27,11,10,1,0,5,43,30,68,87,85,0,0,-
2022-2023,Brian Dumoulin,PIT,D,82,1401.983333,1,18,12,6,19,36.54,69,1.45,3.49,173,105,58,9,2,19,14,7,7,0,0,9,40,29,104,170,95,0,0,-
2022-2023,Tyler Myers,VAN,D,78,1399.116667,1,11,6,5,12,21.43,93,1.08,4.44,206,130,65,10,4,6,64,28,26,2,0,4,43,20,81,89,105,0,0,-
2022-2023,Rasmus Andersson,CGY,D,79,1393.05,8,16,11,5,24,35.29,110,7.27,5.51,206,156,63,14,6,15,18,9,9,0,0,12,41,21,40,86,94,0,0,-
2022-2023,Travis Sanheim,PHI,D,81,1391.566667,6,12,9,3,18,39.13,94,6.38,6.04,174,131,64,20,4,10,38,19,19,0,0,12,37,18,58,131,102,0,0,-
2022-2023,Brent Burns,CAR,D,82,1390.983333,12,18,13,5,30,46.88,184,6.52,6.71,412,269,109,18,3,38,38,19,19,0,0,8,36,39,34,40,48,0,0,-
2022-2023,Samuel Girard,COL,D,76,1387.9,4,21,7,14,25,45.45,108,3.7,4.27,242,140,69,9,4,14,14,7,7,0,0,8,33,37,62,94,92,0,0,-
2022-2023,Jonas Siegenthaler,N.J,D,80,1382.883333,3,16,7,9,19,24.36,74,4.05,2.67,178,125,32,2,4,14,42,21,21,0,0,12,35,22,86,159,6,0,0,-
2022-2023,Hampus Lindholm,BOS,D,80,1381.633333,6,22,12,10,28,36.84,121,4.96,6.12,242,159,87,19,9,17,40,20,20,0,0,14,52,25,67,127,63,0,0,-
2022-2023,Nicolas Hague,VGK,D,81,1377.683333,2,14,9,5,16,27.59,99,2.02,4.08,240,151,59,9,3,20,51,16,13,1,2,13,25,18,112,194,111,0,0,-
2022-2023,Jack Johnson,"CHI, COL",D,83,1375,2,3,1,2,5,13.16,86,2.33,3.07,163,110,35,9,1,6,28,14,14,0,0,10,35,14,104,90,95,0,0,-
2022-2023,Victor Hedman,T.B,D,76,1373.833333,6,20,10,10,26,41.94,145,4.14,6.28,303,221,83,11,10,23,36,14,13,0,1,12,64,36,83,98,14,0,0,-
2022-2023,Jaccob Slavin,CAR,D,76,1368.75,4,17,8,9,21,35.59,115,3.48,5.27,272,177,90,14,5,27,8,4,4,0,0,6,36,66,26,117,69,0,0,-
2022-2023,Damon Severson,N.J,D,81,1365.216667,4,23,11,12,27,45,87,4.6,4.5,210,125,65,12,3,20,28,14,14,0,0,5,37,23,39,65,11,0,0,-
2022-2023,Ryan Suter,DAL,D,82,1363.85,3,17,7,10,20,36.36,82,3.66,3.92,203,135,54,11,2,13,24,12,12,0,0,6,35,20,69,48,84,0,0,-
2022-2023,Mikko Rantanen,COL,R,82,1357.733333,32,21,14,7,53,70.67,204,15.69,19.59,362,274,204,84,9,26,80,32,30,0,2,27,33,55,70,112,32,155,152,50.49
2022-2023,Nick Jensen,WSH,D,77,1351.866667,5,23,14,9,28,54.9,99,5.05,4.62,240,148,65,11,5,21,18,9,9,0,0,12,54,32,86,164,92,0,0,-
2022-2023,Brenden Dillon,WPG,D,82,1347.016667,2,16,9,7,18,39.13,78,2.56,3.23,194,119,44,6,3,7,70,24,19,4,1,16,34,13,177,91,68,0,0,-
2022-2023,Connor Murphy,CHI,D,80,1345.733333,4,5,3,2,9,20.93,77,5.19,2.74,165,102,38,9,3,13,67,26,21,5,0,21,32,23,151,119,112,0,0,-
2022-2023,Thomas Chabot,OTT,D,68,1335.216667,4,10,4,6,14,21.54,118,3.39,6.03,263,165,79,14,6,21,40,20,20,0,0,10,52,11,73,133,105,0,0,-
2022-2023,Justin Holl,TOR,D,80,1329.5,2,15,2,13,17,27.87,55,3.64,2.78,101,68,32,12,1,5,37,17,16,1,0,12,49,23,125,230,88,0,0,-
2022-2023,Ryan Graves,N.J,D,78,1326.883333,8,13,4,9,21,30,135,5.93,5.15,278,174,73,9,6,20,24,12,12,0,0,5,41,18,81,105,10,0,0,-
2022-2023,Moritz Seider,DET,D,82,1326.416667,3,18,9,9,21,38.18,99,3.03,3.49,194,137,43,4,4,11,30,15,15,0,0,15,34,19,150,77,113,0,0,-
2022-2023,Cody Ceci,EDM,D,80,1318.666667,1,11,4,7,12,21.82,82,1.22,3.87,183,116,54,12,7,17,22,11,11,0,0,3,32,16,121,140,69,0,0,-
2022-2023,Tyson Barrie,"EDM, NSH",D,85,1309.983333,8,13,8,5,21,41.18,111,7.21,5.7,213,146,53,15,4,17,28,14,14,0,0,11,38,24,50,106,64,0,0,-
2022-2023,Seth Jones,CHI,D,72,1309.133333,8,12,6,6,20,40,119,6.72,5.63,230,164,65,14,5,18,22,10,10,0,0,4,48,36,96,88,88,0,0,-
2022-2023,Connor McDavid,EDM,C,82,1308.266667,32,27,20,7,59,78.67,209,15.31,21.88,305,260,221,102,10,22,30,15,15,0,0,33,50,56,78,81,33,451,428,51.31
2022-2023,Mattias Ekholm,"EDM, NSH",D,78,1304.233333,8,15,10,5,23,36.51,118,6.78,6.29,246,168,74,22,2,15,22,11,11,0,0,7,33,21,77,101,63,0,0,-
2022-2023,Alex Pietrangelo,VGK,D,73,1297.6,7,24,10,14,31,49.21,130,5.38,4.86,246,174,58,11,5,12,10,5,5,0,0,4,42,45,56,154,113,0,0,-
2022-2023,Nikita Zadorov,CGY,D,82,1295.283333,13,6,4,2,19,30.16,122,10.66,6.12,253,164,81,12,2,23,72,28,25,2,1,19,46,28,151,92,51,0,0,-
2022-2023,Matt Roy,L.A,D,82,1292.266667,5,13,5,8,18,30,115,4.35,5.12,228,164,64,14,1,12,20,10,10,0,0,2,38,6,105,179,20,0,0,-
2022-2023,Clayton Keller,ARI,R,82,1290.833333,24,29,23,6,53,81.54,158,15.19,14.17,271,212,160,57,7,20,43,16,14,1,1,24,49,48,17,53,24,16,26,38.1
2022-2023,Roman Josi,NSH,D,67,1289,8,23,15,8,31,49.21,163,4.91,8.94,356,222,137,29,5,25,34,17,17,0,0,15,25,20,43,104,102,0,0,-
2022-2023,Alexander Romanov,NYI,D,76,1288.8,2,18,9,9,20,37.74,94,2.13,3.66,226,128,51,8,1,17,41,19,18,1,0,14,48,20,182,163,92,0,0,-
2022-2023,Ben Chiarot,DET,D,76,1286,3,14,7,7,17,36.96,93,3.23,4.01,193,130,44,6,4,5,41,19,18,1,0,5,16,6,125,98,106,0,0,-
2022-2023,Alec Martinez,VGK,D,77,1285.8,1,9,3,6,10,15.87,68,1.47,3.38,184,106,50,10,1,15,29,13,12,1,0,6,29,27,44,138,165,0,0,-
2022-2023,Jake Middleton,MIN,D,79,1284.2,3,11,5,6,14,30.43,67,4.48,3.44,162,107,42,11,3,11,72,22,16,4,2,11,22,14,106,61,104,0,0,-
2022-2023,Erik Gudbranson,CBJ,D,70,1283.316667,1,10,4,6,11,27.5,92,1.09,3,204,130,45,5,1,17,51,21,18,3,0,10,31,11,109,111,90,0,0,-
2022-2023,Olli Maatta,DET,D,78,1282.716667,5,17,8,9,22,53.66,59,8.47,2.42,134,89,31,3,1,6,14,7,7,0,0,7,34,23,63,161,85,0,0,-
2022-2023,Esa Lindell,DAL,D,82,1280.616667,5,13,6,7,18,33.33,93,5.38,4.07,201,124,60,10,4,10,10,5,5,0,0,4,42,27,72,130,85,0,0,-
2022-2023,Jake McCabe,"CHI, TOR",D,76,1275.35,3,18,9,9,21,34.43,89,3.37,4.09,175,126,48,12,4,8,54,18,15,2,1,14,38,27,144,113,102,0,0,-
2022-2023,Jani Hakanpää,DAL,D,82,1274.716667,5,9,4,5,14,27.45,76,6.58,3.49,197,118,50,11,4,12,56,25,23,2,0,15,41,12,188,174,75,0,0,-
2022-2023,Jared Spurgeon,MIN,D,79,1274.616667,9,14,7,7,23,40.35,123,7.32,6.95,240,176,81,24,5,16,14,7,7,0,0,5,16,8,56,74,105,0,0,-
2022-2023,Leon Draisaitl,EDM,C,80,1269.716667,17,34,29,5,51,68.92,119,14.29,12.17,219,175,140,52,6,19,18,9,9,0,0,20,79,61,62,115,28,475,442,51.8
2022-2023,Vladislav Gavrikov,"CBJ, L.A",D,72,1262.333333,3,10,6,4,13,29.55,72,4.17,5.46,142,105,47,20,3,15,30,15,15,0,0,5,13,20,62,49,53,0,0,-
2022-2023,Mark Scheifele,WPG,C,81,1261.233333,25,14,7,7,39,69.64,127,19.69,15.35,218,174,166,82,6,10,21,9,8,1,0,24,34,52,42,93,30,441,476,48.09
2022-2023,Mario Ferraro,S.J,D,72,1253.766667,2,6,1,5,8,19.05,55,3.64,3.61,130,83,38,11,1,10,24,12,12,0,0,8,26,38,111,144,22,0,1,0
2022-2023,Brett Kulak,EDM,D,82,1251.733333,3,13,2,11,16,28.57,109,2.75,3.33,203,137,36,8,3,9,39,18,17,1,0,10,36,23,95,106,68,0,0,-
2022-2023,Kyle Connor,WPG,L,82,1246.7,20,22,14,8,42,70,170,11.76,18.97,299,235,215,99,10,21,18,9,9,0,0,8,29,36,42,57,19,2,5,28.57
2022-2023,Ian Cole,T.B,D,78,1242.783333,3,11,7,4,14,26.92,97,3.09,3.93,200,132,44,9,2,9,61,29,28,1,0,6,39,25,109,141,16,0,0,-
2022-2023,J.J. Moser,ARI,D,82,1241.983333,3,15,7,8,18,37.5,65,4.62,3.54,161,95,49,9,4,17,35,16,15,1,0,10,33,11,67,128,73,0,0,-
2022-2023,Sidney Crosby,PIT,C,82,1240.916667,22,33,19,14,55,82.09,180,12.22,19.53,307,249,179,98,22,33,50,17,15,0,2,17,57,54,69,77,37,739,665,52.64
2022-2023,Marc Staal,FLA,D,82,1239.15,3,11,4,7,14,22.58,48,6.25,3.91,149,93,52,15,2,17,41,15,13,1,1,13,20,12,137,82,85,0,0,-
2022-2023,Niko Mikkola,"NYR, STL",D,81,1238.65,1,5,2,3,6,11.11,58,1.72,2.52,122,86,29,3,3,5,56,25,23,2,0,7,33,7,138,148,84,0,0,-
2022-2023,Colin Miller,DAL,D,79,1237.816667,5,13,7,6,18,29.51,94,5.32,4.29,254,155,71,6,4,17,35,16,15,1,0,13,44,28,104,109,52,0,0,-
2022-2023,Connor Clifton,BOS,D,78,1235.35,4,16,8,8,20,34.48,88,4.55,4.97,166,131,54,15,3,10,56,22,18,4,0,19,45,18,185,189,91,0,0,-
2022-2023,Evan Bouchard,EDM,D,82,1234.766667,5,20,7,13,25,37.88,118,4.24,5.13,288,160,70,8,3,14,26,13,13,0,0,8,66,55,85,95,60,0,0,-
2022-2023,Ryan McDonagh,NSH,D,71,1234.2,2,14,8,6,16,29.09,69,2.9,4.11,163,109,52,11,6,12,20,10,10,0,0,6,49,38,55,51,95,0,0,-
2022-2023,Simon Benoit,ANA,D,78,1233,3,6,1,5,9,22.5,74,4.05,3.91,164,111,45,7,2,17,56,21,18,2,1,8,31,6,197,96,77,0,0,-
2022-2023,Shayne Gostisbehere,"ARI, CAR",D,75,1231.916667,4,15,7,8,19,36.54,93,4.3,4.45,216,144,65,10,4,15,16,8,8,0,0,19,48,26,39,61,64,0,0,-
2022-2023,Dylan DeMelo,WPG,D,75,1230.266667,3,19,9,10,22,41.51,87,3.45,4.2,184,128,49,10,2,11,50,25,25,0,0,13,42,15,113,102,63,0,0,-
2022-2023,Nikita Kucherov,T.B,R,82,1226.766667,15,36,20,16,51,70.83,156,9.62,15.25,336,237,191,67,12,39,22,11,11,0,0,31,66,50,51,87,5,0,0,-
2022-2023,Kris Letang,PIT,D,64,1226.483333,4,12,3,9,16,30.77,123,3.25,5.24,288,175,78,11,6,18,26,13,13,0,0,10,61,40,144,134,80,0,0,-
2022-2023,Marcus Pettersson,PIT,D,68,1225.233333,1,20,13,7,21,37.5,85,1.18,4.71,200,137,62,17,9,23,44,19,17,2,0,8,40,22,120,168,92,0,0,-
2022-2023,Artemi Panarin,NYR,L,82,1224.2,19,31,19,12,50,79.37,119,15.97,10.7,236,170,119,33,7,14,24,12,12,0,0,14,89,34,22,37,8,6,12,33.33
2022-2023,Trevor Zegras,ANA,C,81,1217.866667,16,25,18,7,41,71.93,138,11.59,11.84,271,192,153,47,5,19,68,26,24,0,2,26,56,27,35,85,27,219,321,40.56
2022-2023,Zach Hyman,EDM,L,79,1216.05,15,33,20,13,48,60.76,193,7.77,24.58,311,260,254,137,8,27,33,15,14,1,0,22,22,32,74,141,12,4,6,40
2022-2023,Nick Suzuki,MTL,C,82,1213.516667,14,27,15,12,41,64.06,104,13.46,9.72,181,137,98,43,9,13,29,9,7,1,1,19,41,34,44,61,41,476,536,47.04
2022-2023,Noah Dobson,NYI,D,78,1211.566667,7,19,12,7,26,42.62,132,5.3,5.07,316,203,68,9,11,25,16,8,8,0,0,7,39,33,56,112,87,0,0,-
2022-2023,Mark Giordano,TOR,D,78,1211.166667,2,19,8,11,21,37.5,97,2.06,3.34,208,139,57,6,5,18,45,21,20,1,0,8,37,19,55,160,99,0,0,-
2022-2023,Matthew Benning,S.J,D,77,1205.583333,1,20,11,9,21,45.65,52,1.92,2.4,141,80,39,5,3,8,18,9,9,0,0,18,36,12,85,122,23,0,0,-
2022-2023,Vincent Trocheck,NYR,C,82,1205.566667,10,30,21,9,40,72.73,145,6.9,16.3,273,223,176,87,9,17,56,25,23,2,0,20,50,47,176,91,31,508,423,54.56
2022-2023,Johnny Gaudreau,CBJ,L,80,1204.666667,13,26,15,11,39,72.22,157,8.28,15.55,277,215,163,53,14,22,12,6,6,0,0,21,34,45,5,26,15,0,0,-
2022-2023,Caleb Jones,CHI,D,73,1204.366667,2,9,4,5,11,25,70,2.86,3.59,160,104,52,8,5,16,34,17,17,0,0,7,44,28,110,94,89,0,0,-
2022-2023,Brayden Point,T.B,C,82,1203.25,29,30,16,14,59,79.73,155,18.71,19.66,257,208,214,116,13,26,5,1,0,1,0,14,33,42,34,87,4,331,339,49.4
2022-2023,Jack Hughes,N.J,C,78,1201.766667,28,28,18,10,56,78.87,221,12.67,21.3,360,277,214,79,11,29,6,3,3,0,0,16,61,52,9,88,0,149,277,34.98
2022-2023,Rickard Rakell,PIT,R,82,1199.983333,16,19,6,13,35,57.38,170,9.41,20.83,302,237,190,100,6,27,8,4,4,0,0,11,35,26,131,143,38,6,7,46.15
2022-2023,Jamie Oleksiak,SEA,D,75,1193.75,7,15,6,9,22,37.93,69,10.14,3.37,153,102,50,8,2,5,60,21,15,6,0,9,33,34,110,99,72,0,0,-
2022-2023,Nathan MacKinnon,COL,C,71,1189.733333,25,40,30,10,65,80.25,231,10.82,17.85,398,300,212,75,14,22,24,12,12,0,0,28,34,39,47,59,31,452,567,44.36
2022-2023,Will Borgen,SEA,D,82,1188.733333,3,16,9,7,19,32.2,69,4.35,2.67,159,107,38,2,3,15,43,17,14,3,0,16,22,12,175,126,71,0,0,-
2022-2023,J.T. Compher,COL,L,82,1188.583333,12,18,11,7,30,60,105,11.43,11.62,172,136,120,48,5,7,33,15,14,1,0,14,23,23,32,80,52,554,557,49.86
2022-2023,Braden Schneider,NYR,D,81,1188.233333,5,11,5,6,16,32.65,76,6.58,2.95,163,99,45,7,3,13,16,5,3,2,0,10,51,20,141,182,108,0,0,-
2022-2023,Jason Robertson,DAL,L,82,1186.483333,26,30,19,11,56,78.87,194,13.4,17.29,356,260,193,78,3,35,12,6,6,0,0,10,58,56,54,73,14,0,0,-
2022-2023,Matt Grzelcyk,BOS,D,75,1186.483333,3,19,8,11,22,31.43,89,3.37,3.75,185,135,43,7,2,11,26,13,13,0,0,4,29,13,48,94,69,0,0,-
2022-2023,Jake Guentzel,PIT,L,78,1186.166667,16,21,16,5,37,62.71,150,10.67,18.34,295,215,207,105,5,25,42,20,20,0,0,28,36,33,75,129,36,6,7,46.15
2022-2023,David Pastrnak,BOS,R,82,1185.833333,34,27,14,13,61,83.56,254,13.39,20.96,431,330,242,87,16,30,26,12,12,0,0,23,84,44,82,103,21,6,9,40
2022-2023,Timo Meier,"N.J, S.J",R,78,1181.95,22,14,9,5,36,60,234,9.4,24.45,443,339,270,108,12,44,41,19,18,1,0,24,53,50,143,113,4,20,35,36.36
2022-2023,Dante Fabbro,NSH,D,79,1181.4,1,8,3,5,9,25,93,1.08,3.49,190,121,49,6,4,19,44,22,22,0,0,7,32,17,102,159,87,0,0,-
2022-2023,Martin Fehervary,WSH,D,67,1180.8,4,10,5,5,14,31.11,79,5.06,4.91,172,111,60,19,5,13,27,12,11,1,0,14,32,12,209,151,81,0,0,-
2022-2023,Kevin Shattenkirk,ANA,D,75,1179.95,3,15,7,8,18,37.5,106,2.83,3.55,210,142,51,10,5,16,42,21,21,0,0,4,29,30,77,70,93,0,0,-
2022-2023,Dmitry Orlov,"BOS, WSH",D,66,1178.3,4,17,5,12,21,43.75,104,3.85,5.47,198,134,72,15,0,18,18,9,9,0,0,7,38,24,120,56,66,0,0,-
2022-2023,Jake Sanderson,OTT,D,77,1174.35,2,12,7,5,14,30.43,88,2.27,4.21,192,130,59,8,3,22,10,5,5,0,0,13,35,24,37,166,84,0,0,-
2022-2023,Tony DeAngelo,PHI,D,70,1172.3,5,14,9,5,19,39.58,118,4.24,5.42,197,152,49,12,2,17,46,15,12,2,1,13,49,18,42,46,55,0,0,-
2022-2023,Trevor van Riemsdyk,WSH,D,75,1172.283333,7,13,5,8,20,32.79,87,8.05,3.44,180,117,47,9,2,9,15,6,5,1,0,8,34,27,18,89,102,0,0,-
2022-2023,Juuso Valimaki,ARI,D,78,1170.766667,2,15,6,9,17,32.08,79,2.53,5.04,160,114,62,17,5,9,57,23,21,1,1,10,44,14,48,143,70,0,0,-
2022-2023,Mats Zuccarello,MIN,R,78,1170.6,9,21,18,3,30,69.77,117,7.69,10.81,237,172,127,50,11,22,22,11,11,0,0,18,29,39,46,64,38,22,32,40.74
2022-2023,Tomas Hertl,S.J,C,79,1169.283333,13,20,10,10,33,62.26,119,10.92,14.68,238,170,162,85,9,23,36,18,18,0,0,15,29,43,88,64,11,582,495,54.04
2022-2023,Anze Kopitar,L.A,C,82,1166.933333,17,29,16,13,46,76.67,121,14.05,13.11,210,174,133,66,3,16,4,2,2,0,0,8,35,35,57,77,12,590,459,56.24
2022-2023,Johnathan Kovacevic,MTL,D,77,1165.7,3,12,6,6,15,28.85,88,3.41,4.75,194,128,54,9,1,17,37,13,11,1,1,12,76,29,86,101,60,0,0,-
2022-2023,Rasmus Sandin,"TOR, WSH",D,71,1157.866667,7,16,6,10,23,38.33,73,9.59,3.26,149,97,50,10,6,8,32,13,11,2,0,9,44,23,134,158,68,0,0,-
2022-2023,Tim Stützle,OTT,L,78,1157.55,20,26,15,11,46,74.19,137,14.6,15.79,264,192,173,80,11,18,46,23,23,0,0,31,41,49,108,113,42,191,250,43.31
2022-2023,Brayden Schenn,STL,C,82,1155.816667,12,29,16,13,41,80.39,100,12,10.04,180,140,115,45,2,8,38,16,14,2,0,15,38,35,134,58,24,354,419,45.8
2022-2023,Bo Horvat,"NYI, VAN",C,79,1152.583333,19,19,13,6,38,71.7,141,13.48,15.23,219,185,144,82,4,9,18,9,9,0,0,16,31,31,55,55,42,595,484,55.14
2022-2023,Rasmus Ristolainen,PHI,D,74,1150.566667,1,10,4,6,11,25.58,69,1.45,2.42,140,96,24,4,4,10,30,15,15,0,0,6,38,19,139,148,86,0,0,-
2022-2023,Aaron Ekblad,FLA,D,71,1149.716667,4,11,8,3,15,28.85,132,3.03,6.4,235,175,78,19,3,24,48,23,23,0,0,14,39,24,53,46,46,0,0,-
2022-2023,Carter Verhaeghe,FLA,C,81,1148.183333,28,24,11,13,52,76.47,202,13.86,21.23,337,257,211,94,7,34,42,21,21,0,0,24,44,35,28,100,15,20,18,52.63
2022-2023,Auston Matthews,TOR,C,74,1145.783333,26,26,19,7,52,69.33,233,11.16,25.65,399,320,284,124,8,38,14,7,7,0,0,28,41,61,71,86,79,517,465,52.65
2022-2023,Erik Gustafsson,"TOR, WSH",D,70,1143.9,7,17,9,8,24,44.44,102,6.86,5.04,220,157,70,18,5,13,21,9,8,1,0,9,40,20,48,111,55,0,0,-
2022-2023,Mitchell Marner,TOR,R,80,1143.883333,15,38,28,10,53,82.81,116,12.93,9.39,248,163,126,38,6,20,22,11,11,0,0,18,65,77,48,100,26,0,3,0
2022-2023,Drake Batherson,OTT,R,82,1142.766667,7,22,15,7,29,67.44,169,4.14,16.88,303,246,173,69,17,21,29,13,12,1,0,17,27,34,108,86,26,11,21,34.38
2022-2023,Claude Giroux,OTT,R,82,1138.733333,23,19,14,5,42,73.68,149,15.44,15,241,205,149,77,15,10,28,14,14,0,0,19,26,40,66,47,23,410,274,59.94
2022-2023,Alex DeBrincat,OTT,R,82,1138,12,18,14,4,30,71.43,167,7.19,15.9,296,225,177,70,6,27,39,10,7,1,2,20,25,37,101,70,32,8,8,50
2022-2023,Martin Necas,CAR,C,82,1136.983333,13,22,19,3,35,58.33,167,7.78,15.21,293,235,174,66,10,21,28,14,14,0,0,22,45,40,54,97,17,146,176,45.34
2022-2023,Ryan Strome,ANA,C,82,1132.383333,10,22,10,12,32,68.09,98,10.2,10.48,155,126,88,49,7,18,66,26,23,2,1,10,45,22,27,46,21,320,428,42.78
2022-2023,Kevin Hayes,PHI,C,81,1131.066667,10,22,19,3,32,71.11,168,5.95,14.22,291,233,132,59,7,26,21,9,8,1,0,12,30,34,48,44,20,262,277,48.61
