Year,Player,Team,Position,GP,TOI,Goals,Total Assists,First Assists,Second Assists,Total Points,IPP,Shots,SH%,ixG,iCF,iFF,iSCF,iHDCF,Rush Attempts,Rebounds Created,PIM,Total Penalties,Minor,Major,Misconduct,Penalties Drawn,Giveaways,Takeaways,Hits,Hits Taken,Shots Blocked,Faceoffs Won,Faceoffs Lost,Faceoffs %
2021-2022,Jakub Voracek,CBJ,R,79,1050.066667,2,27,24,3,29,63.04,97,2.06,7.71,165,127,91,35,6,7,32,12,11,0,1,25,35,41,21,51,24,4,22,15.38
2021-2022,Marcus Foligno,MIN,L,74,892.6,14,15,12,3,29,63.04,78,17.95,9.41,129,108,90,54,4,10,108,30,18,10,2,22,21,21,224,79,25,7,3,70
2021-2022,Ryan Johansen,NSH,C,79,940.1166667,11,18,4,14,29,59.18,64,17.19,5.54,100,84,66,25,2,5,47,22,21,1,0,8,30,33,68,40,25,471,478,49.63
2021-2022,Tyler Seguin,DAL,C,81,1129.883333,17,12,10,2,29,78.38,155,10.97,12.68,237,200,137,64,9,9,28,14,14,0,0,15,38,22,91,37,29,387,299,56.41
2021-2022,Mikael Granlund,NSH,C,80,1104.516667,7,22,12,10,29,55.77,74,9.46,7.18,143,108,93,34,4,10,25,11,10,1,0,23,36,40,84,98,23,457,495,48
2021-2022,Travis Boyd,ARI,C,74,997.2166667,14,15,9,6,29,54.72,72,19.44,10.04,128,109,100,57,3,6,24,12,12,0,0,10,24,18,65,111,45,347,410,45.84
2021-2022,Brandon Saad,STL,L,78,1024.5,13,16,9,7,29,63.04,104,12.5,10.98,168,138,118,48,5,9,8,4,4,0,0,9,22,36,16,46,18,7,9,43.75
2021-2022,Rickard Rakell,"ANA, PIT","L, R",70,1027.6,14,15,8,7,29,53.7,142,9.86,14.22,270,209,159,67,8,10,10,5,5,0,0,8,25,27,96,87,39,30,35,46.15
2021-2022,Jacob Trouba,NYR,D,81,1463.033333,8,21,12,9,29,43.94,155,5.16,7.23,319,215,96,21,8,23,73,29,24,5,0,21,55,17,175,101,128,0,0,-
2021-2022,Jaccob Slavin,CAR,D,79,1386.35,3,26,10,16,29,39.19,128,2.34,5.46,274,187,76,14,6,13,8,4,4,0,0,6,34,48,33,108,79,0,0,-
2021-2022,MacKenzie Weegar,FLA,D,80,1488.083333,5,24,13,11,29,33.33,170,2.94,8.54,329,224,104,24,6,16,40,16,15,0,1,6,73,58,152,133,106,0,0,-
2021-2022,Shea Theodore,VGK,D,78,1484.05,7,22,12,10,29,43.28,164,4.27,8.63,335,218,104,27,6,23,18,9,9,0,0,9,48,50,36,118,86,0,0,-
2021-2022,Aaron Ekblad,FLA,D,61,1050.916667,10,19,5,14,29,43.28,122,8.2,5.74,204,152,64,18,6,16,20,10,10,0,0,9,48,31,50,48,44,0,0,-
2021-2022,Jared McCann,SEA,"C, L",74,917.1833333,17,12,7,5,29,78.38,117,14.53,10.52,210,167,126,52,3,9,19,7,6,1,0,18,26,40,58,66,23,189,222,45.99
2021-2022,Danton Heinen,PIT,L,76,865.3333333,15,14,10,4,29,64.44,128,11.72,14.1,201,170,149,61,7,15,16,8,8,0,0,8,20,35,63,80,26,0,3,0
2021-2022,Noah Hanifin,CGY,D,81,1353.5,8,21,5,16,29,39.19,154,5.19,6.5,326,233,86,17,5,23,17,7,6,1,0,8,50,31,57,85,50,0,0,-
2021-2022,Evan Rodrigues,PIT,C,82,1056.95,9,20,12,8,29,65.91,186,4.84,15.48,300,238,165,64,13,21,14,7,7,0,0,16,20,31,82,108,24,144,162,47.06
2021-2022,Kailer Yamamoto,EDM,R,81,1174.55,14,15,9,6,29,53.7,91,15.38,13.17,161,129,128,76,1,10,28,14,14,0,0,19,34,27,107,142,34,2,3,40
2021-2022,Elias Pettersson,VAN,C,80,1089.083333,16,13,6,7,29,69.05,109,14.68,12.86,210,165,138,62,6,17,10,4,4,0,0,25,27,41,41,89,39,207,269,43.49
2021-2022,Pius Suter,DET,C,82,1066.883333,14,15,9,6,29,69.05,125,11.2,15.59,204,162,147,65,8,18,22,11,11,0,0,9,31,27,22,33,25,404,403,50.06
2021-2022,Joel Farabee,PHI,L,63,802.35,14,15,9,6,29,67.44,80,17.5,8.02,132,101,73,39,7,4,44,15,12,2,1,23,16,18,70,67,23,32,83,27.83
2021-2022,Matt Boldy,MIN,L,47,580.05,12,17,10,7,29,69.05,85,14.12,7.01,148,111,80,30,3,5,10,5,5,0,0,7,22,25,22,63,23,6,14,30
2021-2022,Kyle Okposo,BUF,R,74,956.1166667,11,17,7,10,28,84.85,128,8.59,10.32,229,178,126,53,5,13,35,15,14,1,0,13,26,22,54,66,14,41,46,47.13
2021-2022,Jordan Staal,CAR,C,78,987.6166667,13,15,7,8,28,60.87,118,11.02,15.49,195,171,147,87,2,20,14,7,7,0,0,10,38,23,197,92,26,587,400,59.47
2021-2022,James van Riemsdyk,PHI,L,82,1049.483333,15,13,7,6,28,68.29,137,10.95,13.54,210,174,123,61,9,22,19,8,7,1,0,7,26,29,34,68,24,10,12,45.45
2021-2022,Adam Henrique,ANA,C,58,824.0166667,11,17,10,7,28,63.64,109,10.09,12.44,183,153,130,69,9,18,10,5,5,0,0,6,17,17,18,41,41,176,151,53.82
2021-2022,Anders Lee,NYI,"C, L",76,1015.8,17,11,4,7,28,53.85,116,14.66,15.11,201,165,150,86,7,17,32,16,16,0,0,14,21,16,89,62,29,44,52,45.83
2021-2022,Bryan Rust,PIT,R,60,817.75,10,18,11,7,28,66.67,117,8.55,11.09,196,158,126,56,9,11,10,5,5,0,0,9,27,17,39,65,19,0,3,0
2021-2022,Mike Matheson,PIT,D,74,1264.583333,11,17,8,9,28,43.75,122,9.02,5.95,261,185,76,11,4,16,33,14,13,1,0,17,38,40,89,125,71,0,0,-
2021-2022,Frank Vatrano,"FLA, NYR",C,71,853.65,15,13,10,3,28,77.78,143,10.49,11.94,234,185,126,46,15,15,18,9,9,0,0,8,25,21,66,80,21,12,13,48
2021-2022,Nicolas Roy,VGK,C,78,982.8166667,13,15,12,3,28,57.14,106,12.26,14.62,187,148,153,86,7,20,49,19,17,1,1,9,34,29,82,82,28,361,370,49.38
2021-2022,Brandon Hagel,"CHI, T.B",L,77,988.85,16,12,9,3,28,66.67,93,17.2,8.81,180,128,107,48,6,6,25,11,10,1,0,21,23,41,58,161,22,17,21,44.74
2021-2022,Josh Norris,OTT,C,66,900.25,16,12,6,6,28,62.22,96,16.67,11.13,172,132,106,57,5,13,14,7,7,0,0,14,23,20,74,85,35,435,413,51.3
2021-2022,Alexander Barabanov,S.J,L,70,1016.233333,6,22,13,9,28,60.87,80,7.5,8.23,124,106,87,48,2,9,12,6,6,0,0,14,24,35,51,112,7,0,1,0
2021-2022,Brent Burns,S.J,D,82,1567.15,6,21,10,11,27,39.71,129,4.65,4.96,307,194,63,6,9,23,36,18,18,0,0,4,73,49,42,51,33,0,0,-
2021-2022,Jonathan Toews,CHI,C,71,883.2166667,7,20,13,7,27,65.85,88,7.95,8.38,136,115,90,44,4,6,33,15,14,1,0,12,25,39,18,67,14,497,365,57.66
2021-2022,David Perron,STL,L,67,909.3166667,12,15,6,9,27,79.41,110,10.91,9.73,208,146,113,34,3,14,46,19,18,0,1,15,16,37,76,48,8,1,3,25
2021-2022,Reilly Smith,VGK,R,56,739.9,11,16,9,7,27,77.14,103,10.68,10.42,179,141,116,47,6,15,4,2,2,0,0,7,34,22,45,56,14,1,1,50
2021-2022,Charlie Coyle,BOS,C,82,1026.95,10,17,11,6,27,62.79,90,11.11,8.98,144,128,84,38,4,14,26,9,8,0,1,13,31,30,76,63,27,440,428,50.69
2021-2022,Colton Parayko,STL,D,80,1595.033333,4,23,7,16,27,33.75,115,3.48,5.96,210,158,59,13,3,9,18,9,9,0,0,17,48,46,66,115,115,0,0,-
2021-2022,Nicholas Paul,"OTT, T.B",L,80,1065.85,13,14,4,10,27,72.97,136,9.56,12,255,199,156,61,6,18,29,10,7,3,0,11,28,40,102,129,36,324,293,52.51
2021-2022,Seth Jones,CHI,D,78,1525.333333,5,22,7,15,27,52.94,143,3.5,6.21,262,189,70,22,2,11,22,11,11,0,0,9,53,25,87,134,109,0,0,-
2021-2022,Travis Sanheim,PHI,D,80,1531.433333,6,21,11,10,27,34.62,104,5.77,5.6,214,149,59,16,3,13,32,16,16,0,0,10,48,16,55,148,103,0,0,-
2021-2022,Brandon Montour,FLA,D,81,1237.283333,9,18,6,12,27,39.13,130,6.92,7.72,258,189,94,22,6,14,48,23,23,0,0,13,43,22,61,106,61,0,0,-
2021-2022,Gustav Forsling,FLA,D,71,1241.266667,8,19,10,9,27,35.53,127,6.3,5.78,272,172,81,13,8,9,18,9,9,0,0,8,42,40,42,115,63,0,0,-
2021-2022,Quinn Hughes,VAN,D,76,1444.25,7,20,12,8,27,45,87,8.05,3.35,206,121,50,5,1,15,22,11,11,0,0,9,33,31,14,94,50,0,0,-
2021-2022,Rasmus Dahlin,BUF,D,80,1517.733333,9,18,10,8,27,45.76,131,6.87,4.6,240,167,58,11,3,8,58,28,28,0,0,18,45,20,106,123,74,0,0,-
2021-2022,Alex Newhook,COL,C,71,841.9833333,10,17,9,8,27,79.41,98,10.2,8.12,169,120,106,35,2,10,10,5,5,0,0,12,12,20,39,75,32,118,225,34.4
2021-2022,Alexis Lafrenière,NYR,L,79,976.8333333,18,9,4,5,27,69.23,90,20,9.13,157,123,96,48,5,4,35,16,15,1,0,13,22,41,105,100,21,11,23,32.35
2021-2022,Jeff Carter,PIT,C,76,996.4666667,11,15,7,8,26,68.42,137,8.03,11.81,220,169,115,60,7,14,26,13,13,0,0,7,23,23,89,64,37,484,359,57.41
2021-2022,Corey Perry,T.B,R,82,931.6,8,18,14,4,26,70.27,120,6.67,14.61,193,158,144,80,4,11,64,25,22,2,1,29,19,18,73,112,11,2,1,66.67
2021-2022,John Carlson,WSH,D,78,1296.183333,5,21,14,7,26,44.07,134,3.73,6.06,256,188,70,14,4,19,14,6,6,0,0,10,40,28,64,92,76,0,0,-
2021-2022,Kyle Palmieri,NYI,"C, R",69,901.7,13,13,7,6,26,59.09,130,10,13.87,221,178,143,65,3,13,53,21,19,1,1,17,16,14,69,63,14,9,19,32.14
2021-2022,Dmitry Orlov,WSH,D,76,1387.633333,9,17,12,5,26,40.63,109,8.26,4.54,209,151,58,11,5,13,40,20,20,0,0,16,37,36,112,60,79,0,0,-
2021-2022,Jesper Fast,CAR,R,82,1032.7,12,14,10,4,26,49.06,89,13.48,12.94,159,130,114,69,4,8,4,2,2,0,0,4,22,15,105,129,27,10,14,41.67
2021-2022,Tanner Pearson,VAN,L,68,898.8,11,15,7,8,26,63.41,133,8.27,12.85,204,166,128,51,6,14,21,8,7,1,0,13,14,20,80,81,33,12,19,38.71
2021-2022,Damon Severson,N.J,D,80,1393.716667,6,20,11,9,26,44.83,110,5.45,5.35,222,158,59,14,6,10,43,20,19,1,0,5,49,27,75,89,37,0,0,-
2021-2022,Josh Anderson,MTL,R,69,998.5833333,14,12,6,6,26,66.67,126,11.11,13.91,238,187,157,72,11,17,54,20,17,2,1,21,27,27,143,69,34,16,18,47.06
2021-2022,Connor Brown,OTT,R,64,911.85,9,17,11,6,26,70.27,81,11.11,9.1,151,114,92,38,5,8,8,4,4,0,0,8,34,36,13,70,24,16,19,45.71
2021-2022,Alex Wennberg,SEA,C,80,1116.333333,8,18,11,7,26,65,69,11.59,6.18,106,83,63,35,2,7,24,12,12,0,0,9,29,38,45,79,34,436,520,45.61
2021-2022,Pierre Engvall,TOR,L,78,892.85,10,16,11,5,26,78.79,129,7.75,11.05,229,183,135,44,7,12,28,14,14,0,0,15,38,25,65,124,7,19,25,43.18
2021-2022,Anthony Cirelli,T.B,C,76,1036.416667,10,16,11,5,26,57.78,110,9.09,11.92,200,152,139,60,9,14,49,19,17,1,1,36,8,38,68,101,16,330,377,46.68
2021-2022,Mikhail Sergachev,T.B,D,78,1378.433333,5,21,11,10,26,41.27,116,4.31,4.89,232,164,74,9,6,7,53,22,19,3,0,11,32,19,120,117,41,0,0,-
2021-2022,Drake Batherson,OTT,R,46,667.2666667,12,14,9,5,26,74.29,86,13.95,7.28,146,115,89,34,8,9,28,10,9,0,1,7,24,21,84,47,14,15,21,41.67
2021-2022,Logan Couture,S.J,C,77,1024,11,14,10,4,25,65.79,125,8.8,12.16,199,159,120,63,16,19,12,6,6,0,0,11,22,43,85,66,11,451,484,48.24
2021-2022,Evander Kane,EDM,L,43,681.1666667,12,13,5,8,25,64.1,116,10.34,11,204,159,119,61,6,17,56,24,23,0,1,13,23,15,129,69,9,8,9,47.06
2021-2022,Christopher Tanev,CGY,D,82,1363.75,5,20,10,10,25,35.71,77,6.49,3.05,168,117,37,4,2,12,20,10,10,0,0,9,46,21,46,197,95,0,0,-
2021-2022,Jean-Gabriel Pageau,NYI,C,77,963.3,12,13,6,7,25,65.79,87,13.79,9.25,133,115,92,57,8,8,28,11,9,2,0,16,32,22,164,87,35,530,417,55.97
2021-2022,Barclay Goodrow,NYR,C,79,1040.883333,10,15,10,5,25,55.56,92,10.87,9.91,144,123,97,59,2,10,53,21,18,3,0,17,27,26,124,73,33,233,234,49.89
2021-2022,Bo Horvat,VAN,C,70,972.2,12,13,11,2,25,67.57,114,10.53,10.11,187,157,111,47,7,7,38,19,19,0,0,14,15,24,92,52,42,569,447,56
2021-2022,Alex Tuch,BUF,R,50,658.85,7,18,11,7,25,60.98,105,6.67,8.92,164,135,93,41,10,9,10,5,5,0,0,8,19,33,27,22,36,7,10,41.18
2021-2022,Tony DeAngelo,CAR,D,64,999.1333333,8,17,10,7,25,38.46,108,7.41,4.65,178,134,58,6,4,8,44,15,12,2,1,12,31,18,37,67,47,0,0,-
2021-2022,Adrian Kempe,L.A,"C, L",78,1027.166667,17,8,3,5,25,64.1,158,10.76,15.16,280,210,159,69,20,22,38,18,18,0,0,24,28,26,97,59,7,16,19,45.71
2021-2022,Jake Evans,MTL,C,72,915.55,11,14,9,5,25,64.1,106,10.38,9.42,164,130,104,52,2,9,16,8,8,0,0,12,28,25,82,103,26,357,347,50.71
2021-2022,Rasmus Andersson,CGY,D,82,1381.216667,2,23,13,10,25,33.33,102,1.96,4.2,192,143,42,7,3,12,22,11,11,0,0,14,34,17,48,94,80,0,0,-
2021-2022,Joel Eriksson Ek,MIN,C,77,931.55,11,14,8,6,25,55.56,153,7.19,12.11,235,193,136,67,7,17,14,7,7,0,0,19,7,18,122,108,22,417,452,47.99
2021-2022,Vladislav Gavrikov,CBJ,D,80,1466.45,4,21,10,11,25,36.23,94,4.26,4.86,185,128,60,17,3,9,64,30,30,0,0,10,29,17,109,80,90,0,0,-
2021-2022,Charlie McAvoy,BOS,D,78,1383.9,3,22,7,15,25,33.78,136,2.21,6.32,231,180,75,14,0,14,50,22,20,2,0,22,47,16,129,171,88,0,0,-
2021-2022,Jesse Puljujarvi,EDM,R,65,928.3166667,9,16,9,7,25,49.02,131,6.87,14.07,219,186,140,61,4,11,16,8,8,0,0,9,17,26,76,105,15,0,0,-
2021-2022,Filip Hronek,DET,D,78,1346.05,2,23,12,11,25,47.17,93,2.15,3.78,204,136,46,8,3,15,16,8,8,0,0,16,39,13,54,90,57,0,0,-
2021-2022,Alex Formenton,OTT,L,79,966.7833333,12,13,7,6,25,75.76,132,9.09,13.75,204,165,138,73,10,16,45,18,15,3,0,14,18,30,98,54,17,5,5,50
2021-2022,Alex Iafallo,L.A,L,79,1050.166667,11,14,6,8,25,64.1,147,7.48,12.87,243,203,135,58,12,15,6,3,3,0,0,9,11,33,44,64,11,8,12,40
2021-2022,Jesperi Kotkaniemi,CAR,C,66,706.9833333,12,13,5,8,25,75.76,73,16.44,8.2,131,100,78,47,1,9,33,11,9,1,1,13,20,25,74,70,14,153,155,49.68
2021-2022,Noah Dobson,NYI,D,80,1355.8,8,17,12,5,25,43.86,140,5.71,5.01,291,191,80,12,5,14,14,7,7,0,0,18,69,20,74,129,129,0,0,-
2021-2022,Dylan Cozens,BUF,C,79,1026.85,11,14,5,9,25,65.79,126,8.73,11.64,217,168,130,60,7,10,25,11,10,1,0,16,26,30,31,77,22,333,402,45.31
2021-2022,Tim Stützle,OTT,L,79,1096.15,11,14,9,5,25,60.98,111,9.91,11.65,191,150,136,52,5,17,33,15,14,1,0,36,36,33,115,109,46,169,279,37.72
2021-2022,Jamie Benn,DAL,L,82,1043.4,9,15,7,8,24,64.86,141,6.38,14.3,247,192,154,72,8,16,80,29,24,4,1,18,37,32,137,56,47,368,305,54.68
2021-2022,Lars Eller,WSH,C,72,896.1333333,11,13,11,2,24,60,93,11.83,8.4,178,140,102,40,6,7,40,20,20,0,0,12,34,26,87,77,27,381,362,51.28
2021-2022,Derek Grant,ANA,C,71,793.4833333,11,13,8,5,24,82.76,96,11.46,9.56,162,128,86,51,3,8,27,8,6,1,1,3,15,12,67,34,37,104,110,48.6
2021-2022,William Karlsson,VGK,C,67,918.65,8,16,10,6,24,68.57,109,7.34,10.86,182,150,119,57,3,14,10,5,5,0,0,8,28,38,36,84,28,366,341,51.77
2021-2022,Scott Laughton,PHI,C,67,898.4666667,8,16,7,9,24,70.59,88,9.09,8.91,163,119,100,52,5,9,31,14,13,1,0,22,32,25,148,53,35,324,292,52.6
2021-2022,Ryan Graves,N.J,D,75,1316.4,6,18,11,7,24,38.71,102,5.88,4.94,227,150,77,17,11,19,24,12,12,0,0,13,42,22,80,110,65,0,0,-
2021-2022,Sonny Milano,ANA,L,66,837.45,9,15,11,4,24,72.73,78,11.54,8.41,144,112,87,45,3,7,4,2,2,0,0,6,32,25,24,80,12,0,1,0
2021-2022,Oskar Lindblom,PHI,L,79,961.5166667,11,13,7,6,24,64.86,116,9.48,9.91,194,149,94,44,5,17,22,11,11,0,0,12,17,18,77,81,41,7,11,38.89
2021-2022,Pavel Zacha,N.J,C,70,929.4166667,8,16,9,7,24,60,101,7.92,11.48,185,150,134,55,14,8,14,7,7,0,0,7,28,27,74,56,8,135,144,48.39
2021-2022,Oliver Kylington,CGY,D,73,1193.616667,6,18,6,12,24,35.29,116,5.17,4.99,239,168,68,14,3,10,14,7,7,0,0,8,52,24,37,93,62,0,0,-
2021-2022,Lawson Crouse,ARI,L,65,843.5833333,15,9,6,3,24,66.67,93,16.13,10.58,167,131,103,47,5,13,46,17,13,4,0,15,19,24,169,82,25,11,21,34.38
2021-2022,Cole Caufield,MTL,R,67,874,15,9,5,4,24,58.54,129,11.63,11.58,224,179,135,40,11,12,10,5,5,0,0,16,18,27,16,35,7,5,5,50
2021-2022,Cole Sillinger,CBJ,C,79,942.9333333,14,10,6,4,24,70.59,127,11.02,12.77,225,175,143,55,4,12,35,16,15,1,0,14,22,22,96,64,38,316,359,46.81
2021-2022,Zach Parise,NYI,L,82,947.25,9,14,10,4,23,58.97,102,8.82,11.21,151,133,112,58,2,12,22,11,11,0,0,11,18,25,54,73,43,22,39,36.07
2021-2022,TJ Brodie,TOR,D,82,1475.05,4,19,10,9,23,32.86,65,6.15,2.96,151,91,40,10,1,6,28,14,14,0,0,8,56,26,46,140,88,0,0,-
2021-2022,Tomas Tatar,N.J,L,76,942.8,12,11,5,6,23,65.71,113,10.62,12.56,204,163,131,63,13,12,20,10,10,0,0,15,17,24,70,71,16,13,26,33.33
2021-2022,John Klingberg,DAL,D,74,1323.116667,3,20,12,8,23,42.59,92,3.26,4.92,249,146,67,7,3,13,30,15,15,0,0,11,71,10,54,161,68,0,0,-
2021-2022,Vladislav Namestnikov,"DAL, DET",C,75,920.2166667,12,11,5,6,23,63.89,84,14.29,11.15,137,111,96,61,3,9,43,17,14,3,0,17,19,15,61,87,34,22,25,46.81
2021-2022,Teuvo Teravainen,CAR,L,77,932.65,10,13,9,4,23,50,112,8.93,10.13,181,151,100,43,1,12,18,9,9,0,0,6,34,23,13,43,21,24,18,57.14
2021-2022,Adam Pelech,NYI,D,78,1377.483333,2,21,10,11,23,37.7,94,2.13,4.61,205,123,63,11,1,16,38,15,14,0,1,4,34,41,87,112,87,0,0,-
2021-2022,Teddy Blueger,PIT,C,65,795.7833333,7,16,6,10,23,67.65,80,8.75,6.78,118,100,76,36,6,8,10,5,5,0,0,7,18,26,85,79,21,277,239,53.68
2021-2022,Kasperi Kapanen,PIT,R,79,978.5833333,11,12,8,4,23,62.16,110,10,8.62,188,147,108,42,15,15,14,7,7,0,0,9,27,38,107,85,18,4,5,44.44
2021-2022,Nicolas Aube-Kubel,"COL, PHI",R,74,716.8333333,11,12,9,3,23,76.67,87,12.64,8.03,150,118,84,42,5,13,45,21,20,1,0,9,20,17,139,101,15,2,8,20
2021-2022,Christian Dvorak,MTL,L,56,699.7166667,9,14,9,5,23,76.67,66,13.64,7.47,111,86,77,40,4,7,22,7,6,0,1,6,23,13,29,55,34,377,300,55.69
2021-2022,Anthony Beauvillier,NYI,L,75,1045.2,7,16,12,4,23,56.1,105,6.67,11.64,179,142,139,52,8,14,10,5,5,0,0,8,46,33,36,92,17,3,3,50
2021-2022,Dillon Dube,CGY,C,79,866.9,13,10,5,5,23,65.71,120,10.83,11.69,194,159,132,60,5,15,18,9,9,0,0,14,19,18,78,124,13,80,85,48.48
2021-2022,Dante Fabbro,NSH,D,66,1127.933333,2,21,11,10,23,41.07,83,2.41,3.12,181,125,36,2,3,9,20,10,10,0,0,11,29,21,62,122,80,0,0,-
2021-2022,Vasily Podkolzin,VAN,R,79,940.45,12,11,9,2,23,57.5,110,10.91,9.08,180,150,109,43,1,6,26,13,13,0,0,9,16,28,84,77,30,8,9,47.06
2021-2022,Dustin Brown,L.A,"L, R",64,783.95,7,15,7,8,22,78.57,115,6.09,8.55,191,153,92,35,6,8,14,7,7,0,0,14,15,13,82,64,5,2,8,20
2021-2022,Anton Stralman,ARI,D,74,1301.45,7,15,7,8,22,36.67,87,8.05,3.14,167,109,51,9,4,16,8,4,4,0,0,2,23,26,85,71,66,0,0,-
2021-2022,Ryan McDonagh,T.B,D,71,1265.75,4,18,7,11,22,41.51,75,5.33,4.7,164,121,47,11,2,6,12,6,6,0,0,5,24,19,83,84,49,0,0,-
2021-2022,Kevin Hayes,PHI,"C, R",48,643,6,16,8,8,22,73.33,89,6.74,6.6,149,115,66,21,9,7,10,5,5,0,0,10,17,28,31,19,12,195,267,42.21
2021-2022,Mark Stone,VGK,R,37,513.5666667,5,17,12,5,22,73.33,53,9.43,5.99,83,68,59,25,2,3,4,2,2,0,0,6,24,45,16,24,20,10,8,55.56
2021-2022,Vinnie Hinostroza,BUF,C,62,807.5166667,11,11,7,4,22,75.86,89,12.36,7.25,146,118,63,30,4,6,24,11,11,0,0,14,25,21,23,58,10,11,11,50
2021-2022,Warren Foegele,EDM,L,82,954.65,9,13,9,4,22,59.46,123,7.32,12.19,221,168,132,57,12,14,24,12,12,0,0,8,29,41,124,88,14,12,15,44.44
2021-2022,Zach Werenski,CBJ,D,68,1317.25,6,16,7,9,22,43.14,155,3.87,8.56,302,222,94,24,3,13,16,8,8,0,0,7,29,34,27,65,70,0,0,-
2021-2022,Thomas Chabot,OTT,D,59,1242.233333,6,16,6,10,22,36.67,150,4,7.09,276,192,79,17,4,21,22,11,11,0,0,18,56,23,71,104,70,0,0,-
2021-2022,Mathieu Joseph,"OTT, T.B",R,69,797.6333333,8,14,6,8,22,64.71,70,11.43,7.32,126,106,83,43,6,3,23,10,9,1,0,19,17,33,106,121,13,17,25,40.48
2021-2022,Denis Gurianov,DAL,R,73,868.9333333,6,16,10,6,22,64.71,109,5.5,8.44,215,147,100,42,3,13,14,7,7,0,0,6,37,12,64,47,28,0,0,-
2021-2022,Eric Robinson,CBJ,L,67,758.0833333,7,15,9,6,22,84.62,83,8.43,8.86,161,114,88,45,8,10,16,8,8,0,0,5,12,20,91,76,11,0,0,-
2021-2022,Isac Lundestrom,ANA,C,80,981.9166667,11,11,7,4,22,70.97,68,16.18,8.51,126,100,83,46,4,6,8,4,4,0,0,13,27,18,36,71,39,330,402,45.08
2021-2022,Moritz Seider,DET,D,82,1395.4,2,20,9,11,22,34.38,126,1.59,4.78,242,165,54,4,1,12,32,16,16,0,0,18,35,26,120,102,99,0,0,-
2021-2022,Philip Tomasino,NSH,C,76,756.5333333,8,14,12,2,22,66.67,90,8.89,10.18,153,132,106,42,6,12,10,5,5,0,0,9,20,16,48,64,27,15,28,34.88
2021-2022,Ryan Getzlaf,ANA,C,56,815.0833333,1,20,11,9,21,75,73,1.37,5.66,128,101,63,18,1,6,25,11,10,1,0,8,52,31,81,46,43,390,353,52.49
2021-2022,Sam Gagner,DET,C,81,829.0333333,8,13,10,3,21,63.64,101,7.92,8.76,144,121,72,34,3,9,22,11,11,0,0,7,9,19,16,55,12,81,76,51.59
2021-2022,Max Pacioretty,VGK,L,39,534.6666667,14,7,2,5,21,72.41,99,14.14,8.22,168,136,101,33,9,6,31,10,8,1,1,7,18,15,29,51,18,2,6,25
2021-2022,Jared Spurgeon,MIN,D,65,956.9833333,7,14,7,7,21,37.5,84,8.33,3.75,167,112,50,8,6,7,8,4,4,0,0,2,9,7,37,76,48,0,0,-
2021-2022,Sean Kuraly,CBJ,C,77,986.7166667,10,11,2,9,21,47.73,104,9.62,9.46,164,139,90,48,9,9,53,21,19,1,1,11,24,23,223,90,37,494,449,52.39
2021-2022,Adam Larsson,SEA,D,82,1538.883333,7,14,9,5,21,38.89,109,6.42,4.16,244,162,65,8,2,11,47,22,21,1,0,6,32,18,160,88,91,0,0,-
2021-2022,Torey Krug,STL,D,64,1061.916667,4,17,9,8,21,31.34,80,5,4.1,176,121,46,9,1,11,44,22,22,0,0,6,26,15,50,43,55,0,0,-
2021-2022,Cody Ceci,EDM,D,78,1375.15,5,16,6,10,21,37.5,97,5.15,3.32,208,133,44,5,2,9,12,6,6,0,0,1,35,12,102,138,75,0,0,-
2021-2022,Brett Pesce,CAR,D,70,1206.983333,4,17,6,11,21,35.59,131,3.05,4.86,281,191,55,10,4,20,37,13,11,1,1,9,21,32,36,53,72,0,0,-
2021-2022,Nikita Zadorov,CGY,D,74,1162.9,3,18,8,10,21,46.67,101,2.97,4.14,215,158,56,4,2,13,75,31,29,1,1,12,57,29,174,91,43,0,0,-
2021-2022,Garnet Hathaway,WSH,R,76,889.35,11,10,3,7,21,55.26,109,10.09,10.95,175,143,111,60,3,12,53,25,24,1,0,29,20,19,241,114,45,6,17,26.09
2021-2022,Vince Dunn,SEA,D,73,1266.783333,5,16,6,10,21,41.18,94,5.32,4.64,224,138,81,10,7,13,55,23,20,3,0,14,42,20,66,83,72,0,0,-
2021-2022,Keegan Kolesar,VGK,R,77,879.1,5,16,11,5,21,63.64,83,6.02,9.3,129,105,87,52,4,12,68,22,14,8,0,21,33,26,244,154,36,68,99,40.72
2021-2022,Derek Ryan,EDM,C,75,710.55,10,11,6,5,21,63.64,69,14.49,7.35,113,90,71,39,4,8,6,3,3,0,0,6,12,22,34,68,25,230,151,60.37
2021-2022,Michael Rasmussen,DET,C,80,940.6666667,13,8,5,3,21,63.64,110,11.82,11.39,168,147,120,71,5,19,60,26,25,0,1,25,12,26,137,114,42,332,331,50.08
2021-2022,Jesper Boqvist,N.J,C,56,681.1833333,9,12,6,6,21,77.78,71,12.68,6.3,126,99,70,31,12,5,10,5,5,0,0,2,20,18,31,77,5,155,272,36.3
2021-2022,Miro Heiskanen,DAL,D,70,1345.966667,1,20,9,11,21,42,113,0.88,6.52,230,158,75,17,0,17,20,10,10,0,0,9,64,35,46,103,56,0,0,-
2021-2022,Eetu Luostarinen,FLA,C,78,868.75,6,15,8,7,21,65.63,76,7.89,8.47,140,100,93,47,5,10,12,6,6,0,0,13,24,28,98,124,37,287,411,41.12
